-0.9 -11.7 -2.4,-0.7 -10.9 5.0,-13.0 3.5 7.1,25.5 3.4 3.8,2.6 -2.0 7.0,67.7 -41.0 -47.2,30.0 89.0 29.5,2.7 5.5 -9.4,50.8 46.8 49.5,25.7 -123.6 -46.1
-1.1766873021327164 -11.034221994253953 -2.1426928657661897,-0.6932732995625488 -10.635077116614807 5.274053096096586,-12.969219152830679 3.782040604065048 6.47737836466508,25.815779892483636 2.637429418053046 3.489287020507362,3.4758481190185653 -1.9522839071731712 7.777698854672423,71.39629844522375 -36.98770479269072 -44.71473415635965,29.936821799683713 85.32745821940851 27.711938637934683,3.575848091064323 5.291321601557823 -9.191250221188541,52.273994999938786 45.869203580073574 49.099302291843586,26.047874434359002 -122.30767861583226 -45.49087073165093
-1.3810312084482057 -10.838001158110265 -2.1902882080922077,-0.781306936295733 -10.528506540558325 5.129566314525926,-12.985389534639577 3.980556053589963 6.32036020991983,25.881704075129264 2.4221425145047446 3.655222149423091,3.6762923528051994 -1.9057636751834544 8.148738243729062,72.602970817131 -36.3572881649489 -44.68335102678677,29.904451415619647 84.58826537526224 27.3434768905603,3.7762923430000774 5.299122695959184 -9.022650764727546,52.79558540052482 45.67012718715367 48.803204372001595,26.176033251764757 -121.70950331176566 -45.24318468329096
-1.3835675265483358 -10.675950797863496 -2.22903626817028,-0.8644653221613295 -10.376354991090963 5.000809901443024,-13.099272990562616 3.9886958698235295 6.276433125087317,25.991794985145578 2.4034072544460297 3.8893331043815573,3.7210757053031216 -1.8948704437991302 8.286004482998232,73.29223216586763 -36.367269363817066 -44.83528292585431,29.891667497275925 84.41032673732926 27.258860004329378,3.821075759516647 5.2993387581206 -8.965067056981553,53.256274898449036 45.254676226900884 48.191355165947705,26.275267067411022 -121.26683601254143 -45.077631720349245
-1.229297623910862 -10.616252725780697 -2.2558884950404616,-0.9307082647746701 -10.252760400081073 4.902867414784277,-13.233575192193294 3.8564434329639785 6.342331523736227,26.054433597016146 2.5486154875661975 4.121006567698339,3.608256151069281 -1.9069474335562018 8.209434383312733,73.43203594044213 -36.811848194141405 -44.97026469302611,29.894213417126142 84.67228360295742 27.3932648973499,3.7082562548799434 5.295254990341018 -9.021280837351666,53.57069379153129 44.83859652311903 47.52723784422023,26.32416486313639 -121.06899917505588 -45.02266181422571
-1.0395968477873472 -10.732781131891558 -2.288538197446128,-0.9865542147483847 -10.263027980420958 4.820484249934948,-13.238025438787584 3.719419752312966 6.465558895841481,25.896856552129837 2.7515697793484666 4.279642347663161,3.374793629188483 -1.9064651360926388 8.042394306721187,73.26350165884662 -37.180007121015926 -44.753099102903086,29.89965156589267 85.03304167953152 27.5695710270376,3.474793673505709 5.297248427149201 -9.156721169901502,53.7008703313772 44.73710181585015 47.188579022933645,26.313460523630464 -121.13715577925915 -45.07156395265052
-0.9247272656671858 -11.081996060083661 -2.342436032229487,-1.0374493030470997 -10.494095245315288 4.740212293515546,-12.98617088604843 3.6985228051674963 6.596022894059172,25.378831946487505 2.9145157053874295 4.304856033800571,3.0620205461595664 -1.8626112545976656 7.898540533255503,73.01514427891573 -37.01284570837501 -43.900121448039634,29.89722607786072 85.18489053881193 27.62873935925407,3.1620203578068247 5.314597338231419 -9.336180114073539,53.62002343539939 45.2134859755417 47.496435194232674,26.237749470829836 -121.47736321490618 -45.213303625214216
-0.8927109735133806 -11.56524988415347 -2.4121622820800965,-1.0784739792824156 -10.868173070467398 4.666024594021444,-12.566620459978393 3.7798969382035343 6.707212213805932,24.65303957384855 3.0180692153322686 4.227105130028163,2.748410629388938 -1.7875438893923707 7.800556796321986,72.7911742986398 -36.32856188427421 -42.591949383217056,29.891501747798387 85.12681125721377 27.577541928561597,2.848410244597928 5.346492117971031 -9.52045621657326,53.39876321430197 46.064902521194405 48.26282049999601,26.12542204188689 -121.96440348859882 -45.399973101124154
-0.8979935049952609 -12.002614284790862 -2.4813605785501203,-1.099276790411468 -11.221151034501263 4.611023368809104,-12.180681380226087 3.879071882526628 6.784972666678567,24.02565302875513 3.08391449432586 4.124450806546826,2.5319006818645597 -1.7159388129406303 7.72345470815422,72.63066325385182 -35.39536626597402 -41.25249731428515,29.895071818726294 85.0184997104501 27.50964033843171,2.6319004895936966 5.386836836122112 -9.668255313391043,53.158735447679966 46.84423458319263 49.032996863943715,26.022578040743124 -122.40426668888473 -45.56434206606841
-0.8982060769338552 -12.228940554365996 -2.5348073874484767,-1.0908003484011832 -11.40221915220108 4.586766093632041,-12.012245336417127 3.917616807834008 6.817387365704389,23.775459600130727 3.132726654831513 4.069256895553013,2.5012721059828857 -1.6796701499991595 7.644336800535881,72.56557395356047 -34.46527525326507 -40.27282640805414,29.91895657135196 85.01062565438558 27.512521284955177,2.6012727565410114 5.4294436451463435 -9.742266403961542,53.01138523467177 47.1412390714874 49.38877101629819,25.971367999192136 -122.61995930503407 -45.645179978680765
-0.8897682899946249 -12.243422661518157 -2.5703150305172464,-1.058219453022231 -11.409691935613592 4.587574254855151,-12.049971922499479 3.887747161451094 6.815115706751102,23.876454097338367 3.1706455723940037 4.069016876801409,2.6463848927118834 -1.67879541605471 7.566931554089138,72.55855094971008 -33.59521188320963 -39.67284048724835,29.956743704309485 85.14312628674092 27.600069500152614,2.746386315217739 5.467643141247508 -9.747620456586699,52.9552031836683 46.959564204237886 49.32444992530588,25.970402505647105 -122.62138906379292 -45.64669503248085
-0.8924620707048433 -12.144238517383457 -2.593547353176833,-1.015280980946734 -11.331701897788104 4.597388065876084,-12.16493202709642 3.8242287935634325 6.802414828726734,24.11905417282013 3.195056518532037 4.092152679177414,2.8975184570983545 -1.6942089153459472 7.511004314896701,72.53048826098737 -32.72459404669492 -39.248894519004025,29.99152123507473 85.38924435059705 27.741839096971404,2.9975192676943387 5.494475878273848 -9.715011327438994,52.92064717370061 46.55214581242345 49.08279032751103,25.992067948272563 -122.53103470366707 -45.61250930980933
-0.9239982811289881 -12.026279742782847 -2.6106586722135843,-0.975117204664935 -11.25265506438176 4.6002012326326245,-12.234300993275882 3.761169916721943 6.801761399045713,24.30288631706653 3.2037841978060357 4.109226128985242,3.1851107987356917 -1.707407780012197 7.495123701188248,72.41194287124067 -31.799496529676826 -38.807961568769585,30.007566447012362 85.71845324984204 27.906664680369794,3.2851085669050715 5.503849381762331 -9.674192115239139,52.84271406364452 46.16104922708015 48.894538252178066,26.009718456483768 -122.46629525910686 -45.58468738181938
-0.9715230582536971 -11.925067318912689 -2.632691481595354,-0.9415022599674377 -11.193571813736638 4.582513837309425,-12.233899982521958 3.716804364758915 6.810494932522831,24.37747540302597 3.2018053026713535 4.1250017187191,3.452088185112933 -1.710956551735299 7.519751501619294,72.26426870559953 -30.871683917212437 -38.33193830255597,30.00619581291952 86.0637758814942 28.061971742429083,3.5520829403865255 5.500799591515239 -9.63840696470333,52.72634238562017 45.84567161405751 48.79335000853415,26.013678014094342 -122.45989848070965 -45.57847231561608
-1.0010704287444399 -11.83511287745285 -2.6740647079476605,-0.9117462947012209 -11.13168987031892 4.532557202653427,-12.20768822711175 3.698400990341773 6.808591845253942,24.39588628901741 3.199036650419044 4.167868902656506,3.65000296129258 -1.705064413875892 7.5728424928384435,72.23916565000182 -30.065924385680578 -37.9235471534453,30.00049536171284 86.33305751966361 28.174212452341575,3.74999961545207 5.498049227080805 -9.609496716335386,52.62478179896442 45.539234934102886 48.67674523511828,26.005992268936776 -122.48608674152756 -45.59058063991742
-0.9812785486739963 -11.7499529072136 -2.746591099854047,-0.8830386178685166 -11.045082318281855 4.441878679928066,-12.200586014530108 3.712040867487625 6.77688502259944,24.413960681555768 3.203875011365313 4.262852240398147,3.734744071728858 -1.690693045343137 7.642076729348898,72.47744857679278 -29.507040767157243 -37.686398684215426,30.002813624387173 86.43670759288683 28.21084267665093,3.834751669424537 5.507233228648332 -9.58846016369124,52.58899652279996 45.178417976030296 48.44765483598941,25.989506886312 -122.51757836369211 -45.616474731381935
-0.9279273964666638 -11.660643443145748 -2.8204108402052737,-0.8526898719089867 -10.938424235327151 4.353179101850307,-12.25135979415501 3.7486909779058566 6.714943675079034,24.498710307205315 3.1994902523699578 4.375196182359519,3.7271240519701836 -1.678162886971527 7.714731260251734,72.92223285074846 -29.298063869882764 -37.70047036516133,30.010352325550418 86.33291524598424 28.155265884452337,3.8271433379902335 5.520645901229583 -9.566707254163656,52.61934020548568 44.792921379964795 48.13558727949413,25.97590247164146 -122.52147545419088 -45.637813658833984
-0.8940786603238475 -11.556278874334696 -2.832707717286883,-0.8181066547806605 -10.837428659793064 4.349613597439423,-12.393909304769219 3.7873654517856172 6.637154476815571,24.725980608006537 3.149101757975314 4.422868587388063,3.6992997081112633 -1.6851956769694978 7.777764421248942,73.36028486037262 -29.524790465151707 -38.02704963613081,30.00833446663856 86.0176558065512 28.00349757085758,3.7993132950622694 5.51528617278837 -9.528064677606311,52.676141555385556 44.48601132699942 47.87015382552749,25.983846667695683 -122.46043858396985 -45.62534026234455
-0.9304188076537568 -11.426390745540015 -2.724380810705468,-0.7776581498329703 -10.766677163086745 4.5091815134922575,-12.656978711552203 3.807143060072767 6.558013502330584,25.162173570445752 3.0188804775042968 4.328788883096493,3.7203629271252368 -1.7284730708948113 7.81849492814021,73.5824675314332 -30.265855185883634 -38.72231610527919,29.982724842079435 85.49733152754632 27.756542029916577,3.820337292595927 5.469347946183764 -9.457691597102553,52.72088049653947 44.356015456545954 47.77471376457695,26.030784233576618 -122.30038298865077 -45.55179080913023
-1.0220630747960289 -11.269993180601405 -2.5255129903373033,-0.7482635348132735 -10.717785654653454 4.788906308132221,-12.972255999164235 3.7946591289502076 6.4863117332295,25.68654797102066 2.8425600355719802 4.136506335840202,3.7730861543105148 -1.800672938480941 7.831373526568898,73.54130830040889 -31.470588577536812 -39.75361024580641,29.94014348308032 84.95989096844082 27.50514988113704,3.8730154217628385 5.392187656016735 -9.37049702408706,52.75840356957704 44.36701074775346 47.798991975729386,26.106842369059304 -122.0724595686823 -45.434182226711606
-1.094817776808454 -11.094677258938747 -2.3468535145117033,-0.7636203846348248 -10.652552732010037 5.03638922273602,-13.183642217713317 3.7433838591702635 6.425679916954791,26.00909228691062 2.71498423156358 3.9986794279163957,3.7621662385804746 -1.8727618193441906 7.817301855194782,73.33555951954655 -32.971366145688606 -41.00791788183918,29.905893001490156 84.75749061078578 27.42124694335063,3.8621117769938444 5.321348124605926 -9.30829859112701,52.83278224971687 44.36164498419546 47.73566169408457,26.17743964866761 -121.8668246274459 -45.329583126152265
-1.075815988443907 -10.909828172408869 -2.297625689993478,-0.8555895100582835 -10.534166537741227 5.100996403173859,-13.1396513950212 3.6484569222967265 6.380166963559949,25.848551625504392 2.7290441703119335 4.064927397023695,3.5942674182431027 -1.9158234476208236 7.7775562031276015,73.06503854682641 -34.59823829989324 -42.370372607319155,29.904958334725166 85.23003895761525 27.67063921276871,3.694353006405787 5.294158774190762 -9.311704354764768,52.98509003042878 44.18808247385209 47.38441852823008,26.208123808135912 -121.77328860065235 -45.29469290607091
-0.9768639036552687 -10.761135680701567 -2.378698691445489,-0.996351625720499 -10.386047141351428 4.97161758118236,-12.878889269896666 3.5398099680764092 6.368589346924515,25.286829180740867 2.876069618646109 4.314468901607424,3.2929175541431484 -1.9229297331403656 7.716889700742358,72.72680388506807 -36.22742922490631 -43.751604102491456,29.938102992986092 86.27339538846331 28.19802803037304,3.393176287140401 5.317905801722844 -9.368051950376165,53.14856224372562 43.93629937823954 46.85495818327296,26.18936329965997 -121.82123515528286 -45.341907841546764
-0.8973207396890194 -10.73182890314257 -2.4789022181751306,-1.0963775093213115 -10.293895148959754 4.781411553802263,-12.636518695817381 3.483349970007845 6.425033379477356,24.78133797436961 3.042374698808269 4.55032635240688,3.0024828979016305 -1.909888623767138 7.643650574085047,72.2116601453659 -37.782907344197575 -45.08860530738326,29.98104523951411 87.32426715027911 28.719489865255294,3.1026988865837506 5.368810347990851 -9.409596757370565,53.14492826611533 43.946308222779514 46.57752019131078,26.137394895883116 -121.97756595292988 -45.437814245254465
-0.9374181199271877 -10.903519961576745 -2.4848585713866163,-1.0659858247649976 -10.343629150991624 4.667366776487749,-12.650276914906648 3.5441079825335065 6.582715784255285,24.79417386100464 3.112479220055258 4.572681499467382,2.869158673160344 -1.893388346786855 7.566041184218338,71.41049057925144 -39.189856920026635 -46.318453279797374,30.00887017935098 87.81316489509773 28.948258699064446,2.9688764808422463 5.421993404846225 -9.368272238823966,52.79697288676032 44.557539863567456 46.98335297705267,26.069514383658664 -122.20634300933062 -45.54736289621802
-1.0968368138571938 -11.251502386906447 -2.3772285219853786,-0.9010575675937034 -10.536860676045443 4.676723041005766,-12.951713500209252 3.7066130882691333 6.824881138014476,25.386052371620607 3.067766581075867 4.349626810640138,2.9201999985676284 -1.8847585522075496 7.482367375728099,70.37231299896195 -40.34212462327618 -47.342279150864535,30.01324887186929 87.64644217757524 28.84221740975869,3.019256085377365 5.463154889610844 -9.246475714412606,52.12431634643017 45.724712804878145 48.0662076550878,25.998891324814533 -122.47300542782374 -45.65068560113623
-1.2563809822697503 -11.625374173466001 -2.247850159935995,-0.6986301076947851 -10.775528925623506 4.750614458654545,-13.328611911348183 3.860220624074017 7.075694267821828,26.143155705811004 3.004137507581604 4.047767803874543,3.042244625817662 -1.8889936927760014 7.3792348009978985,69.33310036993659 -41.09650814470277 -48.018716850610616,30.005461180608663 87.29301953559067 28.648485912956012,3.141395650689059 5.490501692296247 -9.129910651735745,51.37928830657086 46.94771798924232 49.30260257144526,25.933817036800455 -122.74462037851838 -45.74586199128246
-1.2921825086772545 -11.869738131096204 -2.193429037925513,-0.5601841142438716 -10.95709574042787 4.824802129277728,-13.55788482259955 3.8908518765504696 7.256932394340358,26.630266400221075 3.0223720788707626 3.8426813238166684,3.115344143655172 -1.9105433515074557 7.243159822734869,68.53621369842563 -41.31245299975795 -48.20814666084122,29.99777231660983 87.24668815567553 28.62677832949859,3.2162603276745116 5.5030525226575975 -9.107468953023583,50.82420545665613 47.70798548216124 50.14678321189307,25.882156683558225 -122.98864501467446 -45.83198638710258
-1.1738985719610444 -11.925745339520859 -2.244436722702439,-0.5275575125112253 -11.03355715851973 4.867223603855095,-13.553204023789439 3.7723845345574594 7.3340567576851425,26.66824976585146 3.149296241931309 3.8036325981911965,3.0849902276123005 -1.9462204905975973 7.085670871543747,68.07963602667985 -41.05361219566474 -47.95012360108763,29.996176567698104 87.67636359164243 28.86155640449048,3.18842457940963 5.503646941695539 -9.198842312796188,50.574163509661595 47.81984421665416 50.377011251550535,25.845613889667586 -123.18516123225004 -45.90722523613671
-0.9977050973445755 -11.865155031251842 -2.3417450547259304,-0.5619049734930216 -11.03068175463532 4.889343954380098,-13.413245712182363 3.597681570051708 7.331623277698865,26.424393666483102 3.3116925910965724 3.8560710833698124,2.985200312035426 -1.9825074372136904 6.952132095535887,67.86468662081917 -40.65988567103146 -47.5265859210415,29.998185069194374 88.31147753781364 29.200204728834752,3.088512000392882 5.5002932651056895 -9.330110066568867,50.5451012199203 47.547960622253115 50.2098695909289,25.8175570990221 -123.33132937226688 -45.96848978201093
-0.8678557432374644 -11.768643033545091 -2.4203679160131175,-0.6188731775980503 -10.979549709733998 4.905669935605779,-13.24906797550925 3.4672064626442975 7.278375522143395,26.089593835125083 3.429915160873427 3.915711607344248,2.856172797331945 -2.0053037458248424 6.889704237993718,67.7792441569934 -40.48684133387919 -47.23367721828311,30.00072558056392 88.85231247989336 29.474533949630775,2.95325562268123 5.501245191642365 -9.421461168968555,50.638907118081136 47.18723325472738 49.89208459803665,25.790806222960008 -123.42577499063509 -46.012705708545305
-0.8344277477908245 -11.695623759498584 -2.445444841855483,-0.6672574819149644 -10.915742052492536 4.927826563640222,-13.126712841545501 3.430697585317887 7.202633061169592,25.795812526776455 3.4646867188694497 3.9266993357861573,2.7319348903852494 -2.0095405444152403 6.909238214989091,67.74233838239847 -40.6535959720661 -47.1875573982694,30.00185286004288 89.1219499688539 29.591624196534426,2.8194734733770384 5.50746579700626 -9.43835459094745,50.76266118959048 46.92851127293036 49.612190740060875,25.76076856106199 -123.48229983444492 -46.043010995608704
-0.8635248977550976 -11.67255643026547 -2.428810130119754,-0.6962336923862039 -10.881816125549678 4.962972159691819,-13.042447445135437 3.4592693957810887 7.1320582686312495,25.583665105520822 3.4393015689983115 3.8772464577710744,2.6369484481165264 -2.004147899917444 6.965304710417481,67.72128320435175 -40.91276713719797 -47.225411643666135,30.001368513962273 89.13381010683328 29.575223297164182,2.72411532190305 5.508617691164953 -9.416417828761904,50.83149017483074 46.80136727049586 49.46852503791555,25.726861864684512 -123.53822874711592 -46.07217268194566
-0.9141661262257156 -11.722478616764347 -2.386342331913741,-0.6969091040606202 -10.920322397479085 5.01769971889083,-12.986537633097772 3.5173237666336887 7.093949218813536,25.485447886680014 3.3823586372202503 3.759822377037826,2.5947336796508127 -1.9992028724820123 7.007999528173126,67.68834278954932 -40.98702573543575 -47.16169592973525,29.99923687445515 88.91825761692466 29.459274940952483,2.7038666806904152 5.4934925652124935 -9.397073581983795,50.76244342914823 46.82041366344962 49.54991445108387,25.688959302771707 -123.63225938528393 -46.113543786215885
-0.9578387034610385 -11.81566659762556 -2.336392595423673,-0.6764256372715777 -11.019234486762977 5.082319263777629,-12.949325976326007 3.5738268424244604 7.0879313563279185,25.491984039291008 3.3154547065232074 3.60884180893513,2.6181269918374284 -1.9996379302923992 7.020365813852342,67.68742355181472 -40.74112268342846 -46.92493321386411,29.996542543449205 88.5570353835627 29.292102891853517,2.770633596605371 5.459978223566036 -9.400093277073363,50.58320281164491 46.90253274105143 49.78773320518704,25.65686350971784 -123.74458403145054 -46.15868872207032
-0.9882164261786305 -11.828511653658314 -2.301711880918695,-0.6704576969564009 -11.069410357021951 5.118166415777256,-12.921291570792617 3.605866567669577 7.064388633321516,25.520298194111664 3.2477267404103 3.533358191979969,2.7009537190163884 -2.001231103028474 7.04407418348967,67.88991423005784 -40.292630254099485 -46.646620601795014,29.996363563947373 88.22331010505037 29.14761924205586,2.892228805496287 5.422148362657203 -9.406721427279445,50.51831291778857 46.79070292590919 49.833179492727076,25.658045903256635 -123.75128878184186 -46.16040061752522
-1.001255949905707 -11.628611167811519 -2.3054076239754577,-0.7174603048705218 -10.952396294051017 5.083786417779367,-12.892871847227008 3.5915374162363976 6.968916320606872,25.480019304632332 3.1870179319750176 3.649502056287368,2.8348548081952956 -1.9988056400993788 7.126626092850013,68.47946514634285 -39.78488818382234 -46.4782595715744,30.00194993960027 88.09847714245163 29.101823458319682,3.0318309217132984 5.395693631340224 -9.394378498277351,50.81144450950983 46.21193785355106 49.31082500930676,25.721629520801507 -123.51846413529664 -46.06775618828307
-0.9922949479084952 -11.214137267287079 -2.3562497075095963,-0.8321684647280345 -10.65302436609723 4.966731182873687,-12.846271433978963 3.533941780016067 6.789540550078437,25.312042761344603 3.139786428094233 3.9822887976856425,2.9782862401775887 -1.9855430616833958 7.284114585027559,69.50979857846917 -39.31780059445015 -46.435645359390556,30.011599336996 88.18734307536492 29.14942742178981,3.1394937479830403 5.388692794164342 -9.362258687840438,51.53389845625476 45.18300333551994 48.178289100806815,25.851667920062486 -123.02090474556766 -45.87122475304299
-0.9554034835922655 -10.850665272946454 -2.43364623094062,-0.9807411051819449 -10.367644942632792 4.81395520076078,-12.746835055427745 3.487395608196674 6.601181345921512,25.021294293503665 3.109653948249857 4.370139704249941,3.0217447131715587 -1.9512628010409452 7.468311613276534,70.76855798339626 -38.90232008732755 -46.256661246252435,30.013467562945984 88.13307943368264 29.118674680682037,3.1383928682434905 5.393636285909791 -9.354146482118397,52.40398041384813 44.31404683368761 47.075237291598455,26.000875029677978 -122.4560198183593 -45.646043280622784
-0.8845499776928517 -10.835814027410162 -2.5134228881468395,-1.123401339292904 -10.31801958454155 4.679648474650115,-12.558029140716831 3.512337098650744 6.489242339632111,24.62074873017843 3.0998715627772095 4.628896044679973,2.8477981187748957 -1.8854286418529176 7.6231749248784855,72.01083247855671 -38.53853180249604 -45.64607560207997,29.994508151960606 87.53566283200996 28.81795213829543,2.948732462098026 5.401115701681672 -9.41913185695263,53.09716728904344 44.28623073385294 46.723334823315376,26.115745628870634 -122.0481545346089 -45.477709075292424
-0.788690169767992 -11.271807907532503 -2.5749776245436107,-1.2237387034359863 -10.589391513733176 4.607376560484127,-12.295386475652993 3.6276452674084125 6.495474212815978,24.18184624686402 3.107158723844088 4.64918558788926,2.4487989987943055 -1.7931769201405823 7.70987546298766,72.99882057228574 -38.23326831365724 -44.56430022461232,29.952736348303148 86.29866310213392 28.202922235686202,2.580153981989804 5.404480550350439 -9.563128606501389,53.398998154510636 45.32157637327966 47.421016976438466,26.161541808688234 -121.93161104510517 -45.418438912693205
-0.7122067137833555 -11.798999283790945 -2.606152447553012,-1.253300260748597 -10.944302902822127 4.615591023608732,-12.097513918394569 3.753961840995986 6.558441124006064,23.914226976518563 3.112795492455955 4.498415883980144,2.076608046726353 -1.7166906363028869 7.730272597028261,73.51152589903842 -38.00931172875503 -43.57603497297725,29.9123149846934 85.04328149796156 27.577376250863047,2.2537100505268812 5.40359947713579 -9.689990983044424,53.355176224205415 46.5567908431739 48.46629115059817,26.147887694348707 -122.02784844578389 -45.44178129876535
-0.7045521554180805 -11.991331013505407 -2.596029435500724,-1.1848296627129982 -11.098878442152953 4.719070514516738,-12.12064651934063 3.797806510966127 6.601846103447588,24.04724280428214 3.0958524383538584 4.26952175504966,2.020328979129799 -1.703461697967077 7.6921168733644105,73.33069374375428 -37.8917337408675 -43.33275038604687,29.901161825768533 84.49385344255646 27.29513677957009,2.2207718562599847 5.399284733037266 -9.688926075851846,53.04902872936633 46.97255266958066 49.013205567588166,26.09082122009265 -122.22760361059692 -45.509927389858525
-0.7828643886412363 -11.632864593538248 -2.547433158609706,-1.022969187456971 -10.903557293474611 4.902055675891961,-12.419088363608786 3.7123230431700143 6.5796536916331725,24.639586509511638 3.0494943248410324 4.049049682580165,2.40363006859438 -1.7720782503725603 7.612328624949965,72.45084169885101 -37.895848492465554 -44.132494593820354,29.932144748136754 85.01484790477313 27.535515845188655,2.5831188182094524 5.393625424836041 -9.514066929684047,52.59236251963972 46.057896063974574 48.59350540848658,26.01010425001074 -122.43786967367801 -45.5895841586819
