time,_SHOULDER_RIGHT_PITCH,_SHOULDER_LEFT_PITCH,_NECK_UNIQUE_ROLL,_NECK_UNIQUE_YAW,_NECK_UNIQUE_PITCH,_ARML_UPPER_ROLL,_ARML_UPPER_YAW,_ARML_MIDDLE_PITCH,_ARML_MIDDLE_YAW,_ARML_EDGE_ROLL,_ARMR_UPPER_ROLL,_ARMR_UPPER_YAW,_ARMR_MIDDLE_PITCH,_ARMR_MIDDLE_YAW,_ARMR_EDGE_ROLL,_HANDL_THUMB_PITCH,_HANDL_INDEX_PITCH,_HANDL_MIDDLE_PITCH,_HANDL_RING_PITCH,_HANDL_LITTLE_PITCH,_HANDR_THUMB_PITCH,_HANDR_INDEX_PITCH,_HANDR_MIDDLE_PITCH,_HANDR_RING_PITCH,_HANDR_LITTLE_PITCH,_HEADL_OPHRYON_VERT,_HEADL_EYELIDU_VERT,_HEADL_EYELIDD_VERT,_HEADL_FACER_TENSE,_HEADL_FACEL_TENSE,_HEADC_EYEBROWR_VERT,_HEADC_EYEBROWL_VERT,_HEADC_EYER_YAW,_HEADC_EYEL_YAW,_HEADC_EYES_PITCH,_HEADR_LIPUP_REACH,_HEADR_LIPDOWN_REACH,_HEADR_MOUTHR_OPEN,_HEADR_MOUTHL_OPEN,_HEADR_CHIN_ROLL,_HIP_UNIQUE_PITCH,_HIP_UNIQUE_ROLL,_HIP_UNIQUE_YAW,_WHEEL_UNIQUE_VERT,_WHEEL_UNIQUE_STEEL,_WHEEL_UNIQUE_SPEED,_WHEEL_UNIQUE_BREAK,_ADD,_ADD,_ADD
5.7,-0.5431340467,0.367865073,0.25895167,-0.0413050618,0.0246167142,0.1294966456,-0.3991445685,-1.1545773074,-1.0453928601,0,-0.3533125268,-0.5837518748,-0.8429226478,2.3728475028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2803731946,0.0174818839,-0.2436081252,0,0,0,0,0,0,0
5.8,-0.5407965404,0.3576220482,0.2711464252,-0.0426910027,0.0098279613,0.1437834234,-0.4334027658,-1.1229885782,-1.0152016015,0,-0.3521577521,-0.5802757378,-0.8482718213,2.3687504958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2820984612,0.0282247671,-0.2490342513,0,0,0,0,0,0,0
5.9,-0.5389525482,0.3505334222,0.2821222464,-0.0443644296,-0.0059626706,0.1527216822,-0.4664192508,-1.0921873319,-0.9865672269,0,-0.3515912915,-0.5803982065,-0.8501520283,2.3688050906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2844706098,0.0360710133,-0.2539758267,0,0,0,0,0,0,0
6,-0.5378747507,0.3471174115,0.2905346893,-0.0460108809,-0.0210801893,0.1566497119,-0.4968443026,-1.0635519239,-0.9606356279,0,-0.3523412296,-0.5861224269,-0.8459405803,2.375235293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2870651343,0.0407941953,-0.2580560689,0,0,0,0,0,0,0
6.1,-0.5374470017,0.3467882793,0.295428139,-0.047369336,-0.0337345454,0.1567760884,-0.5237104837,-1.0381000758,-0.938155419,0,-0.35518057,-0.5989428982,-0.8334459308,2.3897287483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2895724851,0.0428530249,-0.2608261328,0,0,0,0,0,0,0
6.2,-0.5370873291,0.3480864002,0.2963858295,-0.048261867,-0.0422712786,0.1550308281,-0.5464565977,-1.0164491876,-0.9194839301,0,-0.3608942591,-0.6190013244,-0.811835434,2.4125419189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2918587367,0.0433310213,-0.2618095358,0,0,0,0,0,0,0
6.3,-0.5357157828,0.3490576659,0.2935974361,-0.0486058508,-0.0454196252,0.1538058548,-0.5649195748,-0.9988169087,-0.9046232249,0,-0.3702311696,-0.6444863825,-0.7823902334,2.4418217771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2939972626,0.0437675019,-0.2605543469,0,0,0,0,0,0,0
6.4,-0.5317948623,0.3475973646,0.2878353721,-0.048407739,-0.0424995791,0.155553921,-0.5793141023,-0.9850397872,-0.8932661744,0,-0.3838218234,-0.6717411167,-0.7486646227,2.4736119311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296266208,0.0459060636,-0.2566855663,0,0,0,0,0,0,0
6.5,-0.5234473007,0.3416692951,0.2803449448,-0.0477407199,-0.0335536684,0.1622685558,-0.5902267143,-0.9745803994,-0.8848213572,0,-0.4020574489,-0.6961558837,-0.7159090535,2.5026542354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2991118332,0.0514008275,-0.2499499422,0,0,0,0,0,0,0
6.6,-0.5086669528,0.329463512,0.2726664149,-0.0467114742,-0.0193790249,0.1749527659,-0.5986302931,-0.9665157641,-0.8784085318,0,-0.424943434,-0.7132725282,-0.6901786867,2.523466573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3030829911,0.0615283371,-0.2402465859,0,0,0,0,0,0,0
6.7,-0.4856042861,0.3096454088,0.2664168009,-0.0454231453,-0.0014493938,0.1932370545,-0.6059236678,-0.9595018357,-0.8728302746,0,-0.4519418926,-0.7193119783,-0.6777052528,2.5310022536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3087463059,0.076952822,-0.2276389788,0,0,0,0,0,0,0
6.8,-0.4529110927,0.2817827247,0.2630645866,-0.0439422645,0.018266957,0.2153275871,-0.6139525233,-0.9517545192,-0.8665488097,0,-0.4818375665,-0.7107485526,-0.6847675849,2.5205631948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3165944341,0.0975845294,-0.2123469351,0,0,0,0,0,0,0
6.9,-0.4100700333,0.246799577,0.263730627,-0.0422765935,0.0375713364,0.2384289471,-0.625008301,-0.9410488875,-0.8576873409,0,-0.5126628758,-0.6829880235,-0.7179967561,2.4869556997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3269607063,0.1225562256,-0.1947202894,0,0,0,0,0,0,0
7,-0.3576549847,0.2071359448,0.2690436541,-0.0403687893,0.054345193,0.2596148421,-0.6417292666,-0.9248080124,-0.8441235952,0,-0.5417590833,-0.6283125137,-0.7851559016,2.4227636637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3399524164,0.1503241023,-0.1751989698,0,0,0,0,0,0,0
7.1,-0.2974566196,0.1663728253,0.2790697495,-0.0381078028,0.0668629675,0.2768212156,-0.6668677045,-0.9003163888,-0.8237137944,0,-0.5660707008,-0.532938808,-0.8966260002,2.3152158979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3554122333,0.1788792306,-0.1542661909,0,0,0,0,0,0,0
7.2,-0.2324145761,0.1284240362,0.2933234934,-0.0353565173,0.0740607652,0.2894467865,-0.7029199322,-0.8650677666,-0.7946529811,0,-0.5827165995,-0.3732301407,-1.065838098,2.1415703379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3729131546,0.2060376437,-0.132402404,0,0,0,0,0,0,0
7.3,-0.1663651825,0.0966705886,0.3108560803,-0.0319908938,0.0757189857,0.2982252375,-0.7516218368,-0.8172568655,-0.7559569175,0,-0.5897414507,-0.1172366741,-1.2814712572,1.8695199105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3917877208,0.2297640469,-0.1100472018,0,0,0,0,0,0,0
7.4,-0.1036259138,0.0733507928,0.3304044338,-0.0279433998,0.0725281123,0.304503027,-0.8134444337,-0.7562920101,-0.7079120267,0,-0.5867362027,0.2388278477,-1.2599949574,1.4928204348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4111875879,0.2484782192,-0.0875746782,0,0,0,0,0,0,0
7.5,-0.0484968938,0.059239499,0.3505769261,-0.0232422145,0.0660229361,0.3094079739,-0.8873092663,-0.6831063293,-0.6522590839,0,-0.5749705202,0.6015312419,-0.9523537934,1.10039972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4301656672,0.2612953979,-0.0652850761,0,0,0,0,0,0,0
7.6,-0.0047866892,0.0535124184,0.3700469062,-0.0180378895,0.0583893368,0.3133901437,-0.9706714541,-0.6001010596,-0.5919431458,0,-0.5569081905,0.856858589,-0.7096272557,0.801630796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4477704026,0.2681620275,-0.0434123933,0,0,0,0,0,0,0
7.7,0.0245460069,0.0537474862,0.3877253725,-0.0126108236,0.0521666366,0.316333746,-1.0600199577,-0.5106471488,-0.5303929989,0,-0.5353319096,0.9930621887,-0.5773976516,0.6077302315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4631406702,0.2698646369,-0.0221445252,0,0,0,0,0,0,0
7.8,0.0375841445,0.0562021982,0.4028885943,-0.0073558514,0.0498846778,0.3180590631,-1.151502879,-0.4183966675,-0.4706324297,0,-0.5124883103,1.0517296566,-0.5187065848,0.4833269862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4755903028,0.2679096789,-0.001650066,0,0,0,0,0,0,0
7.9,0.0335326286,0.0564566574,0.4152444355,-0.0027440021,0.05368569,0.3187507875,-1.2412099158,-0.3267698994,-0.4146754204,0,-0.4895549043,1.0720996618,-0.4960986764,0.398180533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4846731703,0.2642927067,0.0178954662,0,0,0,0,0,0,0
8,0.0127568145,0.0502986813,0.4249311807,0.0007345473,0.0649849351,0.3188932475,-1.3245890821,-0.2388740566,-0.3635380004,0,-0.4665353018,1.0775019599,-0.4863237689,0.3353086926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4902227034,0.261192966,0.0362911925,0,0,0,0,0,0,0
8.1,-0.0231579339,0.0345733305,0.432453179,0.0026387779,0.0842203058,0.3186811908,-1.3944623922,-0.1577408968,-0.317791917,0,-0.4425704079,1.0781138425,-0.4789033869,0.2872346734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4923632185,0.2606414703,0.053305998,0,0,0,0,0,0,0
8.2,-0.0713686894,0.007809813,0.4385669563,0.0026463736,0.1107298507,0.3173338006,-1.4379326174,-0.08636211,-0.2780797576,0,-0.416575092,1.0779453271,-0.4705357786,0.2504844153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4914938516,0.2642149422,0.0686903454,0,0,0,0,0,0,0
8.3,-0.1278724598,-0.0293881167,0.4441382037,0.0006135216,0.1427790724,0.3129039952,-1.4428492984,-0.0271471994,-0.2450707414,0,-0.38802183,1.0790127143,-0.460814309,0.2225958756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4882488536,0.272803908,0.0822044998,0,0,0,0,0,0,0
8.4,-0.1878393421,-0.0742366327,0.4499933081,-0.0033852474,0.1777391549,0.3029722578,-1.4208515673,0.0187615121,-0.2190840982,0,-0.3575436287,1.0823529398,-0.4502839179,0.2015285736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4834400877,0.2864913454,0.0936593094,0,0,0,0,0,0,0
8.5,-0.2461672392,-0.1221834057,0.4567885101,-0.0090449384,0.2123959386,0.286058785,-1.3935264946,0.0517164678,-0.1998668942,0,-0.3270444435,1.0880667919,-0.4396837423,0.185708914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4779886254,0.3045605065,0.1029625953,0,0,0,0,0,0,0
8.6,-0.2981215264,-0.1680411575,0.4649156347,-0.0158496234,0.2433505589,0.2629443543,-1.3716224483,0.073203678,-0.1866798859,0,-0.2992521073,1.0954643139,-0.4296578654,0.1739692672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472852381,0.3256297045,0.1101621976,0,0,0,0,0,0,0
8.7,-0.3398922728,-0.2075632138,0.4744564835,-0.023122914,0.2674589554,0.2369229304,-1.3584029442,0.0851992627,-0.1785562292,0,-0.2769642828,1.1034300593,-0.4206474747,0.1653384614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4689559264,0.347891349,0.1154762379,0,0,0,0,0,0,0
8.8,-0.3689728463,-0.2386202236,0.4851896237,-0.0301038989,0.2822509981,0.2127408008,-1.3539850267,0.0896436802,-0.1745326755,0,-0.2623753764,1.1108203551,-0.4128701977,0.1588718402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4671272958,0.3694156565,0.1193023952,0,0,0,0,0,0,0
8.9,-0.3843468628,-0.2612032943,0.4966448698,-0.0360389238,0.2862717975,0.1949882279,-1.3570153828,0.0882638284,-0.1737255879,0,-0.2566948723,1.1167381369,-0.4063406583,0.1536178062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4680450655,0.3884690188,0.1222008434,0,0,0,0,0,0,0
9,-0.3865004577,-0.2763395134,0.5081935814,-0.0402767383,0.2792976986,0.1868874089,-1.3653150089,0.0827035205,-0.175264945,0,-0.2600445963,1.1206365699,-0.4009190402,0.1487274269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4721975907,0.4037947143,0.124849591,0,0,0,0,0,0,0
9.1,-0.3772826636,-0.2848169548,0.5191580708,-0.0423534561,0.2623961782,0.1897748076,-1.3762487306,0.0747701484,-0.178179342,0,-0.2715154044,1.122301638,-0.3963702522,0.1436062347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4798552467,0.4148099085,0.127975671,0,0,0,0,0,0,0
9.2,-0.3596441106,-0.2866590772,0.5289215783,-0.0420547099,0.2378200377,0.2029960428,-1.387105054,0.0665432428,-0.1813537801,0,-0.2893094431,1.1217857293,-0.3924347986,0.1380167339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4910559391,0.4216867426,0.1322701807,0,0,0,0,0,0,0
9.3,-0.3372743543,-0.2816699309,0.5370215431,-0.0394452483,0.2087489254,0.223996479,-1.395508507,0.0602166346,-0.1836255897,0,-0.3109826216,1.1193733427,-0.3888800999,0.1320559719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5056039918,0.4253045217,0.1382987757,0,0,0,0,0,0,0
9.4,-0.3141930877,-0.2706229691,0.5432128846,-0.0348606528,0.1789121197,0.2487522463,-1.3997183343,0.0577023998,-0.1839959355,0,-0.3337953215,1.1155646653,-0.3855486907,0.1260431284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5230826152,0.4270814751,0.1464211984,0,0,0,0,0,0,0
9.5,-0.2943085475,-0.2561650823,0.5474938812,-0.0288612209,0.1521426737,0.2727177654,-1.3986854437,0.0601590505,-0.1818775573,0,-0.3550985323,1.1110611061,-0.3823744625,0.1203533513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542880258,0.4287147454,0.1567332994,0,0,0,0,0,0,0
9.6,-0.2809894553,-0.2426255216,0.5500938891,-0.0221535957,0.1319221718,0.2919996164,-1.3920024687,0.0676670253,-0.1772585541,0,-0.3726294223,1.1066894306,-0.3793821705,0.1152931871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5642309979,0.4318728371,0.1690426644,0,0,0,0,0,0,0
9.7,-0.2767036358,-0.2347101687,0.5514284168,-0.0154905851,0.1209761686,0.3040752682,-1.380012113,0.0791889983,-0.1707136027,0,-0.3846406133,1.1032592768,-0.3766614359,0.1110503054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5862685065,0.4378930838,0.1828845846,0,0,0,0,0,0,0
9.8,-0.2827734198,-0.2358354227,0.5520319018,-0.0095630775,0.1209727957,0.3077038628,-1.3639842583,0.0928592902,-0.1632393245,0,-0.3899146695,1.1013876397,-0.3743246144,0.1077129068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608091954,0.447536319,0.1975792849,0,0,0,0,0,0,0
9.9,-0.2992942925,-0.2469058248,0.5524811985,-0.0048994666,0.1323621387,0.3024202616,-1.3460174353,0.1065112852,-0.1559664979,0,-0.3877735895,1.1013541283,-0.3724598272,0.1053173269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6288405442,0.460841799,0.2123248632,0,0,0,0,0,0,0
10,-0.3252262345,-0.2659566998,0.5533229361,-0.0017872819,0.1543739872,0.2883727041,-1.3285686319,0.1182606769,-0.1498440404,0,-0.3781752324,1.1030454484,-0.3710923051,0.1038652632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6477714106,0.4771089106,0.2263143045,0,0,0,0,0,0,0
10.1,-0.3586462261,-0.2887280444,0.5550156985,-0.0002288491,0.1851693417,0.2667876235,-1.3138904959,0.1269121777,-0.1454164851,0,-0.3618579748,1.1060122136,-0.3701565747,0.1032890134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6643337166,0.4950109246,0.2388601857,0,0,0,0,0,0,0
10.2,-0.3971168982,-0.3100482258,0.5578939461,6.18538311562679E-05,0.2221198353,0.2405679548,-1.3036086556,0.1320723267,-0.1427564865,0,-0.3403982374,1.1096098829,-0.3694917034,0.1033918531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6782304145,0.5128234773,0.2495081498,0,0,0,0,0,0,0
10.3,-0.4380825799,-0.3255604374,0.5621556194,-0.0003802371,0.2621720428,0.2142217155,-1.2984989228,0.1340083094,-0.1415419353,0,-0.3160520016,1.113167787,-0.3688577932,0.1038123079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6894586541,0.5287302947,0.258120432,0,0,0,0,0,0,0
10.4,-0.4792019204,-0.3329500996,0.5678704251,-0.0008485796,0.3022429301,0.1928467786,-1.2984181492,0.1334140757,-0.1411969893,0,-0.291358289,1.1161266976,-0.3679649278,0.1040510354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6983206424,0.5411543315,0.2649138436,0,0,0,0,0,0,0
10.5,-0.5185543735,-0.3319549525,0.5750018663,-0.0005699939,0.3395899295,0.180685088,-1.3023222015,0.1312653432,-0.1410007477,0,-0.2686326136,1.1180983492,-0.3665262805,0.1035855481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7053989935,0.549056491,0.2704423641,0,0,0,0,0,0,0
10.6,-0.5547223009,-0.3233000601,0.5834338815,0.0011770408,0.3721045958,0.1800160456,-1.3083618802,0.1288114079,-0.1401293614,0,-0.2495299239,1.1188610723,-0.3643067453,0.1020131346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7114942158,0.5521476353,0.2755221725,0,0,0,0,0,0,0
10.7,-0.5868073003,-0.3075420296,0.5929928877,0.0049472213,0.3984915973,0.190720901,-1.3140819072,0.1275913222,-0.1376837972,0,-0.2348249354,1.1183265436,-0.36117458,0.0991762022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7175266453,0.5509723676,0.2811055147,0,0,0,0,0,0,0
10.8,-0.6144177341,-0.2847867412,0.603458049,0.0110326508,0.4183129424,0.2103651358,-1.3167289656,0.1293153686,-0.1327720293,0,-0.2244319865,1.1165222826,-0.35714384,0.0952160317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7244102903,0.5468432251,0.2881180345,0,0,0,0,0,0,0
10.9,-0.6376084466,-0.2555139498,0.6145562756,0.0194002237,0.431898082,0.2346549432,-1.3136779742,0.1354670791,-0.124732462,0,-0.2176230886,1.1136168267,-0.3523987396,0.0905301998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732910993,0.5416283889,0.2972808367,0,0,0,0,0,0,0
11,-0.6567391526,-0.2218562572,0.625943038,0.0296714552,0.4401407545,0.2583934434,-1.302965819,0.1466968488,-0.1134445871,0,-0.2133449144,1.1099617158,-0.3472928204,0.0856529365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7435052387,0.5374209185,0.3089425161,0,0,0,0,0,0,0
11.1,-0.6722393341,-0.188218525,0.6371745883,0.0411482509,0.4442201523,0.2769885224,-1.2839087037,0.1622195603,-0.0996348818,0,-0.2105450829,1.1061060782,-0.3423252112,0.081123532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7562581259,0.5361388175,0.3229469461,0,0,0,0,0,0,0
11.2,-0.684329009,-0.1604818174,0.6476806819,0.0528818059,0.4452947296,0.2878993865,-1.2575703624,0.179585792,-0.0849818116,0,-0.2084655292,1.1027364729,-0.3380875129,0.0773914946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7707388835,0.5391193561,0.3385594721,0,0,0,0,0,0,0
11.3,-0.6927997924,-0.1440718382,0.6567485717,0.063775909,0.4442202049,0.2909866626,-1.2267281569,0.1951420184,-0.071874049,0,-0.2068585115,1.1005395039,-0.3351882104,0.0748017036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7859896224,0.546775491,0.3544675698,0,0,0,0,0,0,0
11.4,-0.6969559387,-0.1419948809,0.6635284743,0.0727112429,0.4413386216,0.2874221945,-1.195190742,0.2052772874,-0.0627638409,0,-0.2061145024,1.1000145485,-0.3341715441,0.0736453673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8005578194,0.5583758795,0.3688627369,0,0,0,0,0,0,0
11.5,-0.6957432262,-0.1537840466,0.667067808,0.0786744635,0.4363734999,0.2781416873,-1.1668723461,0.2080168905,-0.059296684,0,-0.2072605068,1.1013079085,-0.3354338275,0.0742234314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125958267,0.5719935265,0.3795995943,0,0,0,0,0,0,0
11.6,-0.6879906843,-0.1755679228,0.6663767008,0.0808753023,0.4284489783,0.263256622,-1.1451949345,0.2041102432,-0.061596257,0,-0.2118180256,1.1041350508,-0.3391549677,0.0768619167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820022292,0.5846437662,0.3844173088,0,0,0,0,0,0,0
11.7,-0.6726107697,-0.2010279084,0.6605213346,0.0788367052,0.4162310232,0.2428999686,-1.1331615524,0.1967162947,-0.068202586,0,-0.2215154178,1.1078173847,-0.3452600598,0.0818445329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8207318275,0.5926036377,0.3811990447,0,0,0,0,0,0,0
11.8,-0.648647949,-0.222994757,0.6487356639,0.0724468305,0.3981692921,0.2186680312,-1.1337607059,0.1895547759,-0.0769022469,0,-0.2379027222,1.1114593729,-0.3534036038,0.0892667629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8128317601,0.5918760856,0.3682385785,0,0,0,0,0,0,0
11.9,-0.6151621788,-0.2353674235,0.6305370574,0.0619669944,0.372802007,0.1942858494,-1.1501793052,0.184175206,-0.0862439336,0,-0.2618922155,1.1142038018,-0.3630020246,0.0988873658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7948794567,0.5787382705,0.3444804938,0,0,0,0,0,0,0
12,-0.5711163414,-0.2346045904,0.6058284448,0.0479956295,0.3390756727,0.1748161614,-1.1858171493,0.1772628874,-0.0971572015,0,-0.2932560137,1.1154944539,-0.3732890763,0.1100390782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766091448,0.5502974702,0.3097020433,0,0,0,0,0,0,0
12.1,-0.5154832247,-0.2199449328,0.5749693254,0.0313941249,0.2966282373,0.1648917061,-1.2443703237,0.158989177,-0.113863028,0,-0.3301114948,1.1152251332,-0.3834030189,0.1216668307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7264969115,0.5049732998,0.2646107504,0,0,0,0,0,0,0
12.2,-0.447671051,-0.1922997956,0.5388007573,0.0131852671,0.245988825,0.1670354855,-1.3288729337,0.1139109721,-0.1432941455,0,-0.3685327002,1.1137222588,-0.3924795828,0.1324857478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6770130808,0.4428323197,0.2108414629,0,0,0,0,0,0,0
12.3,-0.3681968225,-0.1527988808,0.4986149711,-0.0055617864,0.1886588019,0.1808107026,-1.4303219317,0.0262055599,-0.1926251267,0,-0.4025570702,1.1115850501,-0.399742066,0.1412187274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6194283884,0.3657197771,0.1508486774,0,0,0,0,0,0,0
12.4,-0.2793175791,-0.1021611868,0.4560678041,-0.0238448735,0.1270559434,0.2029144763,-1.4368682013,-0.1117525273,-0.265875256,0,-0.4249583253,1.1094686313,-0.4045766916,0.1468386464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5562896993,0.2771607149,0.0877029719,0,0,0,0,0,0,0
12.5,-0.1853071554,-0.0412877896,0.4130406214,-0.0408263471,0.0643233358,0.2280410873,-1.2729486061,-0.2963992268,-0.3651063693,0,-0.4290676716,1.1078951636,-0.4065908497,0.1487493813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4907015858,0.182035077,0.0248126068,0,0,0,0,0,0,0
