-7.9 0.0 -0.7,-11.0 6.8 -0.6,-21.3 3.4 -4.4,30.0 -6.2 10.9,6.0 -5.1 3.7,-16.5 26.6 -31.3,27.8 65.7 18.2,5.4 6.2 2.6,-14.2 -39.9 21.2,29.7 -80.4 -25.2
-18.87641296907025 -1.8147347666866531 3.4342178249610797,-14.656160496448258 5.1260141845151 -0.21860753679910588,-18.96135208270328 5.954288617811042 3.2696264123123817,26.76110530288428 -4.335345825329483 6.299100937302018,7.478198342720887 -6.164667512064769 4.901111632988695,-9.323920062311402 19.0502314186082 -38.20699021308757,24.78485381487736 53.02441945204723 12.501683417447722,6.615144495630432 5.0779816742335555 3.683852091598113,-11.231018839529446 -34.61813145159186 20.495190727466372,27.191604697824175 -63.06247277625681 -16.964226392626987
-19.17762708633361 -1.1366996066858852 3.1166390865287767,-14.634885346276532 6.027056471389961 -0.34606562480371456,-18.546461535364337 5.878414722724285 2.573339669134424,26.340399562536362 -4.508854098625597 6.44002758603721,7.944036936502199 -6.143229718722241 4.993666655465894,-9.521927388242284 19.679774111535494 -37.59712096087681,24.832930512678832 53.33983120081803 12.662693712805025,7.046135403100693 5.167582068093166 4.032266434407822,-10.894991009947919 -34.96937502037909 20.389961660247995,27.156455870017485 -62.7746541401521 -16.828486400248146
-18.538060235289883 -1.715451033457992 2.203945130282596,-14.947050462571559 5.621825278417994 -1.2425116564579544,-19.607687528532626 5.794679800153962 2.5821272567740357,28.177126103839758 -4.3335830016929595 7.253967208618983,7.58966456228578 -5.743864593471245 4.755716849272899,-9.446597429397894 20.176982335960357 -37.7094074442145,25.028902952637456 53.99409112851123 12.925950299405317,6.77106685444097 5.550811988192732 3.713494073793586,-11.28948158245461 -34.94462830682985 18.180870209369676,27.64781406768604 -65.33911094352027 -18.02985196603351
-17.490251978446334 -3.0531237025390627 1.3589281346415751,-15.367665338734058 4.432524741339077 -2.1046696415111663,-21.400878312466023 5.595629582472926 2.7800428455819537,31.103960450185657 -4.04179284104796 7.957186921204527,6.869071551955473 -5.281006778171369 4.202501017154216,-9.501526999386488 20.65947880347972 -38.14462337718365,25.330564432431732 54.964762350252236 13.31099923973487,6.2138119775704315 5.957383219225865 2.902385463651793,-11.654525803414195 -34.573194660402656 15.767727543772422,28.284106220130916 -68.71309115157362 -19.610445211784203
-16.629473359818327 -4.578866507176649 1.295121291761423,-15.64456530084723 3.0639217981631743 -2.0548936527897945,-23.0712369030385 5.159172182761567 2.580662153210534,33.79894601391182 -3.8859562898387776 7.697168093377627,6.2939270342525315 -5.0973508970917925 3.3563921113707558,-10.145206557797936 21.28172633537956 -38.43608443719051,25.698375438671402 56.264800966783966 13.857223502147079,5.851219288577543 6.094209445861955 1.8010183281664462,-11.140390222129186 -33.90190884920572 15.262035953893522,28.643709457899472 -70.63598344826534 -20.510054672306023
-16.43098085878487 -5.980668354605382 2.2416727929110514,-15.762821228044345 1.8199661582797528 -0.8329329683626618,-24.149492492454776 4.455527249218311 1.8101480959291136,35.56733945999007 -3.9201345299432426 6.177752156390874,6.219515927982291 -5.312780888510397 2.244668770956224,-11.573570756714254 22.25467546989904 -38.29206735640437,26.083117205481038 57.78076039035827 14.530921191220935,6.009396289361016 5.875251351631713 0.5912730738154884,-9.49443060625858 -32.98220085706236 17.40810938415971,28.542999155582756 -70.09746955737407 -20.252747889454948
-17.14100756938869 -7.440461670027186 3.503380580326551,-16.160219798130793 0.4305590372569589 0.6432899642749028,-24.902072563427243 3.6310722184098037 1.0820023372662184,36.91130636924974 -3.8197607695592657 4.16448055411899,6.702695696239391 -5.621991816759405 0.9039711403208537,-13.481519894117772 23.89707206333503 -37.75472645247958,26.417100082402133 59.15798021287482 15.158922814671966,6.7267919173498285 5.609576703498623 -0.5835123655785897,-7.603426047206263 -31.874269702309373 20.3412609102756,28.252521927071914 -68.47316115635346 -19.477570046183803
-18.978043593709312 -9.194112929543719 4.282831879621713,-17.32358504018135 -1.436691050810918 1.3259687859089546,-25.677286740305888 2.8518874670596253 1.0960111916599922,38.466126350982535 -3.219113602892334 2.5404085105782155,7.766070920482241 -5.672814036361198 -0.6273084817212107,-15.507511203484516 26.537274008782816 -36.90450090512708,26.63053855510103 60.014938934351896 15.552551546031442,8.008774434081559 5.649660804963936 -1.5843490783215937,-6.479106880961769 -30.640129975289838 21.908399459029425,28.09289365781764 -67.40222333809632 -18.94677900519688
-21.76541652263789 -11.156888538327692 4.128088995803731,-19.367379450010194 -3.664442161196197 0.6858506452143193,-26.654180095173924 2.262773245957172 2.1034575947491243,40.57178850655998 -2.035604982727878 1.81474305501429,9.294505261487215 -5.301980964836281 -2.1717520973673445,-17.270369996505924 30.004665439203816 -35.968595761586016,26.649929397000488 60.022760003783596 15.558240765913515,9.715254504827987 6.1443072959979235 -2.275168448868451,-6.500348695395667 -29.506672116689323 20.94905091545911,28.18495828959161 -67.57790180290156 -18.99064396564776
-24.4573643292387 -12.538952101488638 3.347025188152605,-21.587122598755446 -5.1462437057987405 -0.6658511534790399,-27.63953044075639 1.9617279560405532 3.369221118900817,42.918843016883876 -0.8093482959077671 1.6744786445808442,10.869925738205396 -4.761684688427818 -3.2461794257516536,-18.34574466672514 33.03122650256025 -35.49700147537456,26.393592935070274 58.96835006642015 15.099642506984514,11.38623469839582 6.794380239286434 -2.5263245333404982,-6.654175686583156 -29.063401657709292 18.485825512102583,28.210196926677575 -67.61306088864411 -18.989351940548644
-25.893884630420292 -12.458199011752662 2.3484855674775758,-23.170215768510147 -4.646132732624989 -1.9667491901110277,-28.390812204556976 2.0402826702170915 4.027960181757361,45.111642348383846 -0.16256375107965526 1.6974495588076093,12.03426639505514 -4.359090530447847 -3.327622938357203,-18.304189917402848 34.20403544153418 -36.08174420747559,25.779093216967222 56.655139249476704 14.111142158513523,12.519571882626378 7.241513090683106 -2.2094757335205375,-5.743861079675345 -29.946523422133424 15.83115998228222,27.79216599447222 -65.8460277076144 -18.197684990082102
-25.512272996162487 -10.691103864239063 1.4771080443489168,-23.670647042959146 -1.8186595598027535 -2.710998755914694,-28.76694867836227 2.4903761365907733 3.6582030260623966,46.854012437256934 -0.39555446833979324 1.5745431467568374,12.465590539722417 -4.267060997787829 -2.2723639994121307,-16.989071971182366 32.592757628514626 -37.928414460046625,24.862707186805135 53.351883005568794 12.717716302314283,12.79356992999835 7.289059365425467 -1.3841291194397352,-3.197266184434871 -32.139425385844376 13.993822145211674,26.78485069743989 -61.5958514736713 -16.30681847948065
-24.26853053072774 -8.688662109688416 0.9142756079992427,-23.574497779353244 1.417382959083576 -3.045047408348775,-28.88480971285947 3.050721030627734 2.9670730226965154,48.10270308838809 -0.9901086851379208 1.2840984748184752,12.188087336242358 -4.3169767129314724 -0.9009722137467697,-14.93741481760863 28.4940972042155 -40.260041233595324,24.05340685895917 50.51048523657962 11.528943714824813,12.34534202780286 7.1515662684798 -0.5874207411205519,-0.030346453369667375 -33.965626183666345 13.210463227246084,25.62813053321717 -56.67519129099118 -14.117512904974046
-23.356155945768958 -8.16352596835227 0.8157419225430417,-23.513636650990136 2.789356773108887 -3.2174204841819583,-28.90160439124096 3.420457173299247 2.8381705751796247,48.85407511251982 -1.3000139390123215 0.8494907511934299,11.280187517477973 -4.28681468458331 -0.18472777601571252,-12.794737724501967 22.3970661067695 -42.14602111981271,23.815232733617613 49.7675464616937 11.230046356085875,11.38384674885354 7.107885362965327 -0.43107732304192864,2.492594895541508 -33.48944327283276 13.596702561630064,24.85348861235964 -53.286611209841254 -12.60402847991145
-23.580055343029187 -10.14295500364464 1.2561211468284816,-23.91248690687858 0.9020135894173114 -3.3979922077788167,-28.909947336389678 3.3970072035981014 3.848386250588196,49.11204738421056 -0.8884551610510273 0.32453829464784006,9.872741142697173 -4.039290910957692 -0.7412482330740204,-11.053794565867786 14.998663155141726 -42.93456909538994,24.414824894254416 52.053205879683944 12.209279224963991,10.119583824931803 7.333178078692231 -1.2786651431900444,3.514770496423066 -29.660370007051114 15.110253853343837,24.818377161490393 -52.93300516977777 -12.43320527565968
-24.599112450293195 -13.632875126070484 2.0707339326329564,-24.583681732223607 -3.052330768116884 -3.524681968920895,-28.81195367413033 3.067645665972691 5.670073767089455,48.902828729026645 0.0638359812126846 -0.14715892567868155,8.251191331755845 -3.6870303577797108 -2.1451428581360648,-9.756809393955301 7.60927407490623 -42.79618059046071,25.536657710394927 56.21413414442304 13.979093784301062,8.767598114550353 7.696806893816796 -2.7618852387834556,3.381223055158327 -24.038426436569182 17.243141603944768,25.36700322021612 -55.05382693981242 -13.365251708910096
-25.861981368591604 -17.2684130112743 3.0510042454043917,-25.227625790616717 -7.406690302659633 -3.49285869816112,-28.4747927569123 2.5728183686116006 7.809656012482298,48.25671690499083 1.2628432781142116 -0.4055311375464222,6.7293401983347545 -3.388502007572164 -3.779688499280738,-8.86335978008842 1.6518060426687975 -42.052192516741066,26.758411405539412 60.714804472367504 15.891281587785107,7.54376824728784 8.01203765092443 -4.378183191041632,2.6574624283154717 -18.662515106005127 19.401962953671806,26.24942266098337 -58.71000691389851 -14.994061088815995
-26.817316198955094 -19.68469533490076 3.9883560505907436,-25.544723745649463 -10.494079017377041 -3.197891326052427,-27.765633937184976 2.0529711197034044 9.773555874565702,47.20400967012593 2.414550519988989 -0.29050856871569153,5.6209898561146 -3.302174842857836 -5.028162004586997,-8.333023295590994 -1.450833764965115 -41.02394178594704,27.657766203188213 64.01969007997405 17.29763418910423,6.663972852722864 8.092136192600561 -5.625004581184107,1.9089984724626792 -15.571538559976883 20.99331504276401,27.21569135623872 -62.962475485989515 -16.91352672453072
-26.913771042414343 -19.516848772594457 4.674213313639972,-25.235380260913377 -10.647510915435154 -2.5351487831477373,-26.55164656739774 1.6485497274366745 11.068196241138633,45.77500478245471 3.224941497172452 0.357978553053222,5.239942418776105 -3.5865178461595213 -5.273840222133775,-8.125377511786894 -0.27573817138989654 -40.03276530979466,27.812402326841642 64.59326418369935 17.549943141946507,6.344090560434042 7.750368361430608 -5.999794990430397,1.7013410441681271 -16.804399343102514 21.423795011460406,28.01586517842875 -66.87216305003892 -18.71754192520763
-25.6 -15.4 4.9,-24.0 -6.2 -1.4,-24.7 1.5 11.2,44.0 3.4 1.7,5.9 -4.4 -3.9,-8.2 6.6 -39.4,26.8 60.9 16.0,6.8 6.8 -5.0,2.6 -24.4 20.1,28.4 -69.5 -20.0
