-7.9 0.0 -0.7,-11.0 6.8 -0.6,-21.3 3.4 -4.4,30.0 -6.2 10.9,6.0 -5.1 3.7,-16.5 26.6 -31.3,27.8 65.7 18.2,5.4 6.2 2.6,-14.2 -39.9 21.2,29.7 -80.4 -25.2
-11.36821779038084 -1.5205634958896408 -0.005024734375794752,-12.153945683867358 5.9476681074359306 -1.9005071859266507,-23.280283677460073 4.9531957293948485 -2.4497188708851465,33.07530924247049 -6.087851113656607 7.456839718150636,5.760423575385551 -5.099559585058005 4.614105259423855,-16.73932635129708 27.801052979098433 -40.66003875255886,26.324615212400076 58.55407753336644 14.83437759596133,5.0467439962693135 5.987361326302798 2.906583561176054,-14.371383721229318 -36.326511246951796 20.529306190675253,28.072067090903015 -67.08780211528965 -18.77915734804095
-11.402945658935307 3.585174451292866 0.18367295096178354,-11.985455917061298 10.094738138150035 -1.8533574791122294,-19.642781056518334 5.199571249007221 -1.8848461774358332,27.000229067349235 -6.583054429563524 10.400780944657892,5.487414703170501 -5.692126561651606 7.161089462154864,-14.551516443713608 26.931921549767605 -37.985625210797004,26.68053382149399 60.19276165091122 15.579148310841433,4.395448310337377 5.30154324601656 4.876803401686364,-13.939361177805708 -37.93428672616923 22.629460579319673,28.361523024352643 -68.79488892996157 -19.583335463688137
-10.446098467290938 6.511682923295754 0.5991673921103209,-11.349501298024032 12.340286254763939 -1.3678161209488113,-17.952380659246717 5.304113364278011 -2.1234548370592927,23.956470934931406 -7.35408766773789 12.252883161682696,4.862581778685913 -6.164094389905878 8.739870642712338,-12.759983747379268 25.086568136936087 -35.834240119643745,27.195156610939282 62.66129773270144 16.712481642775092,3.543562815407843 4.716319863261494 5.839837805482962,-13.379286843953931 -38.71890841889314 24.327367865878784,28.640457239929674 -70.56958076010032 -20.42977221530685
-8.668739712571893 5.306700565086034 1.2709492307981147,-10.389880142688707 11.136592171976586 -0.3996328486936198,-19.467094392330097 5.23569490556372 -3.2173669203797095,26.00973440248104 -8.188263241490388 11.757233952530571,3.986816714565761 -6.331825402392338 8.423383472950357,-12.042161222286905 22.346482134531158 -35.34884192713328,27.682825923367314 65.05562078020995 17.8203545789488,2.7285295325528267 4.454261852150775 5.088986023459137,-12.640130509681644 -37.9190465737286 24.86432293216083,28.78351629576122 -71.61356943992692 -20.942488624682532
-7.18286808028987 1.7104527315306053 1.8600934721547455,-9.71874748444424 7.938994210235092 0.4914343439555324,-22.29535285344807 5.120999175446251 -4.145270761498838,30.33465463034399 -8.598819291577529 10.069438582566365,3.1779269492432785 -6.209614015449144 7.009696779038535,-11.837421048852972 19.57619097601146 -35.94616648779111,27.991612239809548 66.61074827217669 18.547518863531035,2.1527140402186737 4.513357606588876 3.4459935689593966,-12.146002052538416 -36.302759823336835 24.25855902861458,28.84647340223224 -72.15193573385997 -21.21985861376205
-7.235510256717439 -2.004346842571674 1.9748119790316798,-10.015333740463664 4.635913315067893 0.6589016934059491,-24.09193933205328 5.1094114578544865 -3.7317732988544012,33.401235067145485 -8.059930495860781 8.692604011243834,2.7848758731350083 -5.840424939778813 5.545628313324348,-11.406774367909863 17.752723343212057 -36.7939317979468,27.97457159475777 66.58238924866289 18.547497484517244,2.0132914103633204 4.85907268983544 1.952940380629008,-12.389138177440394 -34.85856458296692 22.640858341090798,28.911178709304583 -72.55718660288501 -21.428591964753938
-9.467574453507506 -4.181034177850287 1.4646954472607452,-11.565238753697825 2.625390113198517 -0.18724985869591299,-23.40933801343864 5.286288401720824 -1.4369549415968423,32.97101009082499 -6.403410778921425 8.551413151185152,3.0356617005297313 -5.320092403418005 4.769666749590062,-10.33836925490162 17.43821332749894 -37.29251018036574,27.56155781034009 64.63301986407802 17.664144781969625,2.4237396160848395 5.402116108457645 1.342238962442589,-13.51661995660627 -34.25668102535257 20.356354104426707,29.00007564587933 -72.92587693107733 -21.608894172650363
-12.860873084578948 -4.849225458342506 0.8400479880022707,-13.576598374663654 1.9631733193094705 -1.3613075306967806,-21.25726190246923 5.561724485782344 1.5396562370466549,30.34075286050781 -4.440020915145842 8.987259598499321,3.827171115892553 -4.889167546542313 4.576328007136711,-9.115808281752305 18.059126169388946 -37.47910624634648,26.892639199874072 61.53853821644575 16.262298962329226,3.268437022375722 5.903314664617244 1.4986656530532896,-14.730752343803822 -34.29607398206142 18.336911256096574,28.972996789355413 -72.59921268914185 -21.45469728904164
-16.11601499278364 -4.324499614119574 0.7231048158769297,-15.074977097177092 2.4773595638692196 -2.0122373540449727,-19.061945557454916 5.816106869973439 3.7037851761890477,27.40652042846087 -3.1463776736191935 9.073205826197341,5.000127231228409 -4.812690270541245 4.717029861465701,-8.374434601086513 18.849440995595728 -37.49890067868376,26.143522061095286 58.26357391913172 14.79510563088299,4.392901983223277 6.098126541619653 2.1632625446557356,-15.073794485918134 -34.62799450127783 17.61367969560575,28.66224553430442 -70.79054076559359 -20.6013211750254
-18.238958803175873 -3.0275781989132446 1.464958595431664,-15.421897710892427 3.847822967537396 -1.6264541174850724,-17.909088226127054 5.957224151320386 4.088403619010636,25.657516571638087 -3.1333536386720127 8.239063971625598,6.33893219739283 -5.220542976248195 4.957520193552583,-8.497517385803237 19.254189878090507 -37.484131680289046,25.47395579926764 55.60984568227004 13.632889885096162,5.6041368219008785 5.8461125033245835 3.050473021896279,-13.998205618647486 -34.94645100672688 18.66757339888746,28.01791402051725 -67.3086126862639 -18.962659640688894
-19.206653159908512 -1.7135286350515022 2.5544884734059923,-15.047205863726484 5.283100888942965 -0.7634350266676004,-17.80151172516924 5.979999496696747 3.4030896604576553,25.289181348817362 -3.848781583770978 7.049084064595458,7.448891619805374 -5.8128170782391395 5.109115573787609,-9.066748952834596 19.389537849439023 -37.52588131275164,24.992948066331714 53.86102743502524 12.882613652853413,6.586665695400724 5.401470461171872 3.79015852092931,-12.260851318503672 -35.081417255376884 20.229796268121607,27.364653999863478 -63.85552326345749 -17.338451320041283
-19.18861881568781 -1.2037220837017322 3.309578397856668,-14.592619450157484 5.8982588675301555 -0.19546815341173684,-18.527276360803636 5.896637084599937 2.6899283266448424,26.24036800307701 -4.5098385631404065 6.292498752450353,7.899795185987709 -6.204367674918575 4.992171394876631,-9.504852832564227 19.504751249089846 -37.70706845292479,24.799442373793415 53.19804998992153 12.599006679163168,7.000725073670338 5.09666310411567 3.9954085991260637,-10.877288059835495 -34.889834161106975 20.68455175901063,27.101399050444012 -62.50885028279728 -16.704113289154034
-18.42803710181712 -1.9876552002276004 3.2228666283386453,-14.560194896431915 5.1753440817644725 -0.46876972552068485,-19.838894652466347 5.726080633066542 2.676022250629261,28.323449481461175 -4.5504596298658795 6.500502885709007,7.471774495151046 -6.118764847086117 4.519320736769222,-9.453209205548449 19.804520022886184 -38.05173241840266,24.940190457000124 53.6593990935587 12.782061923851824,6.680288217443747 5.176128057545919 3.457258539751182,-10.566602771030928 -34.35161308269701 19.0338752914884,27.469478233253554 -64.5084687812339 -17.641449775935055
-17.44093252500992 -3.3255416812414325 2.434291814573424,-14.934674222630244 3.955725583694215 -1.292172380186139,-21.357207997668667 5.512237516456391 2.921760499583169,30.88230817264446 -4.207464389818678 7.248503928986028,6.724080129825109 -5.682265452868925 3.9449987353667035,-9.36311552280093 20.328420496723325 -38.36581912837077,25.268622600278963 54.755935474534425 13.229024030546723,6.102859820231902 5.558252862588216 2.625865205455605,-10.949741504137325 -33.90215523941013 16.568288721535616,28.12644408016852 -67.99135286348685 -19.274299548061332
-16.80648827797219 -4.1930365340240074 1.233631949062206,-15.581049713149262 3.3954329744078584 -2.180668292307691,-22.672578105245695 5.304793783008832 2.717457231749174,33.15237864350033 -3.903526954050344 7.890660362781929,6.3963158411474765 -5.114341684383547 3.6027620537664213,-9.87335169843109 21.077807922212024 -38.40478948458131,25.593418366953088 55.876383389519916 13.690204758374495,5.894911466977042 6.0859498542944 2.1039612116126727,-11.393448846642311 -34.08230022560461 15.108060694640269,28.5947145042977 -70.37620634823975 -20.3890064640838
-16.878753526114878 -3.8543264420974235 -0.08055822078831808,-16.314095183515253 4.286534458613257 -2.7314790154757898,-23.466576598938335 5.14255866912649 1.5933055240497689,34.51854108289543 -3.9603867897709946 7.952165998550106,6.978263995624498 -4.612579331690899 3.723729603395592,-11.372328948635078 21.97223233863631 -38.03144595656558,25.75779847426719 56.510880440919415 13.956680292322831,6.464027519548799 6.606843524364188 2.3139848940565795,-11.45603350424851 -35.233403310142705 15.970637329091332,28.52751740088863 -69.8036938478401 -20.11099258741434
-17.039206806838955 -2.820044203479829 -1.171808692676913,-16.731642530727527 5.848798539803603 -2.897053962148297,-23.814798543930266 5.017353988449285 0.11576646402264919,35.01127521070252 -4.263749455286523 7.697080918806191,7.880487865872841 -4.280015741651783 4.096493016838874,-13.166875022688558 22.577848309336446 -37.57230259597675,25.75420014025552 56.58766611441603 13.995627621582571,7.272207673807685 6.988914706030202 2.8995100038905273,-11.523354051485462 -36.835054892058174 18.301290119327824,28.14317492484909 -67.53332376261547 -19.03048522040756
-16.406757820783916 -1.93733072875574 -1.693413329170916,-16.3729549622199 6.877513594580821 -2.7257448504890913,-23.89921511187681 4.908316169533615 -0.8689333833225633,34.83535587044709 -4.581602666154666 7.588939929780305,8.22218956889497 -4.194162634469458 4.390173042516275,-14.271818194877026 22.365402787795876 -37.47906355090318,25.61534516682682 56.15325603786968 13.821766383642489,7.52616829845725 7.105639916605051 3.293837061546543,-12.204686057147295 -38.134191213538806 20.658859767205428,27.812570020140488 -65.66661139898963 -18.133171076379625
-14.402549989938311 -1.862155717683632 -1.395010026309185,-14.966852093202895 6.465496726595286 -2.2728731660278685,-23.86944929310779 4.79620585721152 -0.7270071762461101,34.197558944485735 -4.725991843571372 7.9607184934136175,7.3620543288955185 -4.402792767948351 4.3501333756130185,-14.003716848879753 21.099753593268577 -38.075088526275245,25.38866276739845 55.32595825613224 13.48120566042701,6.654496808938957 6.870337702611625 3.062110440253245,-13.892646338299295 -38.53187913988258 21.86517853609592,27.825771496124098 -65.83637757987972 -18.1863349826498
-11.97168400633352 -2.2865302038094346 -0.5120277433702299,-13.197948073050501 5.205811330802068 -1.6288961153836972,-23.712008229050138 4.669974392792944 0.10413667312740751,33.31473631124259 -4.731121446005747 8.487064105732584,5.866322914998831 -4.803729765582094 4.106182769776513,-13.200549622208861 20.02874521348167 -39.036583188968656,25.195737358954318 54.58606647728209 13.178324068858965,5.204528992703009 6.397219464899451 2.434280137044138,-15.887387521124927 -38.20636828801938 22.068192877758715,28.065351445847387 -67.31210419689204 -18.85599470973902
-10.538503408313005 -2.599326606490808 0.5673365684844434,-12.051428269271437 4.163307194693228 -0.8953201276919809,-23.362103591603177 4.521148867427087 0.8502281670440618,32.40690847409582 -4.7010588680141705 8.6355981378232,4.680979260920083 -5.2476423526649025 3.909027426167813,-13.178740176536024 20.86658084976456 -39.83624097536786,25.181473140157724 54.52770899188827 13.167271662323449,4.075416376819031 5.863671907985557 1.8493593199874263,-17.14551214767862 -37.58031097652857 21.83287585662189,28.285735399440327 -68.62006773915475 -19.461849683668348
-11.192789674137027 -2.316636051896492 1.5003067817418603,-12.287652684205668 4.192884577446493 -0.17057540411652045,-22.78227825780968 4.352903893076019 0.8774236840652113,31.661950370659437 -4.729034346674317 8.004721712883248,4.553245909676966 -5.603109342857367 3.9704777591612626,-14.925926337321627 24.812656630254306 -40.050385702685645,25.453802072977165 55.5937684993198 13.637218529606683,3.9744095110148554 5.423760480536311 1.6645324693969274,-16.826861867359632 -37.017153730910834 21.6624275324871,28.289318792377223 -68.57886121237013 -19.457378845509428
-13.050164819684136 -1.705492792909466 2.212311438831442,-13.340394396026106 4.910220676335955 0.4650741342567802,-22.09637523253657 4.237101468897165 0.38078944850805097,31.078147015080674 -4.844214047503079 6.96457398338911,5.057304111262733 -5.844438372488932 4.272690456674883,-17.489654296990818 30.029216031713766 -39.86695432721103,25.902556835183763 57.33489002423574 14.39399893151261,4.476238039380457 5.093874186353257 1.753937602999163,-15.290649698451178 -36.530642327572394 21.69483515627506,28.161682310682753 -67.73265606773464 -19.085790515557534
-14.505029986409099 -1.307273590610106 2.72676245701445,-14.15878367685156 5.478266575399627 0.938001264467187,-21.487165394234893 4.27069719889544 -0.1417821783307483,30.584520419712852 -5.052359569876348 6.167233624387935,5.338787228222047 -5.984563052836904 4.713922671373511,-19.208695394314336 33.568937709662706 -39.69732480449339,26.337891760697797 58.97575686013298 15.103402818178495,4.741887056271224 4.840104610085611 1.8152410812036566,-13.3342557292774 -36.006766156034594 21.934662561806206,28.091862879818052 -67.25603037711606 -18.878805327472307
-14.238331917948061 -1.6145269190082991 3.0590612087169573,-13.884320474993693 5.1602103609128935 1.1789329895858565,-21.105965282354454 4.5184815486806915 -0.25088941867090064,30.128287880565324 -5.327533009352816 6.151910069086881,4.689726661113387 -6.028688013157722 5.165557605551161,-18.68947464888716 32.961125485078746 -39.864737131073625,26.601169679062497 59.88160132253426 15.493499249399488,4.081830713577777 4.645279459111427 1.5766603209020023,-11.678871090109789 -35.33719737560997 22.328347901170655,28.239574094099638 -68.15435554810317 -19.293196397424822
-12.922020939379172 -2.7789803799794637 3.1681542352750767,-12.995150816644626 3.9177645434937123 1.1486709618212605,-20.885744216009297 4.822322927008251 0.08486959013189227,29.78333269058113 -5.424593362149697 6.673585815965211,3.419984495875 -5.9281187204855685 5.313798779595495,-16.39851270675491 29.045895349853755 -40.08000632852696,26.750610803915777 60.39394789856621 15.724920218605309,2.8456204047442926 4.608597488981138 0.9797080081486931,-10.513785690057558 -34.45425300296408 22.421313178129946,28.560479391394413 -70.25521519090725 -20.263958797618493
-12.07033934360568 -4.808177664459945 2.989104921201261,-12.534887443233742 2.00815165565929 0.8207398820190499,-20.66709995275523 4.929782801305066 0.7242927764068181,29.67712405927734 -5.005665984214183 7.155476984862606,2.270015017722057 -5.611358658053339 4.766509644530146,-13.58924170932635 24.063998897207295 -39.79486167789189,26.93617663680127 61.26734045013568 16.141293012642144,1.8223880557002827 4.878488104590374 0.05613116793441342,-9.803269186916838 -33.307444818850726 21.58933093732171,28.923919005827692 -72.88793102872924 -21.5053499483921
-12.993663650322588 -7.615712209209136 2.476562986723467,-13.400557652447187 -0.2694614477543192 0.18912625510520006,-20.31298228253732 4.630142223592047 1.515913714136702,29.910314800382974 -3.810724716125333 7.1028217876697015,1.9190441874160833 -5.031392011859268 3.2349736123475727,-11.425466084883528 20.13777773279767 -38.53304251160652,27.287992971384615 63.14685186259 17.03455385763393,1.725233943125913 5.564187861446671 -1.1271763564506558,-9.50255893874327 -31.9206009161891 19.364127605950657,29.211818341839862 -75.42416686934492 -22.74627865330566
-15.312811300797112 -10.352094591471198 1.7458369280626054,-15.275518908336043 -2.2819748518829686 -0.5854432580363151,-19.871586458107267 4.0561590031404595 2.229475469386657,30.362983999037816 -2.2182389561585016 6.700417440158586,2.533676841520993 -4.341802479115256 1.2773917378707988,-10.316030028958405 18.3816332002232 -36.41395721260728,27.77150935909863 65.77144912489466 18.26913627903978,2.63347608784885 6.4534082243355995 -2.2189106833744656,-9.499694068097808 -30.923988777733218 16.5560572002176,29.41140574676512 -77.59593906658323 -23.84175510599615
-17.823576887665272 -11.795216992047568 0.9906859820616404,-17.250485685293334 -3.233226924782443 -1.2608216779270747,-19.481564314275502 3.50831291664104 2.596247183209416,30.807503132984415 -0.918459697310938 6.464894304603089,4.030201538493632 -3.794127822261633 -0.13447944965455794,-10.30112567289695 19.417782760984217 -33.847883292444436,28.271762855475107 68.4376417367571 19.5007214121815,4.316952452371758 7.176857834264169 -2.728888632452934,-9.64990035565911 -31.244004242630226 14.599836026628003,29.56132968992381 -79.3112265007407 -24.708365641110376
-19.411998915338753 -10.895764788469561 0.38727122677399467,-18.478209483246857 -2.4509701839434106 -1.6232354798550417,-19.269927135197147 3.261599034382601 2.3972532770981605,31.02986501106654 -0.5270290634517908 6.859802581129139,6.266008589761602 -3.6114983939577847 -0.1421947420174799,-11.350184371024824 23.61390071280241 -31.27235102097113,28.669636460148627 70.44083992787974 20.38819727187905,6.5050371832725995 7.406701968461014 -2.2373538811824285,-9.819978111419395 -33.623549556047564 14.764974047093872,29.69142781864537 -80.4509861315877 -25.254274770345557
-19.893752673740817 -8.305152486277848 -0.06411743103325153,-18.752182991230075 -0.47575030647120126 -1.7395078300659983,-19.24482089924003 3.3327711540949405 1.898717988383071,30.955276196241787 -0.9153358273740609 7.811970826046637,8.543560404777205 -3.7350325508816056 0.9863032731498886,-12.770404004319678 28.900679633435608 -29.370164187798636,28.810996293947994 71.09484986376461 20.635272130044573,8.554893586553538 7.227585868325229 -1.016878083725902,-9.991166568167928 -37.006017681553026 16.67731755237667,29.742687349009024 -80.62248000030934 -25.301903199121433
-19.60694876515123 -5.630566745335338 -0.4620257930519014,-18.22598127505751 1.4703240985945099 -1.834151029069162,-19.347591911904903 3.5934571899419514 1.639537119561234,30.587178302240623 -1.5365148394768098 8.946601902700564,9.853462185616426 -3.9473641453270356 2.3500669796631257,-13.496821888586137 31.83928227359615 -28.961964875842412,28.522029766293628 69.72381581896371 19.970842251770726,9.614510708129984 6.955959392156518 0.27089409532627196,-10.20901710222032 -39.323517166829504 19.039010203533696,29.606163519867344 -79.27915965725177 -24.625485510155464
-18.89014893438083 -4.363608237033215 -0.8931757339661501,-17.08319343238981 2.2653718509227883 -2.1124938074595483,-19.538105002086798 3.9173129291003925 2.0901335102535272,29.97138498122986 -1.8847142145909945 9.892798044674901,9.308870536371604 -4.04598421015764 3.103491271841577,-12.597291962630543 29.368223231418767 -30.74356195538937,27.662778395041606 65.79637049408515 18.186124514351597,8.943497492492629 6.886871802273689 1.0125643548307397,-10.521790729786003 -38.72245684976945 20.62280854822048,29.188080654229104 -75.97403351212022 -23.044094025385192
-18.019613949592856 -4.528619014788957 -1.2940575371880287,-15.809766736033088 2.0407747008353323 -2.5364683135804773,-20.000139343285273 4.220331465516217 2.8896781798203977,29.63616984539059 -1.9849371937336526 10.363988762111578,7.487922036606563 -4.021588917527833 3.126168763413884,-10.731777938159192 22.989798441673337 -33.941757127337084,26.489381963448295 60.4594879315445 15.793556363658697,7.126088283910718 7.036620481668693 1.2059015043163548,-11.000933132633133 -35.971235107984555 21.14176918333886,28.577459369134225 -71.43734457799383 -20.904269754877006
-17.231410400468274 -5.203322668811184 -1.5042378788572088,-15.086718249209927 1.7364711281071692 -2.9109766427096613,-21.06193497648671 4.445820284599385 3.1410506506800777,30.42107099723571 -2.2046741961063914 10.128008259706057,5.913901637157111 -3.98952291655386 2.7655615645017946,-9.587411122297752 17.150678895023464 -36.83560553168674,25.51352752277025 55.94294303943971 13.770878838194168,5.6011144587687465 7.241662891187135 1.2429757150359864,-11.732847841277449 -33.529856473744125 20.91559389885287,27.981253374546007 -67.15884206367699 -18.892856088135286
-16.755183735136495 -5.505016016733625 -1.3843462612082198,-15.536419664554373 2.23574832116222 -3.0564277261749333,-23.003718188669787 4.542848004300212 2.016812277685787,33.06812283969601 -2.883295508051724 8.994328927601147,6.020523210901816 -4.055376619379883 2.3620714152568967,-10.716811195907532 16.03096943310179 -37.81159987490178,25.21104382229596 54.324626354316635 13.029363497282743,5.721121813765767 7.348847887413388 1.4971286406728643,-12.76833520538857 -33.702265787679465 20.272337835685793,27.596672146684494 -64.55174926090686 -17.661163319161027
-16.739556581698125 -5.330763465388023 -1.11450046305731,-16.90925107699269 3.433948625960668 -3.0485594757251064,-25.39538360351051 4.535232078349823 -0.20288528454775948,36.872653985534996 -3.883602694720391 7.346243235239797,7.757713966646248 -4.158056579390025 2.046779431053231,-13.536435682282637 19.364086249891297 -36.99233071361751,25.49258974250454 55.288458329241465 13.434614712357229,7.422416511196059 7.393643259427561 1.9852753868664017,-13.653109781354493 -36.19666998219738 19.515298043960364,27.45595898733402 -63.77287004156045 -17.28001300058658
-17.273257810262077 -5.1540498826631165 -1.110990658996918,-18.310998210318736 4.496104961037695 -3.1518543093622577,-27.281733867875104 4.502045858494502 -2.4191365371901603,40.06055796181382 -4.716107785509044 5.991223419544178,9.97855507232014 -4.113253166007713 1.7960325568344835,-15.883646496211954 23.59636057205634 -35.78374833511073,25.851038812358123 56.748686814325374 14.079257866102266,9.59439084524819 7.550947844149377 2.460853123006243,-13.559516175503996 -38.8024524035888 18.929469876842532,27.469410762386566 -64.05023684445001 -17.391117303513987
-18.420979638344445 -5.44110002121175 -1.762034976542634,-18.879013140640456 4.610302911180407 -3.6167063449683687,-27.75553526529937 4.520900886199917 -3.5661578247174766,40.93877075636715 -4.9128660896610645 5.697676208497313,11.552582326102979 -3.748779517645534 1.5816894453672474,-15.687717959900597 25.267456713093676 -35.55444822831276,25.796606197618836 56.68496426731561 14.083568645556687,11.142922938602515 7.984842572288705 2.68246940359852,-11.731333868634588 -39.37849101330078 18.78300172928341,27.545742542559314 -64.60828916674569 -17.63460368858488
-19.85549169561996 -6.298411278048527 -2.8738569340126747,-18.55895700180074 3.66030472139668 -4.3729224498163966,-26.953297596163466 4.621662995940406 -3.484112998865678,39.651773723111255 -4.522009649201288 6.38531833179537,12.079551929340491 -3.152397268782023 1.3607024159704633,-13.110605659809568 23.867702933556377 -36.505164285995974,25.309413798991518 54.92796213305283 13.360437932308988,11.684380937332325 8.615473250539587 2.605228557468081,-8.800938373969244 -37.76605832642389 19.059736861750594,27.615783595340005 -64.98629552247446 -17.79736023148612
-20.918058942341304 -7.528208467253282 -3.760404440937039,-17.980192850645448 2.1183053232140714 -5.07914326133924,-25.89437298799903 4.79381268767906 -2.7794545566928837,37.89832165676199 -4.028189992412042 7.256008691971207,11.776871325911596 -2.6317434653379683 1.0774153818768528,-10.202761246147787 21.383223619789902 -37.84880376277469,24.767050470245596 52.87402185460462 12.493183998967481,11.436095441933263 9.156655060222544 2.350440180076336,-6.575238347169946 -35.48321985635387 19.503041250304356,27.629068309374027 -64.98982009831786 -17.79041133146466
-20.96717316997768 -8.919348733002566 -3.7505546021857152,-17.76749266245188 0.47036916454905225 -5.396434950097372,-25.579355917032764 5.022228644527749 -2.0650448132112538,37.35465343478991 -3.9077707920992664 7.520610360284142,10.881141803877531 -2.488750976888156 0.6817384506500568,-9.000849338692982 19.818046706857025 -38.78885556835763,24.54876448010405 51.93342674376108 12.07234741243292,10.633290416026194 9.326552851997691 2.0399062536811727,-6.808929933368288 -34.049547771992835 19.862508290869528,27.540083161182523 -64.4540009424482 -17.538461004799007
-19.960990234469346 -10.178706479969868 -2.832811429116347,-17.979366539744213 -0.8985760193344012 -5.223555510310385,-25.99960293312669 5.219628253696851 -1.5695180045727466,38.147934490463044 -4.159487040079435 7.07520854278216,9.623271304810093 -2.751621025365281 0.25282211979155866,-9.953463560491034 19.860336447759163 -38.99907840754079,24.79841749449338 52.74973306537967 12.38729328070966,9.488705373080775 9.078460736162524 1.6926318767812008,-9.323288234161563 -33.87252309328182 20.186867823149537,27.397868175863913 -63.673112281080925 -17.177935384382902
-18.43760515205999 -10.933870052643115 -1.633608562235587,-18.126688909585628 -1.7014124899465588 -4.689136301621983,-26.17042978223274 5.2289412265445545 -1.1499188010016903,38.907210883710725 -4.320155810119017 6.478571392541615,8.228661696500684 -3.18382711048634 -0.00519386061629068,-11.973363365236217 20.92567645566639 -38.60803207499302,25.43222720855642 55.22499018716499 13.436117894667843,8.193334963212083 8.59306791549379 1.228206588428827,-12.069763822826646 -34.28411599113636 20.814146558712523,27.34290675292325 -63.38546203418642 -17.050018489737536
-16.95007360041465 -10.824325264651018 -0.7887729122172192,-17.71498692533967 -1.6693024597897348 -3.932211781103423,-25.105288823910122 4.899039341019256 -0.6493320316774419,38.24603721977889 -3.9244932880812495 6.301403532146941,6.9191940704870145 -3.5437809311630426 0.11040778933191711,-13.926182113376179 22.37964135729554 -37.769421826039036,26.352450777259886 59.20181713654765 15.190693386642458,6.93479558827152 8.057209209910443 0.5683851682640085,-12.986226822558091 -34.58690096289943 22.070908774539873,27.514307275489823 -64.32077824853693 -17.491906133975075
-15.808251664981848 -9.90978428932173 -0.4705721080779389,-16.723127960900786 -0.9297139637659794 -3.119566458814457,-22.874051441056157 4.322946862035576 0.054727782069539654,36.04888099653089 -2.973339452653271 6.693332465539844,5.825282934472248 -3.7499613331230734 0.6209591162893141,-15.11327743803863 23.64463457301001 -36.818502713350306,27.332328679283687 63.71522712567996 17.225738759628285,5.831629399521299 7.5701183823304685 -0.19211184948962212,-11.756510616828994 -34.48865525941187 23.637133268078944,27.909195880386335 -66.46652925647467 -18.497633443297705
-15.053116882884694 -8.714556516344928 -0.33876820438527755,-15.65329865316235 -0.04826599438618073 -2.4486649701205567,-20.7145532011694 3.863620111824576 1.0466810647674198,33.60531574223328 -1.9828751497176411 7.338447891430363,4.976218439586555 -3.897815477206054 1.3472548314635129,-15.317738495174051 24.20588875491442 -36.291249065130195,28.00246210549625 66.90735407669499 18.67688528663391,4.926010886354598 7.13417851914101 -0.7673350696608608,-9.994764600642812 -34.145143429293206 24.477941696101222,28.367724838126794 -68.98954996461332 -19.681841209822657
-14.711730480868015 -7.775077187987317 -0.032417543212530486,-15.024296848248136 0.40129926381006326 -2.112322993758758,-19.895214709379452 3.8893167870411456 2.4014416288360505,32.247321624537804 -1.486546711455636 7.900090289704861,4.397186154549757 -4.090720634991699 2.1021360590412574,-14.359470294118152 23.568472166806263 -36.71741839943998,27.995454232704876 66.92099707568009 18.67883479061677,4.257122687059932 6.746426893409347 -0.8667955404326078,-9.381207085783675 -33.73466905515845 23.55383451542935,28.723365900857956 -71.0208861753561 -20.642532507120997
-14.81108759093319 -7.1913896359267735 0.5964286853643564,-14.971497051930953 0.37808800503625545 -2.07497668420679,-20.591115737010902 4.450894796401209 3.9179361916392597,32.19704026561816 -1.6734553606035887 8.16399634224555,4.154700404758012 -4.387085111306424 2.7872172956288863,-12.493636434076935 21.844747789995655 -38.018745772525136,27.287524970689457 63.61534887149269 17.164339581059075,3.8993084253179355 6.391678262193771 -0.3961558370589764,-10.357413859413084 -33.41193937225368 21.010767110964885,28.862428332573323 -71.93615395439609 -21.087420457257288
-15.37809976987355 -6.511730151670352 1.4263924458441561,-15.145444208670257 0.5149803400362447 -2.012281798645124,-21.59483295493944 5.1978676760883555 5.046112448810674,32.27324922890226 -2.2972862385508424 8.070669774760793,4.3675347311020385 -4.7884550376833594 3.416364825027255,-10.525774497727413 19.914988121186543 -39.34813651012746,26.289389296104442 59.019940580498506 15.07526754953983,3.9713719423521616 6.039292306006249 0.49089259264476953,-11.798727126544891 -33.30182460399112 18.493674017421267,28.73803315595094 -71.42022256352175 -20.862943891153744
-16.435170701217494 -5.258765358746312 2.3177529822684124,-15.170633783289956 1.475671446343681 -1.5883287239991917,-21.629527392800536 5.758109022926761 5.2237261283645555,31.226591083598755 -3.0848049761862693 7.574586463052757,5.152596256592431 -5.291189115666595 4.009667248174483,-9.28582465086529 18.697682308285856 -39.822094418034865,25.435566471027396 55.28183280605297 13.407915844920483,4.590147749303517 5.659039700998414 1.623793249114584,-12.496113424649886 -33.52425528184263 17.715411344633626,28.310524387404353 -69.19446884689916 -19.832325851099682
-17.778428238778105 -3.4491559532786917 3.077269392304162,-14.925508733091638 3.3002547716244743 -0.8170042756262059,-20.38699397449957 5.965889637067502 4.40091803815682,28.907956922470294 -3.813693284152664 6.8334348071613595,6.364512229652864 -5.814271306830554 4.5380221565963,-9.055700725275821 18.556197445204063 -39.20643237010907,24.95607191191781 53.45747829475298 12.64059038008776,5.630162321947071 5.291172613038249 2.7840663786777466,-12.049691753181584 -34.047109062990934 18.969600961793137,27.68784181832409 -65.81795202427993 -18.25504014669283
