0 -331.27341387431306 0.0 595.7999089177658, 1 -463.10327506968497 -19.171829560258477 601.8238510826875, 2 -408.17045811022956 -39.57022135490385 290.05754998627157, 3 -414.5739932488667 197.71872502343942 -97.26402725679128, 6 -199.44455608613723 19.171659148599915 589.7760398297296, 7 -175.8053248935979 -70.75504697575202 261.5181174281645, 8 -221.19221710529172 92.73360337172306 -147.3891527647467, 12 -305.3708135300386 -79.41349041692403 818.110864248067, 13 -257.24619313556747 -259.98577281896127 981.7606711619351, 14 -249.0022088454466 -373.76772404552366 935.9038070697118, 15 -266.1512894327897 -418.61979399456266 1032.2916352009763, 17 -136.64315590520178 -192.26322298738864 953.12050014275, 18 -34.24789916694084 -34.49876336449533 792.4394604245495, 19 -62.723411250662366 -94.37301899303382 630.5235464962839, 25 -397.51697059936424 -249.070174667543 951.834300224215, 26 -569.2425939735775 -209.58260005741056 790.4014728000163, 27 -473.3925085096273 -334.96957067523164 653.1572082167334, 
0 -330.3122690039333 0.0 596.8626569724086, 1 -461.5837668380515 -17.618417364905017 602.6876198942617, 2 -411.1958666655153 -37.14803232702505 286.4879790047009, 3 -419.84170851885256 198.6887518818813 -99.48879402531395, 6 -199.04175818942372 17.618250526648204 591.0377628752757, 7 -182.86729824332224 -66.93685106692577 260.5955560467994, 8 -228.13738309778677 94.95064238848894 -147.54656955053701, 12 -306.4121588354724 -82.04048867079474 817.0487455134382, 13 -260.1465801026944 -265.25762578861173 977.3312079019513, 14 -250.03731207616426 -378.8906694190499 931.4249580513508, 15 -263.28178266125076 -424.32038498858446 1027.7064044877654, 17 -140.24289334139146 -199.13940169181382 948.8660046631885, 18 -39.74732212355548 -46.284361325912435 790.2939969948416, 19 -68.51738011493637 -107.97934099861997 637.703378111643, 25 -398.79723485976 -253.02430965599063 946.9474412886566, 26 -559.0519171750808 -215.00770715218266 782.7417715576106, 27 -473.60428937536574 -343.2097366895354 652.0357159774443, 
0 -329.4526578066707 0.0 596.5936586583938, 1 -459.5892932953146 -15.400583983667264 602.3524045343108, 2 -413.96581729874896 -32.23226553288539 281.9883557278913, 3 -425.2532677834619 200.14207680301928 -103.24564756014729, 6 -199.31695006076143 15.400429955290237 590.8349812468293, 7 -185.60597347359672 -62.72945781272493 257.9947836393537, 8 -229.56489176210033 97.70194082667861 -151.52772916895788, 12 -307.15622468385607 -81.69681662586919 816.5035683168907, 13 -262.6363155231267 -263.88058534603533 976.2398422299781, 14 -251.1757267387501 -376.10193488852497 929.5753474307752, 15 -261.86940212964606 -421.7083634362607 1026.197708302243, 17 -143.60209523144263 -200.5036530313307 947.9381329602837, 18 -39.361739381077314 -59.117460518574575 785.9762898918343, 19 -69.1404899115202 -129.4116827470178 645.7513885684904, 25 -398.9288614034272 -250.98451692644983 944.2023093332042, 26 -546.9658296670176 -222.26488963027668 769.5824786148736, 27 -454.4179662523453 -359.39956038054925 665.9361528278384, 
0 -328.6945519711938 0.0 601.8174608237473, 1 -456.8289698072205 -14.327945809099703 608.1693416105086, 2 -415.66105108212236 -26.02084789834754 283.39187729625695, 3 -428.0945516428746 201.45917579936224 -103.74885844021213, 6 -200.56105044428972 14.327787178365433 595.4656543981737, 7 -187.64597008540528 -54.54049585898855 258.4703794653675, 8 -231.03959055428533 106.81350062873395 -152.24449458255737, 12 -306.1883008127496 -82.62118195357908 821.7812753903293, 13 -261.14212102615875 -263.16190949527584 980.1763848137462, 14 -249.08470078589835 -374.0074790588286 931.0444640777723, 15 -259.2976595924809 -421.52621502405145 1027.0778257672177, 17 -143.8016822480236 -201.3847171210827 949.4691866179605, 18 -37.37171683393797 -71.8723731158069 785.5338036931964, 19 -71.14527620181315 -146.88260228287805 653.0403292170361, 25 -395.3891645456488 -250.21865436865284 950.0447555239411, 26 -540.5538092188482 -224.971402997663 777.1079705736713, 27 -433.2977230348663 -358.97613436289004 670.9075609424069, 
0 -328.0379231861714 0.0 598.9870097992914, 1 -456.2875959419548 -14.290913605203759 605.0158021506103, 2 -414.8811138228879 -27.207474096446802 281.566694073421, 3 -427.51715896656884 200.55476816617636 -104.84521731316465, 6 -199.78918059673884 14.29075518836206 592.9582882159975, 7 -189.66867080109822 -55.0765956220783 258.0341296982939, 8 -233.8518403432816 104.26849392948668 -152.38144122262224, 12 -307.7131658891004 -83.8169672235312 817.7642679604533, 13 -264.03721290528756 -266.62324061533036 974.0305779562907, 14 -249.45860515337907 -378.02927862789966 925.705762803417, 15 -256.5507036951982 -425.5143797805549 1021.9040194308093, 17 -146.2242508744598 -205.47989123412015 943.9369415506178, 18 -39.6506569899733 -82.15646381756567 782.1324543780638, 19 -79.03042361436323 -159.93347364657842 656.257248679106, 25 -398.7241765663952 -253.47208021779596 942.6432676594388, 26 -543.9128404928912 -236.50234422262497 769.9026239931383, 27 -436.5533070546942 -375.79090540659513 677.7573763529549, 
0 -327.48274314027185 0.0 602.3939865757563, 1 -454.0488915596916 -11.160249787227922 609.2427271492675, 2 -418.4404597936762 -25.269934451645938 285.0922865030484, 3 -432.26283000849855 198.2164727435072 -101.69170835791925, 6 -200.9175284725489 11.16012888860447 595.5453287387893, 7 -192.10806834210445 -56.292472597834276 260.432829337394, 8 -233.99898138008177 103.76379892922473 -152.45741039775947, 12 -306.6383797774801 -80.41674753020186 822.4086471808282, 13 -261.77931632222646 -257.3324003567596 980.9930150902321, 14 -248.71480770362047 -366.15299490662113 929.4202282925132, 15 -255.2464965207737 -415.0149284242591 1025.304694139375, 17 -145.95606361355178 -199.64747183747022 947.4448966657394, 18 -38.75281346518659 -83.49738488960443 778.7689331730473, 19 -82.80425099326976 -170.57682625288288 666.5643779913012, 25 -394.91883211378524 -241.22603929102462 953.7010608558162, 26 -548.7889205190734 -224.3943469605847 780.0048494667753, 27 -422.9873224393981 -365.96409353089007 722.7699947788624, 
0 -327.02898352216386 0.0 609.4158407190414, 1 -452.04497174965667 -10.179844432592242 616.721069286692, 2 -419.03317298978794 -18.887363063581276 287.7652950208962, 3 -433.4176628568896 201.93247677973073 -100.4362960709941, 6 -202.01392019421826 10.179730276421862 602.1106998743032, 7 -191.46651343710204 -51.044195281880235 261.8806887947675, 8 -232.781428538797 108.12091614149081 -152.4757676893338, 12 -305.336734037121 -81.80814918142578 829.0417849285087, 13 -260.02156502021535 -256.2609912939594 988.0359057093123, 14 -246.1560907366975 -363.8223170887852 935.9175889885922, 15 -253.1658504804866 -412.63273749917107 1031.7827765378584, 17 -145.33409805856184 -199.80722302302502 953.4916857785337, 18 -36.08610837153452 -91.34097385789391 783.9630681809398, 19 -83.68310845347597 -182.6419150535263 676.1366387198383, 25 -392.21278727494337 -240.4423813768085 961.5353434487159, 26 -549.4854673934948 -230.89085443071752 789.5558452602817, 27 -405.58766781758516 -368.2628787960396 736.2001884602611, 
0 -326.6766160205162 0.0 615.9993894764311, 1 -450.1050904803936 -10.262519022150702 623.5081765823718, 2 -418.6937345900581 -13.583345330076739 289.5245762775072, 3 -433.5619643414193 203.99796621262414 -99.59598850382025, 6 -203.2490837928657 10.262417345773347 608.4906933696652, 7 -191.24576354958072 -46.03268437677633 263.0876932194827, 8 -231.81335247285267 110.43737353306432 -152.43987867870982, 12 -304.69377399906836 -82.80049250897602 835.3247242277212, 13 -259.1827953942996 -255.34815686201478 994.2964905074182, 14 -243.14524600111127 -361.39760191779794 941.696522428366, 15 -250.31093272164404 -411.03975187998344 1037.6654698283041, 17 -145.959493930055 -198.85007981174377 958.8929587835651, 18 -36.159936916302115 -92.7247253993855 787.285005356166, 19 -85.84906520356395 -185.5628072367757 680.6127367016486, 25 -390.16549487666833 -240.48709051178133 967.9879205397906, 26 -548.79385174335 -234.1699343432154 793.7265878822827, 27 -387.85819908401197 -363.9888863030896 739.389396633888, 
0 -326.4256123239971 0.0 621.2516055794571, 1 -448.9360731645435 -9.631349723337076 629.010488084108, 2 -419.8134141698856 -9.358509760771142 290.9611388153513, 3 -434.95152878533963 206.07325352399067 -98.26728336677161, 6 -203.91607527431665 9.63125061272509 613.4928178954143, 7 -192.34242767373527 -43.571982496971685 264.0863514083828, 8 -231.98305041428523 111.15875577899561 -152.3531089472525, 12 -304.3492930157247 -82.3734816350621 840.6724284703838, 13 -259.25305383239925 -253.44606093108206 999.9679261869388, 14 -241.8531195891354 -358.3413388705849 947.3589245235668, 15 -248.5893843068519 -408.81263589908224 1043.454438046046, 17 -147.0381579034796 -197.44915281350978 963.8464407917057, 18 -37.434200751461844 -90.97521768607676 789.8573273749595, 19 -88.25779729832587 -184.31809783772755 684.9469304936507, 25 -389.4360631484511 -238.05559617739692 973.8237811228604, 26 -551.1825538728442 -230.26167526685043 796.7817114262587, 27 -383.4381510132834 -356.5172637618501 746.375535715318, 
0 -326.2759441212755 0.0 625.8454804623836, 1 -448.37390533376 -8.981072602032704 633.8148404479296, 2 -421.4139380794103 -5.7841816676481415 291.3649147628372, 3 -436.5799001135231 209.63753431333123 -97.24306036750914, 6 -204.17891754315644 8.98097940687739 617.8762161510037, 7 -192.6721959164012 -41.85539082520346 264.5090224609524, 8 -231.56412372087908 112.37354869708165 -152.2188240763266, 12 -303.66687959413304 -83.20634286794781 844.5693012045431, 13 -259.21758330428656 -254.15143508908653 1003.8364503385774, 14 -241.02814802779773 -358.7190977724323 952.1649338986233, 15 -247.33260083092057 -408.86868307130544 1048.5251330019337, 17 -147.2765487870572 -198.71584357424882 968.0159821402367, 18 -38.316499344592614 -92.65147830290715 793.5280677021819, 19 -90.85610125386637 -185.53519807671384 688.8858203180012, 25 -389.2235741538829 -238.0799459303597 976.8524065796514, 26 -553.6571454550815 -231.81056250090836 799.4331837727423, 27 -382.21175801535344 -356.98233873899886 752.3806351644462, 
