0 -323.5459159318423 0.0 626.4300640921767, 1 -458.547927249194 -21.775097609500687 627.4531438160784, 2 -403.16482910549837 14.01496718001738 258.0514740343196, 3 -379.1808438345589 255.3424904155748 -126.88685731577567, 6 -188.54454336319623 21.774888406681256 625.40699753578, 7 -192.64869157542768 -60.40524119164776 231.06321378998217, 8 -189.04567587043508 87.79925963114111 -171.47258284388153, 12 -298.9461524580392 -88.5069962729084 837.7972483222507, 13 -254.37686901573653 -272.3054315843746 1008.1620719185194, 14 -252.16003972004003 -386.69457242763997 966.5736780911814, 15 -270.5411613040005 -419.23080808111956 1065.9462057974415, 17 -139.77760464191078 -193.3316822285856 992.8208186099218, 18 -143.31278983694608 58.47217653409905 822.4912254509875, 19 -47.99787975065544 107.45651874550549 625.5682243196889, 25 -389.5776494326181 -271.0713990511658 968.7622566783182, 26 -470.3605953635007 -185.1437566563202 768.1861744753028, 27 -484.3387119929863 -283.70720079013955 551.158626788538, 
0 -324.64726650783524 0.0 632.7588945796726, 1 -458.6615595298098 -23.990883724043005 633.1983999830093, 2 -409.0060848457693 12.401981200690308 262.0313748973514, 3 -393.77169320837316 256.8135592356042 -120.3208378874599, 6 -190.6336329923626 23.990670361374704 632.319400502333, 7 -193.8084252829511 -55.33880344824492 236.34488970168854, 8 -199.81211222462468 92.4815484419631 -166.8906346651869, 12 -298.03578703280084 -95.38382186557823 841.0516523893646, 13 -251.48970629225016 -283.6009061406881 1009.0435362917273, 14 -248.9067492383527 -397.354376700732 968.0225708832876, 15 -267.83500458356957 -429.6292726590825 1067.5999938461532, 17 -138.78251705083562 -201.58779714607425 995.7382378950343, 18 -145.90491230302396 54.23659037929336 830.5154761574396, 19 -49.93687784750705 114.95737820477703 630.1323701257737, 25 -386.3501259770172 -285.5031953828393 969.7267032433978, 26 -467.5394562871177 -209.96718319515912 771.5027669961155, 27 -480.7033024750716 -312.9806845933485 553.6617339321331, 
0 -325.6181011610483 0.0 632.2505884881289, 1 -458.7281604693522 -26.545889836460713 631.3270348840197, 2 -411.25256253491534 8.34544308863213 259.93542698146786, 3 -405.2278452147385 256.14172579150585 -120.8394360583303, 6 -192.5086565984392 26.54563148273074 633.1741399952233, 7 -196.55499499748868 -51.91333699275464 235.89579877133514, 8 -212.80992985169763 94.73051095997099 -166.7052544631258, 12 -299.3962260727494 -102.75643515276488 838.1553786719297, 13 -253.9796507619833 -298.67704470925406 999.6646321420214, 14 -248.90122338761614 -412.9341736795178 958.5316227982084, 15 -266.94068661385774 -447.35236410120706 1057.8433407157506, 17 -142.31165555706207 -213.75783690084518 991.3749371848637, 18 -149.40088016504473 49.96334669180155 831.4427223186339, 19 -54.531558215850396 125.15297729588673 626.4410877165824, 25 -387.99655604483024 -301.4935626874528 956.6914915831885, 26 -467.400449122081 -227.56332802273505 755.3519368352173, 27 -482.244579838144 -327.8837105929603 528.6304205966393, 
0 -326.4608761331065 0.0 627.7615312915048, 1 -459.77982508411196 -27.9621362430019 625.7478688952424, 2 -412.08502635917216 -1.0953877504041145 255.27428370071374, 3 -413.38449828420244 252.4255262403881 -121.30581955425362, 6 -193.1425431206548 27.96184163507058 629.7751783187639, 7 -197.79403316967532 -52.10060270217414 233.23062926676602, 8 -222.6252445445582 96.58772915803941 -166.48883405120557, 12 -300.7941019247978 -110.71859875088154 829.4342647306279, 13 -255.38103300335288 -314.8515955457969 985.3814979469388, 14 -247.49609240956 -430.7788360684759 946.5118137481935, 15 -263.5436036512691 -465.8599592339457 1046.4420537736428, 17 -143.47904030982764 -227.43162856187232 978.9745734700633, 18 -149.46919387950967 43.75255481918745 823.795719836093, 19 -57.367249981711154 124.19046632976045 617.0956456518649, 25 -390.03345539258794 -317.375680567284 940.8020962279398, 26 -468.7439073737297 -244.5730251461937 737.8403933152625, 27 -485.0443738453346 -350.96036770957596 512.9094708843172, 
0 -327.1780474178168 0.0 621.8472341880486, 1 -460.5304034006482 -28.813712805742746 619.2669728734043, 2 -412.25158613172505 -12.16774871454659 250.3774370350593, 3 -419.22367066354934 247.9878841074813 -121.40371835292825, 6 -193.82630756430913 28.813393843266343 624.4274770501333, 7 -198.3654737972774 -54.93215032294498 229.5296193745338, 8 -230.32379040635794 97.21668138726561 -166.24100117849508, 12 -301.7741867167519 -119.20190642627696 818.1132172066843, 13 -255.68239090271652 -330.19867344921965 970.0000136467615, 14 -245.1865384330713 -447.27484461222775 934.6545995317497, 15 -258.8998112047866 -481.58192566992113 1035.9221149741838, 17 -143.77429547137274 -240.27996840748787 963.7467648830943, 18 -148.7751639947321 38.19618165100539 813.8987473315151, 19 -56.96914275682673 121.97549827780898 606.5843867978385, 25 -391.0182653335763 -332.6985861637654 925.2836592818962, 26 -469.7601445100075 -264.21037564722815 723.5101464595436, 27 -487.99692077687473 -378.19668803516663 501.86360917545284, 
0 -327.77207026494926 0.0 618.4313405055882, 1 -460.8140747901261 -29.576384436713813 615.2687298856454, 2 -414.0043135805585 -17.40689305216263 246.46879832159385, 3 -426.4067115458692 247.52264719425975 -121.001160005918, 6 -194.73068009684218 29.576067547812766 621.5939275020504, 7 -199.16696121588927 -54.765872501412304 226.8179252964968, 8 -237.19134080053408 100.03242307894857 -165.96138340139464, 12 -302.5854768983742 -124.64910638247133 810.7318730077254, 13 -256.4425349263722 -339.17353314972036 960.4298968565615, 14 -243.52364755248107 -456.19329929298374 928.6806072355421, 15 -255.96726073712657 -489.0259147921586 1030.742157052807, 17 -145.06702659755987 -247.4496854452642 954.7296141545221, 18 -148.17733847956717 34.27065819088139 809.3593642632404, 19 -57.50374825535073 121.84922382481281 600.1996991482912, 25 -391.61964504916347 -342.2493437657221 914.9987019107914, 26 -470.9238777799801 -277.8326948068475 714.1794550519654, 27 -488.93592605932065 -393.6106667554702 489.31482919151244, 
0 -328.245397195943 0.0 616.9875133921549, 1 -460.9491076769874 -30.430060095686688 613.0399121888289, 2 -415.949412730964 -20.344385309464386 243.9510427687174, 3 -433.92958281207746 247.76721050421992 -120.000063811622, 6 -195.54227274201298 30.42973827608045 620.9350853654765, 7 -199.12979543454483 -54.918393018385004 225.57813626763567, 8 -242.6638903605757 100.91917794952727 -165.64960756980258, 12 -303.28236665220055 -128.58753979983805 806.3293913591228, 13 -258.0581051686755 -345.6724172985653 953.9482716726559, 14 -242.6577132266181 -462.28321402635163 925.5474845104607, 15 -254.15693495140215 -493.95356023314446 1028.0488201849241, 17 -147.321268482135 -252.44080182343797 950.1745478521718, 18 -147.5697342500733 31.94550149208783 808.1340782688445, 19 -57.55027369157813 123.1121538426718 596.9337584931752, 25 -392.4673162444939 -349.0614843123474 905.8840208370555, 26 -471.97280270156506 -286.04126190987233 701.4218517447445, 27 -487.7895226422542 -400.8265543416556 475.0323732078307, 
0 -328.6004800501549 0.0 615.7884098529921, 1 -461.2700707456323 -31.525805605318784 610.8908506781781, 2 -417.7030406981115 -24.3860632134284 241.75029969799715, 3 -441.4633930960788 245.58372967713868 -119.41428523739313, 6 -195.9314883860197 31.525460180435047 620.6859312918409, 7 -197.69086536962007 -56.12427515240951 225.2088130080408, 8 -246.34788973602517 100.64882811302303 -165.30530035699184, 12 -303.6566667408082 -132.24788476864833 802.8054351030169, 13 -259.84260715024607 -352.4920490861208 947.003607105926, 14 -242.52889574805295 -468.6600104031469 920.73935038179, 15 -253.9000152919022 -499.8709348719832 1023.2317992995418, 17 -149.33835759130045 -257.8810910649474 946.2302928297715, 18 -146.0149166383177 29.214082356131 807.0068348489906, 19 -55.894209097652606 123.93084034708036 593.605083622122, 25 -393.60603171869 -355.662220099986 895.2280040650999, 26 -473.4344235590297 -291.40028968555805 684.2911635820267, 27 -485.28663254394917 -404.7393660843792 459.2730681517101, 
0 -328.8397706669415 0.0 616.6129575603252, 1 -460.6052728393251 -31.81786504402228 611.2663902571908, 2 -419.27994519971656 -22.77370574374015 240.91342135185027, 3 -447.166831377943 246.54296263783493 -119.14049423701232, 6 -197.074875562194 31.817522251349235 621.9594806805969, 7 -199.80252421728284 -50.742583975955355 224.75645417192527, 8 -251.9560191143459 106.04638481936442 -164.92808843623544, 12 -303.5433509999081 -135.0053399235998 801.6362614633806, 13 -260.32089333744966 -356.55563164554934 944.3348194026751, 14 -242.64619991889128 -471.858654364524 919.7910846047116, 15 -253.85416150889705 -502.34802006559573 1022.3246042647088, 17 -150.70070962067257 -261.5993375407887 944.9524994166779, 18 -146.20033774664972 26.495324254218488 809.5190608831101, 19 -56.89303252760351 128.04377763491365 594.4502908524987, 25 -393.05453961680877 -359.92052323684544 891.2487619422102, 26 -472.399161649211 -298.4248314420465 683.7157291640237, 27 -483.2259723868911 -409.15765442455995 450.22901133139266, 
0 -328.96571512234607 0.0 615.5532307642984, 1 -461.15395945803334 -32.49904336695641 609.7044499039906, 2 -420.64816086439345 -27.343767345055895 238.99781216887573, 3 -453.0722331383783 243.9000144313921 -118.76552329476442, 6 -196.77808026835308 32.498688001691235 621.4019647085869, 7 -200.0264270105942 -52.065089660170514 224.07174283821695, 8 -255.97048151223103 106.12686389192707 -164.51759660092512, 12 -303.6347494677274 -136.9835660128423 799.3810082180919, 13 -261.41760026523644 -360.96788770963434 939.4413685360428, 14 -242.93611112334804 -476.53445614753866 916.2144527006947, 15 -254.07921103008292 -506.80859920803437 1018.8287382461735, 17 -151.2642889161009 -265.25476135768474 942.0220145080598, 18 -144.80242235957812 25.05394390610182 807.4147009607655, 19 -55.53823948435331 128.15427134836025 591.2138551775877, 25 -394.39397036927585 -363.7912170216256 883.9583583536009, 26 -474.0814429889578 -300.86156260832564 671.4881211667689, 27 -482.6110190674333 -412.11348320913663 441.7394507418895, 
