-17.3 9.2 -6.7,-9.4 11.9 -5.3,-10.2 7.1 -2.0,16.1 -6.2 14.3,16.1 -2.0 10.2,-1.9 45.3 -41.2,29.8 98.1 34.1,14.1 9.4 11.1,-2.3 -36.3 36.3,28.6 -109.4 -39.6
-17.59693703673325 -0.5875941679006803 -5.308397351333961,-10.320466977039171 2.3582319088741834 0.30458325494756827,-11.606632050735909 3.247699391987843 -2.8534785296101175,23.434570761368242 -2.074964237854763 10.44988813232755,19.03778258638828 -2.1982505136659425 4.452397578866845,0.7343706136741699 40.615774724131334 -40.40849353129135,26.23608621237861 121.35035479652682 45.11140260600633,18.442149073883996 8.689765695569932 2.490728440937601,3.030511893645484 -41.718926200232026 38.11814631743441,26.80400587897376 -119.00258811005992 -44.04613017757918
-17.89675143185733 -0.7607021953057471 -4.878608533081197,-10.80399355350833 2.44121377495132 0.28645073695959244,-12.088273021993995 3.5106884025999996 -1.6942184835598033,25.03888236109016 -1.4118759152112632 8.854338137955311,18.964911957928972 -2.3010136079567003 4.488998065207035,0.053653331900039174 43.888139749565724 -42.70466702806948,26.301719729138263 121.09607694957607 44.9983470988211,18.36899253916274 8.595094236895882 2.5736321658479993,2.8838034085051616 -41.63541786854986 37.80547567584059,26.906866879987685 -118.46939930345306 -43.785043609506694
-17.492010946516267 -2.1807861735527005 -4.7975323352894685,-10.369558136005717 0.7848831869870755 -0.04342896464782528,-11.283222676751073 3.4960802959477246 -0.17741084338885846,24.37642936710971 0.20260527992975733 9.431800104386346,18.128211003239592 -2.2111597959313345 4.149247648710436,-0.4074169596764226 45.20299064941491 -42.899547826206785,26.26268418846768 121.31923348318321 45.099710525343966,17.640514960772062 8.573095064744717 1.7796999769196855,2.614387620494884 -40.02370488999283 38.30230700214952,26.96377585882246 -118.29541480301539 -43.69828624168469
-16.827569398337705 -4.117724975016185 -5.010063443645726,-9.458501471392672 -1.682090013147024 -0.41933973739351016,-9.99987451678858 3.2589104192087484 1.2107491862134185,22.843199287088115 2.143785064467425 11.266622975278441,17.04814675156301 -2.0060158856589223 3.581916211140394,-0.6877713494711628 45.19828106881807 -41.68806998140124,26.121030211876352 121.96928887420944 45.38987610537043,16.718555608592627 8.615358285335688 0.5531191938622525,2.290948869634695 -37.82852686074026 39.217723792712796,26.93748070044608 -118.54349796081137 -43.80821763260258
-16.500744833300146 -5.625528288977428 -5.411806088135034,-8.687025484858319 -3.7375197652515477 -0.49536115747003506,-9.297972734049136 2.88962426567504 1.9044647140204092,22.314394155013485 3.625807757986218 13.033568023177402,16.394048404233313 -1.795435453349896 2.985998203410758,-0.9057840250162226 45.00183364258892 -40.166102728031404,25.893217966841082 122.92743918312792 45.81200469315028,16.1964838206283 8.702642107378718 -0.520820967625704,1.9933487362896478 -36.27840535170591 40.01453520097814,26.794606339609537 -119.22288256533683 -44.110098905042925
-16.901428687137635 -6.053551429255093 -5.875024651331918,-8.500836831996844 -4.497925427010611 -0.05203949020262326,-9.87925469624847 2.4752327250550654 1.5695274197339242,23.9944497680807 4.0946220657269965 13.713260278987997,16.59835577058094 -1.6723370900749859 2.5134332159189445,-1.149697686547288 45.33717117618318 -39.21872488384594,25.612905015606422 124.0258631843266 46.28977525868807,16.454776037882873 8.80641555359551 -1.0250921925888723,1.814169542368705 -36.22398150526962 40.29140929675117,26.53170920122558 -120.26307723523205 -44.56713409974492
-17.651191862653924 -5.845127514038249 -6.185531329276931,-8.714117523406811 -4.3344114205220405 0.6616388414884611,-11.119379146674653 2.0900247105829375 0.729546859106436,26.603243785465448 3.8547939596024094 13.419262372843294,17.216056226541813 -1.6669111921358484 2.141866829888031,-1.396146208652123 45.43026579923037 -38.95023499423206,25.377449096095237 124.91517670169564 46.67470471106422,17.085340716339402 8.863739947905021 -1.1659145756084643,1.893111994981079 -37.11620482399232 40.150243677121324,26.256213734542808 -121.298283806081 -45.02378591403612
-18.193751756850293 -5.696827443715163 -6.109126065571246,-8.994862051197895 -3.9084978765233984 1.2882512598281726,-12.087039542363812 1.8053442081873963 0.10670324955654192,28.28551971818855 3.409645118908989 12.527393265720093,17.59902141084912 -1.7948276154162048 1.808598443869382,-1.5959278672728665 44.16043140902464 -39.28419387501076,25.298953484165494 125.2039667366666 46.80160563483413,17.497545855636965 8.803711800588705 -1.2937799180221639,2.380783928712651 -38.08201932767791 39.80942525817279,26.101208504194474 -121.8943454735476 -45.297030386610906
-18.13371739319375 -6.148554983531488 -5.504041083548708,-9.093844667786147 -3.7620769038772743 1.5492941003405405,-12.10262704201917 1.6756938343656704 0.23699597234240571,27.721407814042767 3.161729797386723 11.38018257467506,17.267613604158093 -2.052509123943206 1.462068982310137,-1.7097499573705277 40.79416889688619 -40.109025737258335,25.44941069433743 124.64502686609028 46.56649761104277,17.252920334782875 8.58700130717174 -1.6704087928013265,3.344969848737461 -38.42263049789362 39.44088958565533,26.157690200312167 -121.75498445116293 -45.26099902852548
-17.77074363994578 -7.063417699398355 -4.627812618593627,-9.119445112572313 -3.9202520044089315 1.507190469999144,-11.573857518071822 1.682822115789708 0.8521301182343,25.903889119372273 3.078290716645364 10.176351188642188,16.47006839617793 -2.3532317604810205 1.0988503473138629,-1.7411263676757565 36.27061257370982 -41.161365965842485,25.727536243367293 123.61411771139859 46.129812170050954,16.570322374704595 8.31067580960364 -2.1740333666609866,4.495660556328938 -38.19204685243053 39.01590401241637,26.334820180048013 -121.17955518365578 -45.03673286654502
-17.592129710886546 -8.121805742505572 -3.8457786296245846,-9.276587328568553 -4.268607163835027 1.3164048589144692,-11.201996305627587 1.788835862442811 1.4666721865364563,24.450354390509208 3.009047778533824 9.075795370999408,15.651128285796322 -2.5878241102480044 0.7285085562200544,-1.7051276566438665 31.980464378136528 -42.13687090063078,25.985265354189885 122.65518483352878 45.72336520851457,15.846072064605739 8.108626340620786 -2.5793538860192706,5.446251835464959 -37.64751419780626 38.45156068544376,26.4926689782657 -120.6282173648331 -44.8119320907468
-17.95775425019818 -8.992155016857152 -3.4557222866770467,-9.71539480402052 -4.658851985286815 1.1213121748491484,-11.50580036103314 1.9491770059464506 1.6608780931698421,24.573825446585673 2.8140912428620424 8.233850197430895,15.192966220803632 -2.6750861262157257 0.37917088502896545,-1.624470921011668 29.161686015106493 -42.76903995381072,26.107049550239722 122.18969121801346 45.526207779076636,15.421508868127068 8.080579534087287 -2.6935791018575275,5.872135933978608 -37.07794533438614 37.70727649410036,26.52127758057844 -120.46594412164889 -44.73617349620004
-18.584995340417652 -9.28263957523474 -3.41479044459558,-10.30966608111449 -4.77190411587394 1.015405923742059,-12.08375148401846 2.0856830734290788 1.346243019224814,25.44834750796908 2.4058105184819363 7.782855175081246,15.162248636862504 -2.6748580295476168 0.17255400648488078,-1.5604280692151005 28.282049874295506 -42.98218982251439,26.1412992064272 122.02149940030743 45.45133201956282,15.360732461982835 8.153993840483144 -2.4878417790694813,5.761314093278299 -36.93190980258979 36.955884332506166,26.46180920700509 -120.57774188517368 -44.76680111391569
-18.989182224542425 -8.582482767751618 -3.5730091612979717,-10.846303070313732 -4.234971807606834 1.07617880342958,-12.244930128149194 2.109623926655798 0.5384278277111597,25.606763467399684 1.7130416650402072 7.847918334244552,15.526423807896824 -2.6913333450735513 0.25980589679572336,-1.5863954426128197 29.567124888036993 -42.76064401676821,26.187985268424097 121.76025347982582 45.328061821890444,15.640658198753394 8.202154082092282 -1.9848242978501103,5.20009452623995 -37.7081848173174 36.43733058646423,26.402950883632627 -120.6976806986988 -44.80070703257484
-18.796787665371287 -6.652050686825493 -3.79253039224865,-11.16057944952029 -2.7957698328741154 1.3376015265912211,-11.476475139207007 1.9691186583871605 -0.6902676575905006,23.95207488297702 0.7111833809069743 8.476739372823616,16.219451281370795 -2.8042290015563514 0.7448834774834175,-1.7499073956786177 32.98763718549117 -42.14499498704736,26.326897505693193 121.1010634275051 45.02402669160341,16.20716710632611 8.127860970524289 -1.2242382723470235,4.304824674309564 -39.720695169585134 36.31955246694176,26.418539894801054 -120.60451251389608 -44.75231813836204
-18.29020423396873 -4.261089183107176 -4.007250889353747,-11.373235399383535 -0.9128331270552931 1.5770020715664625,-10.316273287131148 1.8296327537838786 -1.933731394219795,21.57172748651858 -0.34979116857052606 9.260506766412801,16.977999577519114 -2.9488122105324024 1.4533642806103646,-1.945947394028948 37.01186209002122 -41.507560203018194,26.518693314548003 120.24350453973301 44.63294909644405,16.82329847129489 8.008106029805013 -0.3461167195786361,3.36880105687981 -42.19306379250606 36.345658249834386,26.494732743030205 -120.3408321507876 -44.63960542910998
-17.991452083002287 -2.5481014268716886 -4.177277974542257,-11.709300751238796 0.695619012958655 1.4779489708129625,-9.686081718646804 1.9360349874403415 -2.663899519289867,20.351211325470942 -1.1195983613969294 9.623631468723627,17.466660765871353 -3.0075782806834725 2.1091253269513164,-2.0137673944774805 39.55918366033619 -41.34184643691779,26.680507389123154 119.57144873638275 44.33115018324069,17.185293895948167 7.983518019169211 0.47285686444512326,2.7499651073723728 -43.95059297978851 36.103553198377796,26.585653457607883 -120.04562430460477 -44.51836773579622
-18.32818093773435 -2.455341348809254 -4.285192634826398,-12.344922446627784 1.4130083877222286 0.7905201616993681,-10.322271624541585 2.475373099525836 -2.4668613117710567,21.78408028867133 -1.311179761311325 9.127167498815432,17.40625584322212 -2.880254750032749 2.4733195006749726,-1.840370206601941 38.96833330580215 -42.02266714834331,26.746712825487972 119.38259634349829 44.25484498202417,17.041853715932522 8.172820129535912 1.0752249208534133,2.7230342237691634 -44.04086989011158 35.27862533360291,26.658352146919814 -119.80095875487291 -44.41852017775617
-19.07230540816907 -3.5627443724328054 -4.468883705973969,-13.116786205678046 1.329028630699748 -0.2738318907806625,-11.67394317594132 3.2336129102130386 -1.7201860879518571,24.642525450682406 -1.076183139710607 8.279795178135165,16.907591374652423 -2.5863998258423377 2.566183918014281,-1.6438870688629992 36.48661542738636 -43.10193386976886,26.77146160857634 119.37623501327344 44.26176683117538,16.505510438172248 8.54244230947527 1.4369974228615752,2.9859404606711473 -43.054335893650695 34.23268046709396,26.769688011733443 -119.29392246449245 -44.190409355734154
-19.71833205454557 -4.8739185118470765 -4.931942845569023,-13.717969036382993 0.8321609302880839 -1.3084707137291596,-12.645617895102728 3.8270429559158563 -1.1362779601707802,26.547468214145145 -0.7518504670124116 7.991087137134471,16.24645690909977 -2.196265953767399 2.517561006660128,-1.7825327527527768 34.59180316629024 -43.78343034023603,26.85957805608233 118.99849454659157 44.091837682772535,15.842715386393314 8.994387011805966 1.590647642540579,2.9926074407420766 -42.234135209527 33.613682244196774,27.014513894744244 -118.04450533186159 -43.60841559784015
-19.82574040626021 -5.490453729620387 -5.827940822584094,-13.886088564807418 0.3004237273926963 -1.9564396588510773,-12.305110142665013 3.928036374469299 -1.3231118479823445,25.482401190487227 -0.6369886463597971 9.020792228162057,15.679134327330704 -1.781717541602443 2.4532781596243103,-2.536023101035446 35.397442260385375 -43.396934217288084,27.098551851116085 117.78776510457956 43.52832411320053,15.298323704195413 9.432976018332837 1.5794776698294177,2.288263720048075 -42.64757201185823 33.963081462303364,27.461681435930466 -115.71019584135118 -42.51206997521207
-19.49274203827541 -5.330982110063825 -6.900009880453296,-13.726717720549415 0.017664309480880075 -2.272214813370259,-11.069743662273304 3.671962285812922 -2.026015305331997,22.425542716815105 -0.7110877141765201 10.893346077635796,15.29777037296767 -1.426304078599653 2.4631724977579186,-3.5388840331612754 38.00651468443057 -42.311377674328675,27.432821542252608 116.04331713043018 42.71192727267123,14.93632149451983 9.78335377095036 1.5335803324647967,1.170948085402973 -43.90681180640466 34.94408526853861,27.96658138190971 -113.07631115219891 -41.27520720549642
-19.080614938889973 -4.713102797793433 -7.690862421806575,-13.525104436328315 0.2217455682918406 -2.5111775846096522,-10.015816535693016 3.420273803596728 -2.569079484297984,19.81745546646752 -0.7977131734619861 12.529972711016898,15.114363518917994 -1.2192809564054081 2.619506854489874,-4.110590970946601 40.051924258746745 -41.40311889299619,27.73697286497449 114.43596393067439 41.95788597276826,14.73237531406748 9.980832553898733 1.625428948245545,0.3063015276395183 -44.913466283644404 35.791048639430436,28.280370116287216 -111.47889460894582 -40.53256600319017
-18.923800233491832 -3.9498826194981396 -7.797774019927058,-13.53480726342159 1.0933168695287447 -2.8994647349461404,-10.113497917648875 3.497219675330527 -2.3515740587312166,19.847708596893522 -0.738940304666433 12.95752162016725,15.140632944821228 -1.2349953634367374 2.9758681392831843,-3.648764403829987 39.41221911138703 -41.46269032350439,27.896621698648133 113.57893630916078 41.55451641011775,14.668406266975696 9.973753062737767 2.0011497186698155,0.2878444491935297 -44.68704472279053 35.812561690592354,28.182912596626178 -112.09434051119868 -40.84250602918737
-19.07911852015704 -3.284217158838291 -7.360497454453106,-13.690167254230314 2.261022866667141 -3.366317393456448,-11.2601264180175 3.851282555924552 -1.5297370320342434,22.17495423483737 -0.5666474683954685 12.267126395486061,15.390852431257416 -1.4027961723979776 3.4058235239785173,-2.3297973123402578 36.44548000679521 -42.41470736862875,27.908974487982814 113.50245842824296 41.51749680278403,14.792811120633777 9.836176001527539 2.5484936112124905,0.9853163529504415 -43.43744166613521 35.065531361115504,27.739419831322063 -114.51412680844389 -42.00530270040601
-19.447373800842346 -2.9195673128940514 -6.8236456968372154,-13.746132287031736 3.0432937737912997 -3.674127909846834,-12.75013360863807 4.219772867197755 -0.6852058666851766,25.035525112961572 -0.4193781583611171 11.148024751608032,15.880731388034114 -1.570546409541228 3.6817730694320714,-0.7677355926162951 32.9032302103788 -43.69715920227367,27.833949107323054 113.90911761231554 41.709288854908934,15.191344494913182 9.71281393851201 3.0100104264024945,1.8617078843628665 -42.043521845655064 34.02740209410142,27.175460998239977 -117.4390435155475 -43.39520485546303
-19.927326429872863 -3.032642663704925 -6.602531580098355,-13.478519306623312 2.8217795440523936 -3.6079783933999128,-13.908219953587784 4.353879207929628 -0.3546221314215545,26.758663545304042 -0.41842684181137113 10.2622382925317,16.610073797906672 -1.5987649469133596 3.5955717413747426,0.4552180171172505 30.420268946657938 -44.76731457304044,27.73279767990328 114.48992103782156 41.98645963283799,15.928045128496775 9.735204528241063 3.145565831260608,2.4136245055481105 -41.32318320533642 33.160742350887475,26.70795130475747 -119.63244280423764 -44.417313265000864
-20.41415069788755 -3.4942672550449148 -6.732438543026385,-12.928941847057208 1.7531671312946684 -3.238291238306152,-14.488911463632391 4.193426380252805 -0.49655035873624537,26.937576987408953 -0.4707773495211445 9.878072629007109,17.393597442065676 -1.5056301451548548 3.1783176408638734,1.1836215067065725 29.09432069187455 -45.369483048032244,27.674175029926122 114.84361673211615 42.1568603567589,16.809674655440396 9.872592494736663 2.935095457136012,2.5810323630354133 -41.29909381882132 32.700816134038774,26.43247089055448 -120.70011870204212 -44.890463261029154
-20.800707306050434 -3.977919622129634 -7.003469770069813,-12.310495112872538 0.4941673607772725 -2.819579345148191,-14.524040953852866 3.7999399626567962 -0.6966021545126471,25.980934276437484 -0.3451485855085257 10.00982305355949,17.926609649079285 -1.4110361639988531 2.615459278844847,1.5373623679790622 28.03144879434924 -45.43316181919224,27.73151191770283 114.50943069088504 41.996912668693085,17.477009481008285 9.989517445551185 2.5005155575252522,2.5899367545875305 -41.48087023049754 32.73623940820284,26.36631920647387 -120.79137611119836 -44.900415699020336
-20.98650560311437 -4.175500054613337 -7.210211281417044,-11.83385998724607 -0.32463486256002033 -2.593311555167332,-14.060804641339587 3.2423087880028767 -0.567650836290896,24.318615809555425 0.16441396337159245 10.649232765270204,17.92364033960212 -1.4287476322809138 2.088715862353269,1.6358601800729244 26.400660525758585 -44.90801882691777,27.96907137223157 113.08266882554427 41.31011547451733,17.591534743154337 9.95828377501226 1.9659805777577122,2.655530263881124 -41.39923492671425 33.328387458311816,26.519296571003036 -120.07728773046308 -44.54270916580228
-20.965263584458736 -4.084768869467573 -7.267970673626148,-11.635441074434828 -0.5581184352204592 -2.5739693129788863,-13.29772553817362 2.664579290947729 -0.19419840098743874,22.487859275374245 0.874602328597173 11.52997469709793,17.39806256573233 -1.5622943337613935 1.6910273779627356,1.52729575417661 24.49055049064752 -43.984403592922455,28.320841045400652 110.96266043111072 40.28880881938755,17.145450970089943 9.785169914742411 1.4538395736403464,2.7735156699044867 -41.002712159529274 34.18930454489244,26.81393650926342 -118.90797323249706 -43.987956231773396
-20.80034024141642 -3.929584493417938 -7.181295449702318,-11.796736404565724 -0.4200272182566807 -2.608240246643338,-12.54519057864454 2.266355972524411 -0.00938459935685615,21.105263110874624 1.3143575985921143 12.194950860198231,16.584160453581195 -1.733718156187755 1.4497063613243804,1.2071887187934085 23.417335594802235 -43.03058248233842,28.624506313935477 109.14308565264396 39.41277222643483,16.375430402331062 9.575490698257427 1.0851070194004757,2.7773443113854936 -40.54867395789743 34.772802151245656,27.108263113099394 -117.76590754642228 -43.46226572137305
-20.559057948554866 -3.9330179857091867 -6.957810724728143,-12.388343761155355 -0.13118824003924434 -2.5471116761436923,-12.10241743076715 2.2355475019282522 -0.42131104373548056,20.753013854810344 1.0400302723032908 12.20773573738802,15.712444015517274 -1.8664053113846513 1.3848374976980624,0.677696799778675 24.21633537732125 -42.406369571198844,28.72527611079115 108.5717354552919 39.13973195607296,15.515506428464253 9.432468957435793 0.971587805233644,2.510819071186231 -40.28339575561271 34.55990967802276,27.26460870550069 -117.11869036535683 -43.18413340157224
-20.349100395892176 -4.212718193146786 -6.622207791522564,-13.314393887746968 0.11059989671901925 -2.384145852527273,-12.02979545897781 2.534973942844657 -1.262965430426467,21.385177456202552 0.19942973140132436 11.567330317210045,14.85838599059678 -1.9401024662987527 1.4179847676094137,0.07730665935644483 26.1860037031595 -42.252984843375344,28.63773828032209 109.16046361942642 39.428833025656296,14.654769479102448 9.382895655953085 1.0661483355074177,2.0628663131303364 -40.135614884478876 33.60781607098261,27.24609873698887 -117.12259891099679 -43.2176920047591
-20.31229057786784 -4.797163404960212 -6.21361323646582,-14.338212678232315 0.12701700384891734 -2.2335009221958795,-12.185702966644635 2.9370659145249807 -1.880879827684692,22.42452895378461 -0.5593537515813198 10.641037707850991,13.966322047362523 -1.9822283400200424 1.3873791805653535,-0.3401822708768996 27.155680130007877 -42.526752171855115,28.519748500308214 109.94488452346809 39.81749939004371,13.759711112380272 9.388912456862853 1.1872181338444363,1.7297481888850057 -39.76548154507829 32.46105034114371,27.101113740234528 -117.67058071653811 -43.49650749238831
-20.583500839877587 -5.703512453019601 -5.769859112877715,-15.224521097890353 -0.24797068041244671 -2.2048357758286774,-12.42320549908823 3.213374911340966 -1.6368508002940902,23.291505935916316 -0.5993095597146514 9.796916816565952,12.984915614082588 -2.0221472517720036 1.135604208655061,-0.33379852256791837 25.02666394295612 -43.17109024817137,28.528146489042523 109.96298117514655 39.84393124203351,12.80073218881946 9.409840384830762 1.153862002711811,1.8011475975419704 -38.85123664177861 31.659365821488244,26.881054330723316 -118.64126678546113 -43.94810251055292
-21.123659605121993 -6.764481244417134 -5.290866915851161,-15.864401872445358 -0.92741876042331 -2.227969118101101,-12.61814115174089 3.2463782789405573 -0.5555953009034809,23.71859936173859 0.13490949268679087 9.167967231563113,12.046150023223937 -2.098843661184347 0.6564628139399237,-0.01930690418422379 20.262754659370245 -43.975960117078834,28.699944984481608 108.90227767129367 39.35106000258841,11.916655494368941 9.38800650785815 0.8906925937201555,2.2826115917313046 -37.646553608955834 31.306309260915967,26.644569980267416 -119.78278968619887 -44.45816443848062
-21.725472956737477 -7.634409689987848 -4.739894583985769,-16.271143038209576 -1.5797259586762646 -2.0587949971363857,-12.66837150680399 3.02583050171738 0.6970549406413413,23.7400891094604 1.1361199647772309 8.659861088588091,11.459298522736105 -2.260605730542558 0.09000334691117803,0.14252571700908562 15.80596305026963 -44.58291289836303,28.95627124390164 107.07847367588812 38.47652471824102,11.409185794732595 9.24930292386548 0.4243985950992002,2.904897531033147 -36.961610560916554 31.083569079506006,26.4573205785117 -120.7170760706955 -44.87192148671715
-22.178896894228473 -7.9715340969060975 -4.082223097733702,-16.462369439006913 -1.873131590827685 -1.4564365644208197,-12.48060966761164 2.5505275537351038 1.4457132347292996,23.4109353357413 1.8841931347489396 8.170214584228283,11.53046889295844 -2.5530252073371984 -0.4194002499502874,-0.3071800321627199 14.612283808812212 -44.641839235220615,29.214587209983215 104.8357846922565 37.37212833980384,11.57588177215883 8.923307327142005 -0.21017905493536734,3.394812069902857 -37.59657753064399 30.669050804136837,26.382473813849185 -121.07549022075304 -45.03895900623116
-22.38854914993941 -7.744750931091944 -3.3809077591288155,-16.43732802089086 -1.7492190521228246 -0.46710288379416415,-12.182235317562709 1.948412749124374 1.4776807594417047,23.01743911223565 2.1383714340256477 7.631147897734695,12.276628480877564 -2.936292994040481 -0.7733568385486869,-1.3832227337167085 17.212221762899283 -44.20258564389105,29.422194614673575 102.59668092858058 36.24819484600699,12.414302928908477 8.460549027093611 -0.8678275851231754,3.6814908007596663 -39.44203281759094 30.11461912977258,26.406068055272755 -120.89462076507573 -44.97572801525388
-22.38581609095416 -7.266418798943501 -2.807101985875264,-16.174947346858563 -1.4517776693356697 0.5455982441100371,-12.144594460768145 1.4902131501332487 1.0918008424953287,23.101669247809678 1.9667666857938333 7.012928397198064,13.395074442944358 -3.276181844537184 -0.9243133170625046,-2.6094305803800792 21.45468927555825 -43.757185050376414,29.559385702557 100.87015005489023 35.37974836120824,13.590333276840779 8.045279986169206 -1.2813084511562638,3.917761759863386 -41.382921024823226 29.885583516360015,26.428868422570154 -120.65906750355477 -44.883164209683805
-22.208925668024985 -6.861458516538061 -2.5324411872932884,-15.654653169322568 -1.2362881438031794 1.2099155314291967,-12.742882160014828 1.4468592223873258 0.6089539939628913,24.205642633137977 1.4544943335704794 6.289129055221605,14.570593516361777 -3.43713411205159 -0.8301545747773033,-3.492793907843678 25.084826503732778 -43.80800167843933,29.608699641451388 100.15903024912636 35.03933050157744,14.757690088215083 7.864122961368988 -1.1849001154435626,4.2634983137925575 -42.27495828831653 30.455442954791877,26.3497585970963 -120.86517485752152 -44.96702946957157
-21.906406276867973 -6.663932921803437 -2.54136123218573,-14.91258178332075 -1.213666072394988 1.4573733874781,-14.030917428702923 1.826149864516104 0.18760855516926106,26.38478656276048 0.7240058144435545 5.482080236215598,15.63564038470456 -3.4137998925727424 -0.5515589567694084,-3.854124602893341 27.129457266085012 -44.39776245162225,29.572437324553224 100.57701859355222 35.285967234815914,15.753094195555482 7.93710769369899 -0.5996750701023503,4.71266139434604 -41.80925599414229 31.81409637580783,26.160321717892202 -121.5903661840567 -45.260210583567726
-21.539810977291307 -6.566569544976832 -2.5815886877671805,-14.05657859653323 -1.3120279659471077 1.602981022170566,-15.656147021052503 2.3031604584282492 -0.21913340070153722,29.07924752901639 -0.055036971600031515 4.675764849943955,16.609392286293183 -3.3654738307143446 -0.2791846524076316,-3.911054330706034 28.236063442637306 -44.987994019052806,29.47788786992119 101.74575264548496 35.90869914357852,16.644670017199918 8.07361107557133 0.0906500629391042,5.04941966325105 -40.73326266282097 33.3399421040537,25.96935715127087 -122.3823492636681 -45.57699795897381
-21.171110494335654 -6.4473351465063 -2.3898901600689784,-13.19899604070203 -1.4471952497215699 1.980583758023049,-17.240184988585817 2.536312308084507 -0.6679544328230275,31.690285327434783 -0.7102470049704294 3.9588530368057144,17.521008636360026 -3.4593057306487127 -0.20796022702930153,-3.9040987143253236 29.14885245385735 -45.012532749589404,29.354108290018935 103.25428323079691 36.679061492508026,17.512617144802828 8.072146419717392 0.4842066494621375,5.049123565166543 -39.853768838363344 34.379542115596394,25.891290200957503 -122.76235258943379 -45.720804353922524
-20.84127438025644 -6.220445047971142 -1.9153781181290246,-12.44750107458691 -1.5064329639189524 2.634300827174291,-18.416543067414043 2.4197590913304445 -1.0451735567507974,33.648537871705955 -1.0844902527845592 3.4568079067102784,18.29931978377234 -3.726400923139929 -0.32837278803909115,-3.9444820622531696 30.24806496188839 -44.387399647331435,29.238440653456045 104.64038521877691 37.35927656274657,18.297940284557477 7.86441136131992 0.43604221640278207,4.720324039558846 -39.55422629063195 34.65096780277197,25.945378611223152 -122.62866314845694 -45.653129496228225
-20.560868070301073 -5.8525928542009 -1.4145854084595648,-11.902977337261328 -1.3356640921977523 3.188805079304779,-18.835957679053582 2.188932316135163 -0.9904686519930994,34.427174783210226 -1.0427149533400026 3.3483590114705457,18.727906252338776 -4.000908496074089 -0.33493254327234273,-3.9562492194608425 31.387014489121718 -43.726690924810995,29.18022158833918 105.36759952046732 37.69808391030737,18.740126940366927 7.574919039956028 0.17315061507160243,4.409184367975425 -39.60520474928634 34.41013746186682,26.01310279158669 -122.425448421682 -45.56434103326464
-20.33819107617911 -5.315679074762724 -1.1655656467180096,-11.66423111609001 -0.7801601185772371 3.2399967793287963,-18.157310971856834 2.1040595594258003 -0.12995953617763856,33.512980264865504 -0.4549547320679497 3.8128709097536495,18.58282094810221 -4.103190233973522 0.09728397453379704,-3.8498148150021705 32.379611485530376 -43.69318433353203,29.229083528808086 104.90060790989034 37.446504685763685,18.56714628352865 7.342413453629506 -0.04973412164824642,4.484461017306273 -39.730647570780036 33.95462657568285,25.966708829750377 -122.63372922038644 -45.66017055758146
-20.189811537920455 -4.661626620605141 -1.2616005362902207,-11.71753957940662 0.12677324581724322 2.678847869777807,-16.53412025106165 2.2861091741784065 1.4921855201060354,31.14119604318621 0.5644728751070016 4.772565029410618,17.919555669877916 -3.9720224192912097 1.0217296688876034,-3.609760258190374 33.173401697043964 -44.516495802096756,29.387874985678735 103.20986655823235 36.59836515909439,17.816459501089664 7.243080968489293 -0.07756257667420409,5.036231803910152 -39.7520343975426 33.5502098250373,25.79113684961167 -123.30741905180584 -45.96092504074463
-20.14602596879371 -4.075219301856605 -1.4891956530800354,-11.862348212412282 1.0396377530373628 1.8862367160598896,-14.941143756636176 2.624837935187798 3.137713934844339,28.78972512285928 1.4956666526520261 5.7227290024001345,17.25755358408181 -3.7427844905892127 2.0411358631060676,-3.343805791270971 33.937805060774465 -45.70706427506675,29.581769293658155 101.1055670111427 35.550620048473434,17.03937623742484 7.249243744220543 0.07920866549367889,5.691885403946578 -39.65278400946685 33.40986313598125,25.65843246956259 -123.79130673456669 -46.17905163695991
-20.238017783855973 -3.7523831906418326 -1.6070663093924717,-11.881608754720462 1.585714708481516 1.2873460310327718,-14.425132397690511 2.9886688734311746 4.006688130960404,28.045394905804145 1.783323253293537 6.12126702653695,17.157001586409702 -3.568748160252527 2.717907059450496,-3.1706312347728858 34.86184543372924 -46.7094974671581,29.72891701721621 99.47387724874297 34.73668804974701,16.832514203316997 7.3235060768242 0.3945804744780723,6.037020034328856 -39.43172845667848 33.7399019982474,25.757108274740464 -123.36782561980849 -45.99993468040822
-20.45066328907989 -3.731716841948112 -1.502767431967472,-11.685718806959434 1.6439222037133392 1.0930456784247133,-15.414950405732881 3.298950490447027 3.7260022099981223,29.558786211687426 1.1946429110681633 5.752185147478696,17.837227290584543 -3.5299770818955456 2.860928093905937,-3.135001199746378 35.98508064759026 -47.19289297210205,29.78164490811892 98.83765743346967 34.414470363144936,17.43570562618408 7.436975131622717 0.8495929971300414,5.8656083291783405 -39.104188216548195 34.555440520336425,26.142253650215192 -121.83120324495562 -45.33208333549892
-20.68047109173596 -3.751591245129085 -1.309718145383841,-11.42828047268708 1.5733759531209286 1.1052330411871554,-17.160350967813628 3.5780287831627478 2.737071713483814,32.19384369291804 0.11225834688210418 5.021788457533439,18.867097702341958 -3.5668322196771047 2.749441384633037,-3.140628154496094 37.06184302648127 -47.254741655909264,29.757498020062236 99.02646865545564 34.506928749224805,18.40793020953053 7.576984070533064 1.438719409083879,5.369263113963556 -38.71694857605513 35.50672386552217,26.614346942351297 -119.95232225169866 -44.50979512096585
