-1.0 -11.7 -2.3,-0.7 -11.0 5.2,-12.9 3.6 6.9,25.6 3.1 3.5,3.0 -2.0 7.2,69.1 -39.1 -45.9,30.0 87.0 28.5,3.1 5.4 -9.3,50.7 46.1 49.5,25.7 -123.6 -46.1
-0.9548544661788578 -11.77260086556553 -2.341490152097086,-0.6261845227086208 -11.098385523426252 5.1644954446805995,-13.01664814398177 3.7559346168189913 6.962009253305934,25.56447299770927 3.0576257888898 3.3767728412169697,2.7387682120283667 -1.991753776932841 7.167271912652753,69.65718354821533 -38.53378808979697 -44.87225762864152,29.993861049318852 85.77420076741535 27.940817426988538,2.838799760340113 5.449111066047986 -9.27640335209856,50.85174157487463 45.972312179678845 49.1295032736075,25.687567396513742 -123.6436856445181 -46.089338011741766
-1.0933289811234308 -12.078846627567422 -2.40664362655058,-0.5700891595192524 -11.303521017758257 5.004113403979915,-13.0892578418908 3.864555579639598 7.168565900878302,25.541844836784364 3.099953099507881 3.3512334557166845,2.5612666464521894 -1.9524419599375082 7.110654749001991,69.64136638692115 -37.653059383020626 -43.32884796618569,29.958154149973 84.93719711809074 27.526205060911124,2.661335629770362 5.507237818850148 -9.20595798276689,50.449030873912555 46.626118857136056 49.51342058316064,25.612128240772424 -123.93786922572042 -46.22674100431132
-1.2502171379330909 -12.155472594496743 -2.420126045360101,-0.5794480417217646 -11.341939521696109 4.836182202992383,-13.175262356403305 3.97034691024756 7.234087455224866,25.57214616618305 3.0499063904429624 3.4478889388199505,2.545573649851243 -1.9098608849436922 7.2194058664528304,70.19677083614343 -36.72746667046083 -42.08505163602637,29.913414810662506 84.10444531035296 27.106416070426043,2.645612959074801 5.516115491112595 -9.124828675935778,50.594896467202936 46.937637714782646 49.514822034474484,25.65358616306259 -123.7777870646857 -46.17266657524111
-1.3694710177516785 -11.880560676645626 -2.3257959375744086,-0.6588929665369886 -11.146646315556422 4.785378840955967,-13.226522614448685 4.035642791558687 7.050966611478274,25.6695198151571 2.8665944623470723 3.604727244032825,2.7836127867379976 -1.893854723477022 7.493204018565629,71.13306272935523 -36.319497848908014 -42.04304866775855,29.883664071590406 83.73440994134425 26.905386919241785,2.8835045558430235 5.4427391043872255 -9.067549964083073,51.361569176202906 46.59941358024879 49.03941681249006,25.822230253189847 -123.13381711897937 -45.902372129922846
-1.413525654621294 -11.37115421391596 -2.173732204597138,-0.7905066350070716 -10.798264536713644 4.841197676490597,-13.206223362545046 4.050011674278941 6.682667602405183,25.757950198477985 2.6134679519817214 3.792879127822448,3.170067736933434 -1.9010936974743684 7.84642355422136,72.1914493153878 -36.46830264097618 -43.084384687973724,29.8768395268757 83.91775822350233 26.974563151808884,3.26981339799404 5.318007409949939 -9.05020454496457,52.48287378437762 45.770650583755675 48.25522375198718,26.058753413836047 -122.23190840705055 -45.51134352979498
-1.3575828959499419 -10.909355451584242 -2.087383824408776,-0.9407963093323385 -10.479382070323904 4.899757753536729,-13.085371100156227 4.02183365766135 6.310819675054005,25.699146202901034 2.4260500028771323 4.006368224333897,3.4633817856619453 -1.905333637144125 8.134516126353741,73.06585113633079 -36.85154303332381 -44.385617921645554,29.889769379428834 84.49110702390945 27.246244882429256,3.563219531721367 5.216959670350046 -9.076129797368257,53.45888634723073 44.93289053903408 47.511448014519296,26.255776059651527 -121.47454169819947 -45.17811257966162
-1.1818153012104151 -10.762570459032334 -2.1818990366566813,-1.076464352678377 -10.363073289022298 4.862271783685643,-12.841011042989178 3.95972728162384 6.110142788376848,25.36803810651254 2.432561508831221 4.2377718584528985,3.437152595147056 -1.8818851597648483 8.22056697052844,73.4676165627863 -37.15155821312495 -45.148817201916756,29.918776505783814 85.28443361650393 27.648445452824184,3.537521039506409 5.210334509390981 -9.147374463647424,53.815917509010845 44.54576435448715 47.1406211510288,26.312111447006416 -121.24116648829556 -45.07128308558203
-0.9399192521703594 -10.91792294655851 -2.420275947757334,-1.1720855104845496 -10.44248823221052 4.738315737326518,-12.541894190421184 3.870192983101342 6.111002448105352,24.864968516170997 2.625040212398471 4.45002135745409,3.1434638301886313 -1.8374025126627804 8.104930550030252,73.39442733434073 -37.23572088894874 -45.19238295201491,29.955752593914482 86.10301731249243 28.07931182625229,3.244399090773149 5.288140559406943 -9.249853235037403,53.56172778567027 44.62737271502301 47.15916562277668,26.238018215632056 -121.49746325557417 -45.17894165079506
-0.7437368209371186 -11.140877701539456 -2.645186023647235,-1.208460334842255 -10.568485308656449 4.6231637476153535,-12.329296281882753 3.7580561152761645 6.229602666809756,24.468545464258856 2.887824567732259 4.582602763218854,2.8546374452228793 -1.8033277867499586 7.896519530900581,73.07040950328388 -37.11773595805763 -44.82213619797473,29.989084963961027 86.73260524904333 28.413371394254387,2.9552963338742013 5.376541824711123 -9.356721325491893,53.08482823469193 44.84663587872146 47.33351170252659,26.131890640057474 -121.88188676528976 -45.34641438202876
-0.7008225998408716 -11.20153197095346 -2.7037687249416944,-1.1688155863051422 -10.594899066810731 4.609427848221497,-12.337379076108387 3.62944490918002 6.380604200206162,24.445481888630283 3.105385670835909 4.5786148476366115,2.834541390022703 -1.8099446845972038 7.7046908495850115,72.72038488180421 -36.822675105652074 -44.35286802936398,30.007577675535106 86.96985466945172 28.531197100894946,2.933298263405391 5.403419937167125 -9.441495340310333,52.770088402492206 44.879168669613584 47.433268176480524,26.090279567232493 -122.03960944229846 -45.42172836042307
-0.8051983714780893 -11.076467213526733 -2.592997110137267,-1.0799758158901758 -10.508160440612595 4.693056179415228,-12.524565550870326 3.516547839629252 6.509088972115124,24.738564692424475 3.2215901331204884 4.463339351038774,3.067462997859333 -1.8520722326882586 7.590100712535964,72.46312630633321 -36.518038662048085 -44.01549408884321,30.00993693943046 86.83255254324955 28.442647754778438,3.1640328778183457 5.36353780486726 -9.491408386736117,52.73109045160368 44.71420995591698 47.421383874134044,26.127605409348483 -121.91828861178726 -45.38043728306948
-0.9481959374021571 -10.92902904752513 -2.4453681392540605,-1.0081996050650714 -10.414633274532994 4.7825647690758615,-12.690323645940097 3.47512476971553 6.58765473357298,24.99759095106241 3.2340275766894933 4.3363921863291335,3.2848100311036523 -1.8924517971052355 7.5693557069679365,72.32148573073414 -36.500153108356486 -43.96506500636798,30.003825423341308 86.53849680991308 28.27452072182939,3.382168958699204 5.31215218789404 -9.506100094214528,52.836038170029184 44.62467032354663 47.435682935716756,26.184001922535145 -121.7391780047191 -45.31344217093246
-1.020797416290083 -10.92283203550731 -2.3938177302958965,-1.0186748653743702 -10.42054251977383 4.786486762777463,-12.636553488578231 3.558680155444301 6.5908542805033346,24.87604029767982 3.1433335895044725 4.297087581342568,3.2196912404442557 -1.8941234243541913 7.655907148017771,72.31302897788898 -37.05489070029461 -44.34609569699927,29.9970917077809 86.30898901105836 28.155366731907037,3.3238417720133966 5.304656665320626 -9.48576578199033,52.94812312002427 44.88028982204771 47.61266364202742,26.198975073993964 -121.72558587076627 -45.31254565138237
-0.9958853195311215 -11.063564515208418 -2.4626438980011782,-1.1156824902361362 -10.523081459291818 4.690783503934275,-12.364619521965688 3.744820927266191 6.51679789539763,24.375480518516916 2.9772868941774515 4.371891590549341,2.8695329287827387 -1.8556825726973463 7.8248708308081385,72.41058302966898 -38.099088965345516 -45.11236512554403,29.994240422767508 86.27481160735798 28.153600620933297,2.9820799848171213 5.346506850003383 -9.433257635598292,53.024135304255104 45.42344462921283 47.90238290557897,26.162115110605278 -121.9100632400458 -45.38999383317958
-0.9310281492827756 -11.193617209119433 -2.5638117589579728,-1.2405247840291542 -10.606703320169933 4.561478023461039,-12.082134690142045 3.9326750616779598 6.38795458509453,23.857406735253136 2.7917325408960507 4.5119443812934525,2.505068925948453 -1.81248942364218 8.011723161851911,72.54071436843681 -39.16799908502434 -46.020428990992414,29.996318513302693 86.47314924146106 28.275455987473762,2.6155431295719835 5.391521897316975 -9.354175072261077,53.117646638124 45.85801274348531 48.06211502245727,26.11480002661011 -122.12791588414466 -45.47577042831874
-0.8867593058311285 -11.153106391002911 -2.6060167814646262,-1.332291817552412 -10.554549995174856 4.467114369468254,-12.001669774758504 4.020389934300333 6.228985869475049,23.692216230552706 2.6430803793248043 4.664778206363035,2.402667374263354 -1.8007393690691087 8.150985273304567,72.6284296898507 -39.79061836471968 -46.82082580036305,30.004041903754565 86.9300357458953 28.521090431648613,2.4886911314696123 5.392531166334913 -9.254430947648354,53.283464153757656 45.78597594075451 47.85007688176748,26.09980609051212 -122.20919711139638 -45.497804916661075
-0.8936874002625652 -10.949139943220654 -2.5587013936835925,-1.3520954395784976 -10.373273733576486 4.438994293570032,-12.191075165266916 3.989937639389212 6.098474893819978,24.00569408901392 2.564559040670051 4.773726993255154,2.617224406661435 -1.8292896234992846 8.20491576323372,72.61698125236983 -39.85635213996066 -47.36196512900009,30.012682946182608 87.4546204352696 28.78885953366352,2.661028737414908 5.346578590851709 -9.145864195007887,53.47384008521591 45.24494396789024 47.33679141517488,26.12844059102163 -122.10613995286131 -45.439310789012225
-0.9470423539931414 -10.78625217806708 -2.463126335582518,-1.2870828251012787 -10.215547347885455 4.464389708387682,-12.547105046884559 3.9223923463231216 6.095108767054562,24.634431744205454 2.5619910772334578 4.77716118429022,2.9418000763465013 -1.8746767429358875 8.168565948552846,72.4711921967038 -39.680699436292166 -47.607964974816184,30.011078309704057 87.59964012275368 28.856763069500104,2.9497516975627907 5.302980944664906 -9.047319874120149,53.519780887656346 44.78754930740076 46.962006496521504,26.174806502294825 -121.91542485627227 -45.34886125697279
-1.0395508567499436 -10.875711678134838 -2.364432076506031,-1.127026896253468 -10.239186931287502 4.527892565906226,-12.956733493466112 3.903028890829051 6.3166804083556665,25.397867037947826 2.639073821148519 4.615394844802362,3.157369119300766 -1.9118195888134242 8.03965488674045,72.15925641802843 -39.598222012937 -47.53140168270145,29.9880312356223 86.9162093281427 28.502468092789414,3.1606189590303866 5.3130541389912604 -8.97788175689694,53.25008134571401 44.98347320573106 47.176129301697586,26.211172202325272 -121.74114569629162 -45.278223527507734
-1.1443092417102534 -11.22972817726667 -2.2963444633606844,-0.9095722382330564 -10.461711337525871 4.608236084288507,-13.311211405341105 3.952189921018926 6.724053028348455,26.096098122970453 2.776359962798116 4.323875659723854,3.1743696385204365 -1.9262473611885067 7.848919243568262,71.74001566700025 -39.707035029387214 -47.18062900966076,29.94677193487935 85.51785691059897 27.785918675092695,3.2084152526252083 5.384626833159376 -8.94955809317788,52.69785710243298 45.86098558929538 47.974747076613745,26.223194048418403 -121.64780956172639 -45.25440881047649
-1.2078583728477172 -11.591229437055981 -2.2771479192634834,-0.7371230584604387 -10.71084872490136 4.676227928985516,-13.507575269741277 4.002379399845715 7.0928546561532695,26.50306089067218 2.9230926837603173 4.066745762254304,3.078374633151744 -1.9178426683100231 7.671761102778567,71.39493790987626 -39.78539443210805 -46.706510553955994,29.9100470722812 84.27893217749445 27.14891637678032,3.1554127393420743 5.466699189148024 -8.964785538521493,52.172624091874475 46.715948310355195 48.73817772079193,26.21463933088341 -121.64637149967747 -45.27093900457507
-1.1756917226052028 -11.687178560475765 -2.3236111087286178,-0.7152731781782953 -10.802855861712617 4.702473944194603,-13.445049797399479 3.9806934937571117 7.1884913561160815,26.3945478475323 3.0268587267467475 4.015184748429931,2.9666472173382226 -1.8876355002341711 7.585780917847377,71.3115340078472 -39.59260206019352 -46.26652732363284,29.90170615714593 84.11659090787961 27.05474025355732,3.0738438622794755 5.5046932024699355 -9.025148267871314,51.99966077617669 46.80128645610968 48.811045699637006,26.19057807529121 -121.74350731715091 -45.31890901617529
-1.0435584000877676 -11.433524818494472 -2.4273218465114272,-0.8651835162775104 -10.674020293862258 4.679225444396157,-13.12951242844821 3.8638635052783776 6.9519636554651525,25.76917287013684 3.069204975584126 4.214513308929186,2.8919619371937686 -1.8443679222839489 7.610252345260306,71.51762630500366 -39.11298629315973 -45.97861787322045,29.928649244366355 85.27606050758958 27.628996877380164,3.0054124403115456 5.47989008885304 -9.12184681770722,52.27281486204997 45.91302824065429 48.01678733268506,26.15711037856881 -121.91721532121441 -45.38642441307677
-0.8851037512268569 -11.039146042473519 -2.540837630241029,-1.077143993003694 -10.446677272539036 4.632284223009291,-12.732152333589468 3.7055551978550185 6.596443498896297,24.97092295873725 3.084316532827567 4.514970831126006,2.838136058386341 -1.8087357164458964 7.674042506167848,71.79351994393119 -38.67966664817693 -45.89942995429745,29.971504734476067 86.9610794039758 28.473900470395062,2.9445029247646772 5.429152855358831 -9.22998708489043,52.72721638529153 44.68901172477378 46.92099731337557,26.121932948245114 -122.10104369403103 -45.45695728829218
-0.7802473237853981 -10.736906792458472 -2.6136122376357487,-1.230784818399455 -10.258537794854908 4.590307912655361,-12.437507252993663 3.5658327454985 6.3571124947775965,24.371782559654523 3.110538740950996 4.750743930296567,2.783417972707186 -1.8022903174241693 7.6987913927995075,71.9002065096402 -38.65170716409625 -46.078313063232564,30.008718377743357 88.28972569425929 29.148587437349125,2.8817332865528895 5.393869333626324 -9.3233803573582,53.068751256495474 43.83543352900323 46.14974700718036,26.092872422262896 -122.22505642937243 -45.513614834681825
-0.7705557243486723 -10.650746952711726 -2.617913119883365,-1.2595058929606513 -10.190814478532529 4.579236619400123,-12.351728095287326 3.4850144495898254 6.343008588307766,24.189796462779963 3.1531483419613267 4.821514208525052,2.7386891540401415 -1.831061786531202 7.655571870012053,71.77655017414568 -39.02320800033019 -46.38245669020781,30.025684234893866 88.7334516282041 29.387093817568022,2.835055712361753 5.39237288572943 -9.383919083568953,53.14836500338674 43.69387045526104 46.02655421693929,26.077088954409145 -122.24984148876 -45.54253240971143
-0.8293492061104272 -10.710782630536235 -2.5666030508235553,-1.1923864884060402 -10.224185060592912 4.6201748024992275,-12.441481931807797 3.468282224047016 6.438705974307554,24.369084698362418 3.1585788360086875 4.743506976874074,2.772899343900224 -1.8734609960136759 7.603419112484961,71.6779268308233 -39.13884183754994 -46.3549094440467,30.020160394975115 88.39251383284952 29.234677212609522,2.87106169767418 5.401973071423846 -9.407875567079751,53.07512650980269 43.957084058686654 46.33656402305595,26.080556736929836 -122.19030208115143 -45.53523377615404
-0.9229206685815977 -10.82728808430186 -2.476788728145337,-1.0683907710103593 -10.328898004806502 4.733501918502504,-12.658906746084522 3.5170565732070056 6.506099117942056,24.825150540545273 3.06759963020034 4.545142896451014,2.960435027035921 -1.905127735037301 7.610116169191245,71.89083510625892 -38.280437400552536 -45.50844963234924,29.99123367984465 87.43289040448241 28.769137830498533,3.0608161664263207 5.395854470722006 -9.393081247864322,52.98431830364971 44.25194655648358 46.80982252881126,26.109051732636104 -122.06704739785178 -45.48391393702898
-1.0186962324901883 -10.930928189723343 -2.374327390047598,-0.9297318011167022 -10.465474725071749 4.906138009428861,-12.933881310312152 3.6121604251473483 6.474823048741038,25.417396162060193 2.8803029213222464 4.281679937573411,3.2945790247452735 -1.9129244033807316 7.696250641009536,72.47959997320254 -36.33553475672168 -43.82009597842531,29.945998522361194 86.15386890281572 28.13636920867952,3.3955578389597423 5.36254351653866 -9.34871424305848,52.952963100598424 44.35190563059723 47.235161384272615,26.157127792638676 -121.91649298927562 -45.39787025327874
-1.0864227351338658 -10.994125638928507 -2.3029964513451024,-0.8252760287011205 -10.574516671319051 5.056481793707919,-13.150699898447767 3.6922350616792023 6.413238269946974,25.89033464455821 2.7182676722852257 4.063336026506472,3.6025224784366965 -1.9066961141816774 7.7857588688919686,73.05355838261929 -34.432106404460406 -42.21758221940178,29.90794809135291 85.1277404953359 27.621712783636358,3.7030498576930015 5.321985125402698 -9.307189458259115,52.93877371498304 44.33057993101387 47.52179878930809,26.196357076409065 -121.80742414877777 -45.321423896567595
-1.0962266544434087 -10.9944888416489 -2.308631368563559,-0.8045904829402925 -10.594329604426141 5.094731842243184,-13.188359628768689 3.6909334426973848 6.406515442082152,25.975038422056574 2.7176127261662457 4.006793537045365,3.6915302830602874 -1.899084979821898 7.790958261635954,73.16733484526198 -33.84744795052323 -41.74293520947846,29.902522597894244 84.95873383262662 27.52684661161102,3.7914483541556603 5.2979232256864455 -9.303680680872,52.88503829375602 44.29823200429213 47.59393377620193,26.195581612644332 -121.81236182502413 -45.303059668241474
-1.0449485113411614 -10.92997289429386 -2.3989684717905226,-0.885322742730013 -10.503336896824061 4.984209984009227,-13.005424308603923 3.5913081135349922 6.490600419259018,25.57795348179176 2.920607149019609 4.15457444568935,3.4837667889528388 -1.8979501063299702 7.684439723606894,72.65480208437297 -35.142516544699276 -42.846110543701535,29.938128144032543 85.83416135016509 27.94699010242672,3.5835038525724414 5.300674509086414 -9.349210358306678,52.786555553672905 44.334283861890555 47.44297484010844,26.14709979030061 -121.9400864728792 -45.35633898188196
-0.9925752858191638 -10.846628242146291 -2.491685655219831,-1.0096694242898043 -10.374791637161843 4.813810416135182,-12.748536901818248 3.493181997596434 6.585081818905408,25.02007253100665 3.1476785916809487 4.37390092523832,3.172994837140005 -1.8998445643654807 7.5812682063248324,72.009917701617 -37.184993741350574 -44.57753011327865,29.982905729718677 86.95583198921675 28.489337230378933,3.27284426290209 5.308816463636209 -9.397712177464507,52.75988451893336 44.44525688439001 47.21919971202009,26.09865597083215 -122.04870923503427 -45.412271602982884
-1.0081568631839986 -10.79741226725383 -2.491528516213129,-1.1089569035901674 -10.295588733159981 4.69051437454621,-12.591409889235784 3.5131461130209014 6.592813876317514,24.68205345761544 3.1873691281187058 4.506760441475702,2.9920699558639883 -1.8996926875534 7.616971415126688,71.82153650460872 -38.59876303130474 -45.78613784419463,29.99920739726523 87.38386137893372 28.690913382344565,3.092086121665612 5.296364173350136 -9.39491156152599,52.93900942092054 44.62708020681308 47.095713842706495,26.10595411171488 -121.97473432230082 -45.39001540336078
-1.1208341293038773 -10.807728905428517 -2.355464571588692,-1.1341713441097523 -10.314145402268743 4.685734265916993,-12.640391598540587 3.7000741225139744 6.466775802498324,24.796787301267635 2.936953485730829 4.454896665056805,3.07829733662036 -1.8954504437089705 7.8469204390485245,72.37007762456963 -38.55229749603519 -45.78935279295763,29.968037863087485 86.63056050386757 28.31167774542334,3.178367761630499 5.252561455275885 -9.312607253661833,53.347037299140396 44.83409035566913 47.16316332864101,26.19092947434526 -121.66169648252628 -45.25824776594035
