-15.4 9.0 -17.5,-9.0 10.7 -9.7,-10.8 6.4 -15.5,20.4 -12.2 24.8,22.2 3.4 10.3,-3.9 65.5 -38.4,29.6 100.8 35.4,20.0 15.2 12.1,-6.9 -54.9 41.6,28.3 -111.1 -40.4
-16.897833521685236 8.801527232747985 -18.19817799165289,-8.899579713797714 10.100483975214592 -9.697802607848494,-12.600180903706848 6.698710179283393 -15.900420440766204,22.99997496616395 -11.899887686401335 23.50121859036738,22.900101216802458 3.898882723395057 10.299711632269059,-3.50052842000336 66.49344224740284 -38.89609265549352,29.699640098874628 99.10394353274266 34.501971740610685,20.60026607109592 15.798879007289223 12.699355756377361,-6.599002875293216 -49.2025790419146 41.00127082801696,28.799625234451277 -108.10226743142806 -39.00113188342176
-16.56733460916625 9.026626416783776 -17.92075585306388,-8.837247816166592 10.170678182964938 -9.363598109104688,-12.62765134912143 6.502756149822132 -15.96275326911953,22.996744716385937 -11.880748992978843 23.683120537065015,22.91785330145771 3.7294689423431864 10.253571625064115,-3.581533912554382 65.4949954027693 -38.30360316037954,29.64471068695261 99.70631473613363 34.8031571871858,20.64363224028491 15.629002919901355 12.598750505030788,-6.444390342770738 -49.605452425933436 41.1949108438724,28.742846597185284 -108.4452523379077 -39.17239333861395
-16.007742728078007 9.380154072594957 -17.452748375634993,-8.737903256092565 10.276620763438931 -8.800903634181042,-12.674216848152847 6.173676510381958 -16.06209744268554,22.99402490607123 -11.841166745752199 23.976887554896894,22.956270835949525 3.446180731716651 10.167809239046866,-3.720073684746165 63.810403281810736 -37.312484099433675,29.551574921957556 100.72925666090748 35.31462821399073,20.727065458504494 15.34532651464188 12.420239775635396,-6.173521268334226 -50.31988766090014 41.52205054083592,28.648158053658467 -109.01532392805332 -39.45723497195229
-15.69916808070254 9.497042152822269 -17.199520413059364,-8.700633801404749 10.298528054333024 -8.49956258823859,-12.700077452796732 5.999851655456778 -16.099366184376454,23.000345008657266 -11.799034994114622 24.098641021727175,23.001112900592766 3.300027793197601 10.098908137231067,-3.800380546952674 62.89824397632245 -36.80004803088132,29.499844919041404 101.3019031372032 35.60095157097141,20.8013876616629 15.200077093013263 12.298703728019216,-5.9984500853460805 -50.805135939774615 41.70039488153832,28.60004211830405 -109.29950076739942 -39.59977503123775
-15.958709236716588 9.168494276445543 -17.426797706106928,-8.783633070813773 10.172405030534865 -8.779398950405904,-12.678870049137753 6.168585505207092 -16.0163666403421,23.018099732469373 -11.774579900337057 23.877548698580128,23.033177815588207 3.452629162214015 10.09312179560685,-3.744373832783752 63.71492158525169 -37.33161723758265,29.54225633931363 100.84552497997265 35.37276253812702,20.822393828806426 15.35521509961623 12.33279161983002,-6.069876854590223 -50.666250664281684 41.54434495205497,28.652600088922487 -108.97146929804717 -39.43702756958401
-16.499659958450795 8.764553632845077 -17.88307439477737,-8.893620316229287 10.040901105693704 -9.330474607745378,-12.63400235794768 6.492788691800975 -15.906379486856967,23.026960250049303 -11.796665911850434 23.561508890516837,23.014888949870098 3.7344955161367643 10.158810467415798,-3.613566005114339 65.3567577940404 -38.31688341886189,29.631992855501764 99.86348581567101 34.88174294065447,20.764299387301094 15.638347158589582 12.486951286637249,-6.311241382336708 -50.04834531141151 41.22647004556643,28.747399425313024 -108.3963449076682 -39.15009824224157
-16.895543174053707 8.789255205815795 -18.197114051467324,-8.902250976972175 10.094500465943863 -9.697071930705032,-12.600403225695697 6.698705988608713 -15.89774901910756,23.00133761094311 -11.896157096340477 23.495349103435302,22.90441617482625 3.899491419474991 10.295562751071675,-3.5017830292726355 66.4894959498663 -38.89802889236565,29.699193500258666 99.10963587352018 34.50481793741346,20.60558379387529 15.799682510299487 12.69456515266532,-6.593376481729036 -49.22154834033038 41.002249475967794,28.799957863556646 -108.09929735800384 -38.99974422376081
-16.818318928577092 9.505550411940408 -18.091107773519987,-8.7387900333524 10.421367546246874 -9.542950188981436,-12.605237073087588 6.587975423491537 -16.061210043203854,22.934053351274976 -12.064342112526033 23.879998001022997,22.70739485574358 3.7743699990754975 10.468526619934039,-3.4874466053697497 66.113640223548 -38.46971572238163,29.68952679801865 99.17752089027509 34.53876043237817,20.374947265567695 15.664948979992452 12.867474590148248,-6.7758432221829725 -48.539521841889965 41.064919276943215,28.751842721686476 -108.43604889289011 -39.16331394966292
-16.36519195245547 10.134918620312497 -17.690850092652187,-8.581373540977989 10.667649260483232 -9.048004415180703,-12.64212629019248 6.287931080783984 -16.218626514217974,22.8974616247319 -12.12154532370099 24.29474659840701,22.634509526908015 3.500760261274267 10.494067827542105,-3.5824325804699244 64.67584909848549 -37.51730909213864,29.615748100365227 99.96817715494318 34.934088568272266,20.3180418368786 15.386111872011053 12.824464427562463,-6.669509159264889 -48.716790090256474 41.338826825710704,28.65715454331236 -109.03031477843525 -39.45783320378535
-15.748172008441065 9.6176687676136 -17.23109799659619,-8.675326288966524 10.36015925973901 -8.531472907040712,-12.695637789036818 6.013836530066298 -16.124673714256897,22.98538832831352 -11.841935168967568 24.151059873644382,22.951802678349118 3.3052995305907125 10.148384788155125,-3.7806511478097025 63.01320520281051 -36.82063572929696,29.508724461681933 101.19568137241026 35.54784068566791,20.739090904329306 15.203212146004784 12.359196640869838,-6.072095863127827 -50.565300786723384 41.675726538408256,28.600374923338222 -109.3081873882727 -39.60305000238063
-15.168200583188113 7.287264046100685 -16.913389364657736,-9.177375164596015 9.208445578997747 -8.257226237678871,-12.750337855342195 5.936659706280628 -15.622624815387011,23.252897186624708 -11.099354547159688 23.06528475027724,23.809030009053224 3.359254056981491 9.312888357397938,-4.059398535923629 61.846524897606734 -36.97126108853855,29.3993240424396 102.55194835040136 36.225974178536845,21.803880768372537 15.295382244609904 11.37608417217517,-4.90315189273654 -54.4595353371853 41.94398128524003,28.64383679295325 -108.8563382707769 -39.396233225866496
-14.770401153948171 4.4595700264679445 -16.771754595318278,-9.797509400968476 7.84345725672611 -8.20994634822006,-12.79079033032846 6.0040121577227294 -15.002490583942985,23.559601848208185 -10.27023307686318 21.68684641595692,24.769596322579716 3.5546888482306995 8.399499501061289,-4.312200702258105 61.310350735682206 -37.61146789182273,29.318419153251092 103.61716190382978 36.75858095442965,22.980159307883522 15.534631983054837 10.337975489311155,-3.6965084131500783 -58.5681550688757 42.095703556634064,28.73819169254763 -108.07113414544608 -39.02553863762034
-14.682343961915947 3.073863563343689 -16.787547569504056,-10.10523146744871 7.185898725576905 -8.28651799722752,-12.801558286486566 6.093265962998116 -14.694768531157385,23.70365226271877 -9.889050142774316 20.99004489405834,25.212515115995412 3.6958677640043573 7.986970092987652,-4.406240147036814 61.354858205151395 -38.085015426280435,29.296883409835363 103.9363695087699 36.91818475461726,23.516160425481072 15.696389517082476 9.88333174695708,-3.179171654353282 -60.3661512739619 42.10934280610957,28.79897042214784 -107.60356869939922 -38.80204522600634
-14.979727545995747 4.579903683096552 -16.931149168024337,-9.778007078110669 7.921978504752114 -8.391499008917329,-12.772767972713524 6.102395870357926 -15.021992926398314,23.535300088860993 -10.350746207531797 21.707164534136513,24.678668105530107 3.6281066903901786 8.501506830697819,-4.2477181380169 61.88625412063213 -37.871901961894906,29.354464110183702 103.20678052169463 36.55339026009581,22.857321792420002 15.604578127576483 10.479499512713174,-3.8810207365003198 -58.00553046386524 41.97996130354965,28.76034985892891 -107.95554366801002 -38.96600755334965
-15.43236739303426 7.539105680655758 -17.108338805567612,-9.130333117220193 9.35430801842719 -8.474889193993148,-12.7273552735446 6.051035024368124 -15.669666885659424,23.212206613393978 -11.226970656300328 23.142468129097303,23.66397502829802 3.439020736394023 9.4693001759934,-3.9730114457201333 62.551830549301584 -37.256257338461076,29.445289488426035 102.02307652923292 35.96153826413652,21.612591191283546 15.369335964273514 11.584274442299169,-5.168933467287249 -53.632586972207974 41.80054110735036,28.666550399943993 -108.749121465738 -39.33971834728866
-15.698330548842813 9.45768448273298 -17.201295004000656,-8.709433453035963 10.280028324406365 -8.503289711658926,-12.700242437613548 6.003262105349588 -16.090566547085466,23.004339269047662 -11.788599445291313 24.078518489951477,23.013260241154306 3.3047443331713504 10.087737113099822,-3.8025869967768413 62.90429007653041 -36.815985270165896,29.499515126270467 101.3078131924938 35.60390659622664,20.815982259710452 15.205364228639729 12.286632344144744,-5.98490767915465 -50.85285072665749 41.699837371668515,28.601994708143977 -109.28493227399673 -39.59277608475278
-15.503474423700197 8.312635342325365 -17.11702133070094,-8.959342228558272 9.723701998979557 -8.452630072292276,-12.719484550367731 6.012763867153012 -15.84065777292371,23.130511211845565 -11.444915231037708 23.527062333424016,23.411018141939014 3.369537323617345 9.70678623404359,-3.9143869934523203 62.59009010881453 -37.02473616948554,29.461030917542292 101.8032377320718 35.85161886578891,21.30508051092186 15.288181781111586 11.849172697055604,-5.4729146956574635 -52.58466473847556 41.78045841636625,28.63560874751926 -108.99312522988322 -39.45588484393572
-15.044082312565116 5.35074882521675 -16.93461579952229,-9.607376715915684 8.289399591403003 -8.363246377964842,-12.765475752341544 6.060833997948957 -15.192623288228905,23.454268611277044 -10.566405074605433 22.091720448567145,24.42828146321668 3.556100749716713 8.736033840510645,-4.191113709191996 61.90567955082183 -37.63145709597408,29.369048546433454 103.0000480240042 36.45002401131134,22.55333923237051 15.520996261863571 10.740186883086404,-4.179444394173912 -56.97435691129864 41.963643551733114,28.72863059502089 -108.20373887604805 -39.08431719478821
-14.715450685368033 3.202098959894644 -16.8059807986177,-10.077647869997078 7.2494008350579 -8.302721871519132,-12.798447271529492 6.098140375730145 -14.722352131883873,23.6888623124129 -9.930192547874622 21.049554273866324,25.165034152966747 3.6934054361168744 8.033336390067284,-4.390568476556924 61.4224855258269 -38.0785101191273,29.303105480139376 103.85947531248293 36.87973765592797,23.457117010361486 15.691814336188333 9.93803297389709,-3.244320648877678 -60.14945918427675 42.0939041196113,28.79674108042522 -107.6275090202263 -38.81295896046237
-14.853420359858353 4.101696348782707 -16.860139145551265,-9.880768141512624 7.684868017578759 -8.328415167482085,-12.784610632121865 6.0827199186672924 -14.919231848818567,23.59062033057323 -10.196651111154877 21.48581342103868,24.856471910683236 3.6360792921761065 8.327666066441314,-4.3069551180259875 61.62587636602727 -37.89190321799318,29.330778616507498 103.49893261739517 36.69946631030905,23.078579983680772 15.620453633863121 10.274070321924142,-3.6361002808411214 -58.81934447375055 42.039151815551314,28.768275983255545 -107.86847237591704 -38.926423357190565
-15.30244845738459 7.017689225527087 -17.03713097552603,-9.242658580121354 9.096601581608878 -8.41338497081197,-12.739607012053236 6.033686492773523 -15.55734140037279,23.27206919486006 -11.060785954646777 22.899561935527053,23.8558151753072 3.4510277128325257 9.282311754065269,-4.035422569234755 62.29035137953104 -37.28973002420099,29.420785735321278 102.32682515842677 36.11341258246435,21.850890518846583 15.389894758317835 11.364230404889522,-4.907282101255798 -54.50421154301912 41.860648786668655,28.676253917262507 -108.64814123648866 -39.29350413773601
-15.667046197342687 9.322995368688026 -17.184714932713373,-8.738530145193174 10.213700850919789 -8.489525784268002,-12.703214415403947 5.999978240784824 -16.061469845675308,23.01966951946944 -11.74620657108609 24.015318982365024,23.06222324471395 3.308812590207131 10.04018214910305,-3.8180732507299155 62.843287838439416 -36.82803416111448,29.49357105657005 101.38195816662633 35.64097908483508,20.876677488584708 15.211622529821756 12.230943247795443,-5.918894449486955 -51.073417166606454 41.714071481639024,28.604810815028557 -109.25708539653633 -39.57994766655356
-15.596034148953388 8.697221771605596 -17.166939415479483,-8.87637626751494 9.913434259254377 -8.494946630831091,-12.710724723691122 6.0238410801077915 -15.923623767153144,23.086548873772564 -11.566721975408536 23.70687591348365,23.27037031652237 3.3592937827070037 9.843633412491723,-3.86926574653057 62.77356327093317 -36.99516401312191,29.478550980190768 101.58539547617445 35.7426977323092,21.130551148258032 15.271657876165296 12.009820368560367,-5.663643069386332 -51.94835406250736 41.73797929473545,28.628007354023936 -109.07013546634506 -39.49124978567969
-15.183834410703087 5.899920746619935 -17.011939622221337,-9.489176481233137 8.561133721749979 -8.430746809084761,-12.752324952358407 6.080641252532383 -15.31082359211394,23.391049305152055 -10.742121692863622 22.346975217152135,24.225470691851374 3.5446940049856552 8.933933158295103,-4.124565725950679 62.18946381098787 -37.60056461619736,29.395350999897104 102.67459523699628 36.287297606273626,22.301251562236835 15.50055812507431 10.973420184797698,-4.4570427489252875 -56.050454358351786 41.89867915231871,28.71880748025173 -108.30783464029155 -39.13184939241461
-14.775287285001092 3.4215057551247385 -16.840063903788227,-10.030567440100057 7.3583899180687595 -8.333424759323302,-12.792854179716187 6.108160101353113 -14.769432599171694,23.663370802201058 -10.001336257610374 21.150736767436815,25.082965421257327 3.690548489290189 8.113715143961347,-4.36286340640001 61.54736952935964 -38.072152340048234,29.314292124919263 103.72185538268508 36.810927684797235,23.3548881875929 15.685315711215894 10.033240125498413,-3.3579977018415823 -59.77227185718191 42.06567590355075,28.793361012622093 -107.66599788009181 -38.830382557554046
-14.693514760884678 3.5492409844969934 -16.766954055969634,-9.998983537121514 7.409457639801374 -8.242484348443144,-12.79947652277262 6.052628184875902 -14.801016343226939,23.655346828658068 -10.015342653043005 21.23288238706554,25.06552055840938 3.639347593115284 8.12224416904697,-4.3792952525688635 61.284862533527615 -37.89409595078902,29.301045478752357 103.86298446767755 36.8814922537807,23.339482333625487 15.632968676894025 10.029668324717491,-3.3434719549831513 -59.78770689363446 42.11547755308861,28.775529813867333 -107.7787154984831 -38.886168271188986
-14.976786938176192 5.984997780489451 -16.841615960503113,-9.462678014063249 8.57894232889087 -8.227790782923229,-12.769661900767476 5.963357526436161 -15.337321714833864,23.394624828520175 -10.715581142944734 22.432095826387147,24.253544429046975 3.445771495393847 8.889542033302977,-4.178116877087125 61.575993644706706 -37.25382605231975,29.360672854862784 103.05810038333148 36.479050236849545,22.3487092914157 15.402146716180292 10.893839125173542,-4.341762261404461 -56.36827117028353 42.018519300437106,28.68617373800857 -108.5010810161782 -39.22872807329851
-15.479598504301249 8.762652107161793 -17.070064586834683,-8.857529176407091 9.93167565331411 -8.37879723026349,-12.720432363412556 5.956164320356077 -15.942470659807114,23.086796749177186 -11.55637152683364 23.763810466473704,23.28082746992277 3.301397034051198 9.823538278541347,-3.898499471900553 62.42479349942539 -36.792490563240854,29.459133253150064 101.79913349643763 35.84956677551645,21.150859824162 15.21379671783509 11.970271520335917,-5.604605842680314 -52.106515981920964 41.80583453532551,28.608731988285623 -109.18560937839052 -39.549004503789575
-16.053965653949117 10.0147837320038 -17.45021446565976,-8.597183056236341 10.578397858575384 -8.771336846811186,-12.668784095910002 6.135902154966483 -16.20281735279438,22.92770512819658 -12.01712816370836 24.294836852065345,22.751887345921805 3.3840273788832396 10.35867527626142,-3.6753593440586787 63.80696701110167 -37.10442246704472,29.56243685289218 100.57188041913247 35.23594014139445,20.479355470311756 15.27369916997877 12.631441156119502,-6.414533336072037 -49.48455922143217 41.512455709762584,28.621124017274294 -109.22489762259447 -39.55728477501679
-16.56013797904767 9.656143084504874 -17.875956220378047,-8.695762154840057 10.464389633341025 -9.284766343942856,-12.626758102485867 6.437369566310799 -16.104238843468632,22.934062838892334 -12.042821837070715 24.00907907626994,22.728917002672006 3.645280683593347 10.42549155319079,-3.5519925154875773 65.33908983353076 -38.017899063402396,29.646496107502006 99.65085749907999 34.77542858315522,20.41798546075552 15.535860185917732 12.781410154985762,-6.6467445956825095 -48.88376922910667 41.215525283154655,28.70881411679954 -108.69421945142871 -39.292399643261334
-16.864451370440154 8.918898307974315 -18.1642838330887,-8.872052848982795 10.15184136306655 -9.653202948135025,-12.602732414266995 6.66965684992275 -15.927947821269225,22.990166371686403 -11.922572346844445 23.568375905687258,22.873211645183023 3.869574421751055 10.321250258222205,-3.50396738295342 66.37226178350416 -38.79491331729258,29.694543437907562 99.15439830699029 34.527199041786474,20.570317278998054 15.768169011287766 12.71720044709709,-6.61455291859252 -49.1325964727201 41.02331431042209,28.7889217960544 -108.17349739307679 -39.036046103015416
-16.84137359970406 8.990528119310854 -18.141446384600126,-8.8551583420078 10.182901970834939 -9.623471319141753,-12.604503528085127 6.650506471143092 -15.944840271498483,22.98431742231901 -11.935785268765839 23.60990720069229,22.857496927689276 3.8505400906036766 10.333510686853513,-3.506821434914102 66.29055720043934 -38.729134745798916,29.690975843740503 99.19031388532662 34.54515717374558,20.55305463038586 15.74830097681024 12.726722871399996,-6.622180640043966 -49.09536241745986 41.03830165720632,28.782019388566745 -108.21907692674394 -39.05841867539297
-16.503719557631253 9.749811255956054 -17.82517861902263,-8.672731627834665 10.502224189576241 -9.221409764863283,-12.63128467620045 6.3985214964611465 -16.127264705970177,22.927931118032795 -12.053935271247248 24.068623499389172,22.715186794088623 3.6092436947665107 10.432915947148643,-3.563051861970547 65.15683621315107 -37.892659222963935,29.637385431192115 99.7476035274052 34.82380237473512,20.405330627653207 15.498951457233487 12.78058628348346,-6.638565966262056 -48.887986209680925 41.25002709239416,28.696216481060016 -108.77415619097982 -39.33193136569087
-15.981323968632552 9.96857276724612 -17.39518193786594,-8.604951716237814 10.549073251876104 -8.708858115088232,-12.675029003364488 6.102201367950136 -16.19504558053398,22.936557123547473 -11.988036062286554 24.285500135186307,22.78478056977716 3.3591249461104047 10.322048057535259,-3.6979595088735295 63.60810462540005 -37.016008496047974,29.549908653456423 100.71477053359314 35.3073857173346,20.523587008744293 15.250064123823664 12.581012126822,-6.349049633460468 -49.685041149433026 41.55250172922473,28.613665364309462 -109.26330742019668 -39.57712284841693
-15.408046058903407 8.45697481998684 -17.031987434725256,-8.923541209864123 9.781075862410125 -8.347021405752772,-12.727255166593903 5.948412600797593 -15.876463444721415,23.12166413204618 -11.460021211835453 23.62047464814488,23.392109476694984 3.3103925978795807 9.715423799868146,-3.9337999935444707 62.28470628529428 -36.818979871000025,29.445547073367095 101.96847219367947 35.93423532107547,21.288834474135694 15.227768976880222 11.843603803405669,-5.454385706543394 -52.608158758464384 41.83845688197753,28.615052589369654 -109.12281032642149 -39.52009412847532
-14.925076309485316 5.611751515268335 -16.82353321803276,-9.544553169671708 8.398822688987385 -8.22222931324105,-12.775021892146869 5.972644317025705 -15.25546025862617,23.435184005671065 -10.606299922541012 22.249946573108236,24.380175536323073 3.471899627895179 8.769219510323635,-4.2112636171485835 61.50736003731531 -37.33944022823634,29.350121831380072 103.19724307084606 36.54861929737338,22.503722455205946 15.43405662215011 10.757211204044527,-4.182983238120398 -56.908854954389604 42.03810484545461,28.698749808399796 -108.39673855882303 -39.17945001458864
-14.680695307416261 3.364021370131125 -16.768210095912096,-10.040070244560667 7.321429857992526 -8.251688374524447,-12.80107467717158 6.063987540983958 -14.759940530732605,23.67475946150269 -9.964123576252092 21.139921345502216,25.12503339464605 3.6577664858184087 8.066743458186567,-4.392158313018682 61.28767322969623 -37.955756935362345,29.297983540940475 103.90768297085555 36.90383968954556,23.41156330008086 15.654150945529649 9.968364090002336,-3.2735499774049535 -60.03004424381791 42.11790602345686,28.78352137978543 -107.71696738155342 -38.85667771651454
-14.815342863220797 3.6338762546081536 -16.858841758003713,-9.984367683177739 7.462021163130458 -8.346548196681658,-12.788854138890464 6.108484858786399 -14.815616868854736,23.63960319953511 -10.066030410619643 21.252280468358865,25.00812202719904 3.680203410242805 8.1856771242536,-4.341034112485592 61.61707399149375 -38.039385290678275,29.322101197286262 103.6224817725978 36.76124346096015,23.262638050028773 15.671589272623201 10.116361563224412,-3.455732230329952 -59.44333266304222 42.04848564769565,28.78764464680784 -107.71717706063842 -38.85427888684815
-15.243791269557295 6.293321959082545 -17.035405072640522,-9.40309835163815 8.75163586630227 -8.441862538529174,-12.745990669450329 6.073781967030145 -15.396852593866242,23.347672607970104 -10.85865556596053 22.53797731424116,24.09046377673051 3.51949075958053 9.062593265479181,-4.088105143951355 62.2778698545466 -37.518693802701854,29.407413655653453 102.51746089505023 36.20873862327439,22.135678122899957 15.46920265764372 11.120196914078214,-4.628317585593583 -55.4700236935772 41.874908335274114,28.70626124790621 -108.41379126475417 -39.18174340565942
-15.63131752160001 8.950024901807696 -17.17945009720852,-8.82095278888126 10.035532365890248 -8.49911330195571,-12.706858585634958 6.017743981208346 -15.979004675708275,23.058766575166338 -11.640866754880172 23.83029525592084,23.18442019497796 3.3417251981916545 9.925262533458989,-3.8467417719127495 62.821167129949295 -36.937767536634844,29.485758225334273 101.49053614379571 35.69527516113294,21.025339723197575 15.250158907634415 12.102501978529553,-5.7715062127395536 -51.58201208748408 41.72453799376673,28.61949306310531 -109.14080218180361 -39.52461085638811
-15.638858437455479 9.15370342378192 -17.17266478716561,-8.775467140255673 10.131403474580651 -8.482375691933443,-12.706331456194127 6.001624111750952 -16.02458342329917,23.038737030695803 -11.695438699012774 23.933512756287232,23.121042496154892 3.3186284137156763 9.983989928670946,-3.8344305836168644 62.798054289699465 -36.8595175074949,29.487960704788005 101.45421615634851 35.67709965091511,20.94893875262781 15.22411652726547 12.166563647018807,-5.843413288561 -51.327717953790156 41.725681619851805,28.609913158987172 -109.21316475091952 -39.55933485949379
-15.24122026681594 6.623080003290942 -17.012507532438054,-9.328876415671942 8.905111696861544 -8.400606596304286,-12.746884275025312 6.03977505310202 -15.471302306177869,23.31679386909357 -10.943379472064603 22.707802485549113,23.99196380076167 3.475776129612696 9.152711257645782,-4.072302513006143 62.197100597332664 -37.36943678692806,29.408435686097032 102.4869899786018 36.19346520232593,22.01785614010689 15.420870695904808 11.216409821150316,-4.734179783063628 -55.08735978270868 41.885221186759054,28.688813951265473 -108.54194133069635 -39.243547735469186
-14.810089581489907 3.8195305090099128 -16.84282564362917,-9.942408808983876 7.547904818651979 -8.31951470783895,-12.790024819949817 6.087244929018809 -14.85775772314776,23.622918842105484 -10.112727819942124 21.348489858814578,24.95384089302776 3.6539460243517086 8.23508650153785,-4.333201508765545 61.56005922023918 -37.949334977973265,29.322004256390535 103.61274900894449 36.75634674911697,23.19793990298083 15.642783758438155 10.168586088105208,-3.5124707906384867 -59.2350415707553 42.05649965572907,28.777355192736323 -107.79195772670259 -38.89042548574979
-14.73649749577663 3.339744356734455 -16.81449224970914,-10.047629133756807 7.31638493930127 -8.307365201335054,-12.79529086756707 6.09602341596541 -14.752208195063536,23.672387739062263 -9.971273489799339 21.11680490913711,25.117279996417007 3.6846954505723506 8.078587130267154,-4.3777879599637926 61.45524222337199 -38.05085507987762,29.307411986983436 103.8038206603717 36.85193744204912,23.398628289618642 15.680898020553315 9.989471204910304,-3.30491184174422 -59.947647769627515 42.085423223751846,28.79222226690729 -107.66538243001872 -38.830765388136555
-15.104113647491209 5.738422545780535 -16.959512685242522,-9.522983484519461 8.47856250851939 -8.37793429881909,-12.755293963573765 6.055592686274873 -15.276367135896443,23.406124077835965 -10.682668193339115 22.28155181515864,24.292931124743195 3.5319934459823368 8.864006853500747,-4.154901720208275 62.002242825260296 -37.55586109002933,29.381403057981945 102.84115199807054 36.37068422896595,22.387624702386606 15.490598705296899 10.885505892999936,-4.351430111243688 -56.40629788424941 41.93916528918885,28.71582409524018 -108.31094683267935 -39.134667816066255
-15.551629939615754 8.614009518806023 -17.13780330830845,-8.893883289312738 9.871229991370688 -8.466112699463908,-12.710527681771227 6.009714082447712 -15.905469316833061,23.09172932001854 -11.535932320159217 23.674765861327778,23.304921659501602 3.3515059790856467 9.806967157586412,-3.8858164979614065 62.67102860447844 -36.969062677370154,29.47096011225569 101.6763564481845 35.78828612306795,21.17517239763803 15.265195904956391 11.962942556262941,-5.608249200388361 -52.141445383522374 41.76046193051721,28.625719815738645 -109.0761524864575 -39.494813307188416
-15.68649887944745 9.35844068746611 -17.1971549446528,-8.730935809701702 10.231211540657869 -8.501190582444288,-12.70476888818059 6.005878500039869 -16.06957604476304,23.019530675433124 -11.758975689671951 24.028182771482026,23.048175898692886 3.312230241572008 10.055633410829428,-3.8108799273021305 62.885870581646415 -36.83851674665059,29.496775095370527 101.34307572965507 35.62145255575008,20.85832852959042 15.214557231641983 12.251105225059439,-5.941861395050726 -50.98779232873516 41.70439150507074,28.606083055650416 -109.25271980652224 -39.57760870737356
-15.377145426299288 7.172630367741283 -17.083074850381262,-9.209015206022428 9.171791548142448 -8.454182013029863,-12.748019433071423 6.0538428538982 -15.593337758533156,23.273093592801544 -11.113942218312442 22.957507175710454,23.797495596327337 3.461513495050337 9.346293360941484,-4.006868179705496 62.44548766857784 -37.31939303750607,29.43298103004258 102.17690344517479 36.03805956182813,21.775013625301014 15.39839799275742 11.447095822388127,-5.000033284868338 -54.14963392414764 41.824305062489024,28.680519020870907 -108.63638499383185 -39.28702690652873
-14.925286143303543 4.2609339080888695 -16.903308512121715,-9.845961423729557 7.7614381220622715 -8.365375071367977,-12.794204632079161 6.1007144692533535 -14.95653978389009,23.59269772809594 -10.249962732153078 21.546094033313555,24.798095323650788 3.644728068901731 8.39169218264111,-4.278980327901979 61.77029323590308 -37.914552171970534,29.342438963150656 103.35446647318484 36.62681636865581,23.002756457220187 15.627136175545282 10.356725454387512,-3.7276783172653443 -58.46401052786352 42.00465617697868,28.772071389724857 -107.85969980779925 -38.921470825158
-14.672163987016827 3.0985250046297406 -16.780550166023094,-10.100369105580114 7.199822853202193 -8.281606512985192,-12.792322587709105 6.088147627156472 -14.69806762806888,23.68787461156132 -9.896202143555845 21.00946612084169,25.202323324139485 3.6892141839575996 7.992733417113049,-4.407800735410051 61.337779182628864 -38.068559979370775,29.296074539586083 103.94711969436179 36.92382039157272,23.50535969584496 15.688896369450601 9.885999238504127,-3.186878117373547 -60.37299570156786 42.114432010577886,28.79480328155809 -107.63016393926813 -38.81466251798874
-14.808339901894719 4.756264804910893 -16.797985311629397,-9.737933043669054 8.00514073729278 -8.251676833866929,-12.732271252694845 6.009368050130795 -15.053565495643916,23.452046599015656 -10.373354779661629 21.85768273189546,24.640621050123727 3.5371878336240705 8.506469598590433,-4.286486442068536 61.45075896720649 -37.59047646697975,29.330606146136926 103.48075012813645 36.69179197418273,22.8271497014383 15.509457716962194 10.447802940015173,-3.856539881307937 -58.22720060392954 42.0746519283919,28.719685679489412 -108.2063674052279 -39.087901734168504
-15.236828861408203 7.625169598323773 -16.963405060853045,-9.110386200139592 9.395127302502196 -8.32813392923444,-12.681997624795475 5.9560150669847145 -15.68000324512555,23.12955428301418 -11.22263193968836 23.254569595959392,23.655773597638806 3.3500820572374206 9.442953894979887,-4.023016542900663 62.07870777433284 -36.98492464162389,29.4174745753458 102.3486269277419 36.125915222993434,21.620264216164358 15.277285075761458 11.514004342331926,-5.1027010265892665 -54.01929219598674 41.90562817159512,28.626286649441962 -108.99024741950329 -39.457123459891186
-15.828200060433748 9.799007157008091 -17.275889153864394,-8.634480644272017 10.443331395270445 -8.56368106193958,-12.717808577720268 6.030444876308995 -16.17009485403726,23.003218000101022 -11.89876230445866 24.21489833748127,22.891722794848274 3.3134404196428626 10.21818740327177,-3.749350534076124 63.15314154216594 -36.833182080829864,29.520813990373817 101.04107435579562 35.46977459484626,20.659732463135917 15.209760397377476 12.451832412529514,-6.167805118609373 -50.14754505684844 41.63895368353937,28.606093901312274 -109.28946253396877 -39.59365383890323
-16.431252630334036 10.189725607034028 -17.68823692297394,-8.551171778915803 10.632338657663855 -8.958136308811804,-12.833079313554666 6.265375853841601 -16.279454207964335,23.160437130896483 -12.090019991869513 24.218164784266403,22.705819762133423 3.505119973921822 10.486320884865986,-3.5621406324774654 64.51148023488096 -37.40530992844934,29.61156187774567 99.95157417747659 34.92068275759161,20.384941298553123 15.400330337825007 12.863924372468743,-6.603396224061016 -48.222414952833745 41.3290066673273,28.692403333358406 -108.82057149180055 -39.36299525899855
