-0.9 -11.2 -2.6,-1.0 -10.4 4.3,-12.4 4.0 6.5,24.7 2.8 4.6,2.9 -1.7 8.2,74.5 -37.4 -44.4,29.9 84.0 27.0,2.9 5.4 -9.2,52.9 45.4 48.2,26.0 -122.6 -45.7
-0.9080692795401333 -11.852390691602624 -2.605346556083491,-1.123140771981171 -10.991608719983834 4.382671669038643,-12.147636088170449 4.0085620911916715 6.657151198919708,24.019380811605302 2.995700156785833 4.3905994181548555,2.445066295901488 -1.6817576594512949 7.890982805106503,73.35474796111615 -35.94477973679149 -42.14400383380945,29.89116801001866 84.69389128292784 27.376668792944322,2.5431901185788446 5.445356076909747 -9.510015428241816,53.20304173709528 46.526905712464504 48.660877792641514,25.992036902822715 -122.4404002563062 -45.60552465397028
-0.9909051592780911 -12.06789784794619 -2.5121893931507837,-1.1950999424722932 -11.170392446516836 4.480755060948081,-12.012055638106109 4.005800514637195 6.692656788120446,23.63697311933396 2.9951584234647255 4.228294891062717,2.035593424514862 -1.6972681060164134 7.819504218856864,72.69723206919016 -37.67907773662985 -42.88706520928814,29.89645767490125 84.68650434525124 27.390371971927756,2.1353242382335 5.403722590798988 -9.585698810981363,53.296755856018024 47.57778843010881 49.312990540038555,25.998818028863436 -122.49296753826621 -45.60082667934039
-1.0001296210609347 -12.174985165091746 -2.4868589060500206,-1.183197650394824 -11.281103924491108 4.5576929311106875,-12.00643276450098 3.9625286921804563 6.728068035185049,23.60755279826537 3.0387851840624402 4.124121957709735,2.048681730136769 -1.7057770143778799 7.713170028733363,72.39744926481477 -37.34571452275221 -42.41498200619881,29.922484381783896 84.81239072388871 27.46398037202959,2.1491807651433357 5.4069343313340115 -9.647432936022554,53.258863706293695 47.79020546592661 49.53037905622315,26.00243661354076 -122.51409679725472 -45.59825584382234
-0.9529509181717278 -12.179628206901208 -2.5247209125709706,-1.1087334074572803 -11.319553012278304 4.595686710671689,-12.089518179451682 3.893239715124441 6.761794947325515,23.84178206079027 3.1135577975246505 4.0893833480421895,2.4050942989036006 -1.705174850423747 7.599328930041342,72.40595865554964 -35.37180763501318 -41.02066155073664,29.96073678820186 85.06577055318584 27.592707940984447,2.505425469358587 5.446392546747427 -9.686922879428106,53.12106352168424 47.3005922258443 49.3668060706054,26.00207892083496 -122.51156148245973 -45.598444222396374
-0.9054263291435495 -12.120648099702603 -2.585581455154725,-1.0194694473215227 -11.308197201138265 4.602382630573723,-12.183562589010496 3.8178806356914516 6.792679019827905,24.138365054728002 3.1859146767701096 4.095394413998157,2.8842035481124912 -1.7009807074469554 7.513296686538188,72.49298566226528 -32.948807666274035 -39.44382485283177,29.994237492414975 85.40451711156183 27.75539095244026,2.984214635140394 5.491333924183766 -9.70091210022194,52.94423417299705 46.5700599502088 49.0683328547762,26.0003477230318 -122.5017155962517 -45.59970809198865
-0.907226324351838 -12.034662089053647 -2.632803713498626,-0.9586340819417155 -11.2681725525616 4.585561488626293,-12.219455637077449 3.755309529490747 6.818695463710589,24.31542575820378 3.225321226719345 4.115563307966926,3.2812678046402906 -1.6982951999037128 7.486485481885646,72.45487497327521 -31.170688006663152 -38.36160309931379,30.008040930102716 85.78342811645933 27.9298048125529,3.381481943454484 5.513924542256367 -9.68725800762563,52.78577619569768 46.01981681845724 48.858344209699766,25.99960450365334 -122.49916539024298 -45.60049418228041
-0.9494896092599356 -11.93722035579823 -2.662973008738117,-0.9279545092207161 -11.207672407385271 4.553062430683094,-12.206540418745387 3.714456907370761 6.830096867611734,24.36878488769945 3.2290787911217804 4.143696968124612,3.539133869046408 -1.698156408011714 7.515239017207795,72.32830066156022 -30.230426387479323 -37.87456748244673,30.005648114276276 86.13157823318068 28.08502395514698,3.639745192742064 5.513371240110969 -9.65349827613925,52.67085408959011 45.701713910830776 48.74997492664782,25.999912280260776 -122.50259162040918 -45.60051285402026
-0.9926826316793713 -11.832833358369001 -2.6900839795555322,-0.9074101997387785 -11.128107764188146 4.512755178580748,-12.195271799310472 3.699050962692047 6.81308895324608,24.387381147014494 3.209075512690147 4.184291858486466,3.677988968887933 -1.6994735321048828 7.5775241424698905,72.27587601992285 -29.848853987934746 -37.781155870279854,30.000226572762553 86.36456253891023 28.185563264790986,3.778336298114565 5.503050960518176 -9.612243306007706,52.607739783530505 45.47404900998802 48.64618299839191,26.000129610917792 -122.5023296441866 -45.600136645455436
-1.0002251309644994 -11.726042084781826 -2.726605113319148,-0.8785613614524201 -11.031542952722377 4.472239669597403,-12.232564914000585 3.711819252910562 6.756561911276005,24.455492772464552 3.1770349426448576 4.241098602305728,3.7204991923191524 -1.7011364978251977 7.651823848767393,72.44632893541494 -29.752551137715415 -37.88440838444554,30.00347364353087 86.40488090201731 28.198719535901315,3.819255595075206 5.495607429063302 -9.575163579742592,52.60243954691711 45.20397522963917 48.45772502293104,25.999278119343323 -122.48925926805688 -45.599733057099556
-0.9697228651911224 -11.622741613030495 -2.767193336254662,-0.8417636029035308 -10.927604698816603 4.436251568838836,-12.3239546614387 3.745361787929019 6.678255916708839,24.59927738725465 3.141573608606586 4.3089596028865955,3.7084043844901564 -1.7020294754916772 7.72381050243113,72.82936108040214 -29.773138586714847 -38.06437471275199,30.010591246192842 86.2495255313466 28.121720881791106,3.8056368240610716 5.494585215505483 -9.54348710809547,52.638505864275835 44.87063146050195 48.188354289267735,25.99822136051197 -122.46081372943554 -45.599554359886696
-0.9193719040214103 -11.529642592374653 -2.7957776335322935,-0.8086930422726555 -10.83047457549661 4.407801384206131,-12.450052535970885 3.786178734277732 6.613287551315305,24.80988644603628 3.109436671291723 4.377351823763139,3.694932554846111 -1.7010331689801195 7.783486645745276,73.3188923008414 -29.80550315271415 -38.24748756805668,30.006846074895584 85.94035553041358 27.96982311263105,3.7933424201260424 5.498048448749951 -9.512152378927805,52.685967257878346 44.52060586431379 47.89783619064711,25.99893228850049 -122.41837341108976 -45.59978342173085
-0.8671968758880636 -11.453652072138267 -2.797224064568906,-0.7913260012905291 -10.753992393904745 4.389802008260526,-12.588591615341539 3.821652028860957 6.593567499303682,25.07053447818293 3.086268296036844 4.435948586828662,3.7254710526934214 -1.6973226459999404 7.822215714619673,73.80722286263358 -29.77423085639569 -38.38022780872842,29.979123280828365 85.52443296405029 27.761322331849914,3.829866946405319 5.5038346719929 -9.47658587697089,52.71722061755331 44.20655149224366 47.64699302368363,26.00301325890897 -122.36441275607268 -45.60054561503542
-0.8254163299283516 -11.404043338169837 -2.7702556522243467,-0.803486752347279 -10.706831395386066 4.384222008745026,-12.684903229917397 3.8515012757517404 6.606992804372014,25.269171081830525 3.0639735934233365 4.4778742668289935,3.7432081650454982 -1.69383473323237 7.847989223329922,74.18277803314194 -29.972271699325432 -38.65709119219636,29.936731957582634 85.10742089471503 27.550195568945345,3.8535517751192487 5.507848627081065 -9.439553731616067,52.7372987052452 44.046770102250896 47.50031597139344,26.00713660659122 -122.31469215650708 -45.601243866408836
-0.8022383559573543 -11.391724117538068 -2.723166902176629,-0.8602760111214893 -10.694096093241592 4.392377675664472,-12.661937705050619 3.883968131477708 6.611058769920597,25.22794307976195 3.024967634813796 4.498636999802132,3.6207397599636866 -1.696104634089075 7.8802842736709735,74.33130648452357 -30.94701739595737 -39.44388592502564,29.90447018955944 84.83546011609596 27.415065900307546,3.7273424029279365 5.504660003273109 -9.40889181809359,52.77377700594866 44.20490927944254 47.52483044323415,26.004569330949273 -122.29414906800189 -45.6007820842191
-0.8052142135285072 -11.424812888274097 -2.664268915208911,-0.9745519841715874 -10.718750682986517 4.415247445517256,-12.451788399866764 3.926490488612742 6.565205642349447,24.78780028803878 2.952840932568869 4.494914277077455,3.242950733606997 -1.7095245810730646 7.937222050910931,74.14799446980875 -33.193991709601505 -41.07520565737878,29.905827301529957 84.84842211369477 27.431102388804778,3.327230961375781 5.489091391046781 -9.39135627615453,52.85308648777292 44.823710825221546 47.776243882159896,25.989605131539005 -122.32428284527373 -45.59751506733287
-0.8329003990195394 -11.467442164794507 -2.5991626283959888,-1.1238205749583094 -10.751502880729921 4.448745593261708,-12.13601295054453 3.971333773468762 6.4686214742975165,24.103205300821582 2.852450438411511 4.480872190737622,2.70818427556583 -1.7364522112440979 8.012225064244356,73.67597209332598 -36.32127550671525 -43.34593237094711,29.93908726528639 85.17589674060854 27.611988081039634,2.7559674195824386 5.460321723770515 -9.375299741391295,52.97682509042992 45.70597059194509 48.13305246381568,25.973598232884576 -122.37015298945225 -45.58139284316901
-0.876739976753517 -11.44895853581457 -2.531305668864425,-1.2576296183252564 -10.737550639833833 4.4847814447179255,-11.914371547198481 3.998764396291578 6.351928533344092,23.576559629806713 2.7454714869940893 4.484507544220276,2.2835952536445863 -1.7768452776319392 8.079183084687227,73.07536959754587 -39.2351229768509 -45.62412165880184,29.98260061331549 85.76025855769561 27.92278032992226,2.295631256399456 5.420975111584429 -9.334520594454485,53.12695176405896 46.385641065718495 48.333606338353604,25.981395030766738 -122.3521840228662 -45.53571859703816
-0.9278096742377041 -11.302942754785958 -2.4645332486896354,-1.3266366171585249 -10.625187406988601 4.515088759081717,-11.978649146939864 3.9900131101806737 6.246381352353111,23.595941572870483 2.65381967310663 4.532267598024108,2.22707864922055 -1.8299150837954343 8.112757423672285,72.50937320834682 -40.866757892088344 -47.28424416093703,30.014759020706748 86.53229436543594 28.3227245890943,2.218702921157878 5.3741076573880875 -9.244574705381257,53.28382908928178 46.41421596658307 48.12928485764153,26.036205959202004 -122.19614203842059 -45.44583867777185
-0.9738609911380234 -11.06315131036549 -2.411107900517223,-1.3176952105958186 -10.435984129528952 4.530122106021244,-12.304145455570469 3.9512770813615257 6.17886443152695,24.14181698452938 2.5951783063756015 4.6133584415073114,2.5285138530558915 -1.8817152382151583 8.112825674509224,72.13848138999315 -41.000257182364905 -48.049966643156786,30.025267966206897 87.24489663149727 28.68441895155208,2.517543592960106 5.329305122741059 -9.12265920293983,53.40733541663924 45.824016417057884 47.597193035452705,26.12250900292209 -121.95456524634342 -45.34008824632813
-0.9996377715819478 -10.853949250738491 -2.3909146353902395,-1.2503983010259547 -10.257790966672987 4.519179033294849,-12.670350118300625 3.911335498795033 6.172309593668163,24.825967863243484 2.5834026110992423 4.683301670819389,2.935361205560106 -1.906398265787768 8.102073458548224,72.12076153691284 -40.191100113368584 -47.960802397250724,30.014066219589427 87.49005309735385 28.80208931248438,2.9311476698251573 5.302059319846647 -9.023635571072319,53.4388211909187 45.082270039036615 47.10905346901296,26.18974879821841 -121.79465673968605 -45.28568567559912
-0.990610582277119 -10.79856045742442 -2.422919110184315,-1.1461318988346392 -10.178104817735717 4.472301683376178,-12.855909801916372 3.8989443971973325 6.247517682626234,25.256529625853254 2.63086857679331 4.698226064591906,3.192853299375576 -1.8790008175668413 8.103477590806907,72.60274278675065 -39.018331126877904 -47.079621136957854,29.98185933710717 86.87707516321197 28.47898225461085,3.1960409414493762 5.30732326276814 -9.001667033179487,53.32300784198982 44.65929472799789 47.03379493215705,26.188172675798434 -121.88012508072697 -45.34781274889827
-0.9526646708937547 -10.912504170126166 -2.4968984928821913,-1.0412799963429336 -10.217408369855974 4.398753756034022,-12.791332066711313 3.9224036549099806 6.376676852588525,25.277227650284576 2.7171623854640248 4.6587727841088356,3.2052843190496163 -1.8066554175432832 8.127044255332805,73.45102983468894 -37.95762495630207 -45.76207075504384,29.939084408389785 85.58049464970561 27.80789506547014,3.2115653837911533 5.3416764188548065 -9.060672482897495,53.103343616670905 44.71789029059539 47.41255044115677,26.118507923480646 -122.1882548662229 -45.50761639274389
-0.9127943106669165 -11.09993173395515 -2.572448703012688,-0.98773467951661 -10.326890809057973 4.327674272384746,-12.564150462717908 3.9688612386350126 6.481709152152273,24.975390166767923 2.787965163914739 4.611609329497466,3.0414200475866036 -1.7296821082198957 8.169367847802054,74.24278213681987 -37.37777081376307 -44.66653530151493,29.906241045582636 84.35928808794222 27.18102394270622,3.0454168669733828 5.382699787245014 -9.152617572788895,52.925361477516255 45.1028791322902 47.94750825781396,26.033678711666354 -122.50356607117077 -45.65935048136125
-0.8981241506139164 -11.261565557224511 -2.608630279658448,-1.0359351805266606 -10.455138666654232 4.288942459983001,-12.269242218755215 4.02416040100381 6.484827758559454,24.451823337479738 2.7893120162169383 4.603664752265882,2.777701168730376 -1.6891556864088981 8.225502557338965,74.5504869620888 -37.628703331708486 -44.446247954539224,29.903716635344573 83.97972900092797 26.9941054565433,2.7733290864206523 5.407614177100418 -9.22802619917252,52.934127017097644 45.644220898149136 48.33107802480699,25.9876631902817 -122.60780822990372 -45.69638900927278
-0.9089976552022657 -11.352404854325325 -2.591716776849559,-1.1674837697953901 -10.569616197396757 4.306822636995436,-12.00460302810862 4.063708833900716 6.391116340667282,23.87836899821437 2.7281384107920768 4.622752838239297,2.493295380623685 -1.7014984826556725 8.261253720811514,74.22228454439573 -38.618378685654456 -45.147486077861494,29.933596610288653 84.58365478411561 27.316713676745955,2.479597160401666 5.410034599511861 -9.267753306609961,53.110337890596746 46.16581997456643 48.44172350144682,25.991441544606428 -122.47713969095695 -45.61145286585032
-0.9140961371339844 -11.391617788867137 -2.540154433422508,-1.282599972112271 -10.660105912476773 4.3989408747680026,-11.871915399895922 4.050576749980359 6.3036325041289345,23.510851165415197 2.6833794908719915 4.5867981377526945,2.2705944039914288 -1.7539873605871044 8.207847114299975,73.43220682697763 -39.73222243062049 -46.09895134041413,29.97632885202558 85.57466097507128 27.832815883709063,2.258637980137889 5.402958169770665 -9.288512830548129,53.24036716798706 46.48442189659 48.37787159566715,26.005159461554122 -122.31755932274147 -45.514716164250764
-0.8811783391025148 -11.401750950527703 -2.47408159528671,-1.2786549237656644 -10.717794544635401 4.581637637707862,-11.970749535445805 3.9484369330382676 6.328902500342878,23.604860955929336 2.736120367657368 4.411707192834458,2.1911418183848337 -1.8321017337405774 7.9969038848661365,72.37490722027437 -40.33377844184583 -46.59810073367197,30.011298372319462 86.32093572701258 28.208089985974944,2.2040383110728823 5.400253150357638 -9.308677054788966,53.1039958544444 46.42086962729531 48.250157389211324,25.986930334108152 -122.34387528937658 -45.52083418598132
-0.8166424914594838 -11.391395207601906 -2.406564909675401,-1.1319871048340833 -10.73879126474903 4.83276637794404,-12.30149138828737 3.77705606394112 6.480074238856675,24.199183590583125 2.881800080059349 4.0994628936031905,2.2923612344340722 -1.916442327973231 7.6620891431487514,71.32190705510423 -40.14034305261243 -46.37720562352548,30.025851677361672 86.49882361599636 28.277918583488603,2.3490423481558156 5.405203976740462 -9.329026161503355,52.67848902055821 45.98842024989402 48.148137774035035,25.933397449875823 -122.58050432455158 -45.646291165336805
-0.7791573842861674 -11.350262467706685 -2.3411046017379267,-0.9257600986890588 -10.725864198358236 5.078116252863948,-12.730352872306288 3.632083284090889 6.643975678023075,25.039314543766544 2.9999977421157427 3.7684901216956384,2.551991841196242 -1.9810100990301152 7.375110593425089,70.64871271661565 -39.34776032310806 -45.7567436929431,30.018105389492028 86.20153573682258 28.10725665786936,2.64526432366217 5.406777540454742 -9.326542165370615,52.20826338054647 45.46062399248558 48.13285557927715,25.893326401401062 -122.79430626253851 -45.77476793009589
-0.830163697367452 -11.266942252485121 -2.2805701833391034,-0.7501288567950584 -10.682339607285186 5.240514346917054,-13.114817473756114 3.6131021834430896 6.699871986403535,25.851082816263673 2.9639615116599307 3.5444472346549114,2.942801344399734 -1.9997218635714562 7.315047262772598,70.73172247078013 -38.18651081833034 -45.09659760101735,29.987103564205572 85.55385332391046 27.778108813231317,3.0381758235382623 5.393078815314988 -9.277034058019503,51.95412975505536 45.12619111423593 48.26147393782989,25.918479276297422 -122.73700587307576 -45.78198276853611
-0.9747963890178404 -11.143085981578254 -2.2307315394392773,-0.6597647745508453 -10.616671596504954 5.286803994154848,-13.360107149321198 3.732581622625313 6.611254692579597,26.42944323214502 2.7605269118315876 3.491077398469867,3.3934630196784155 -1.9695543612732263 7.51533733602369,71.55797749408983 -36.927141702619046 -44.61579148838255,29.941666570989973 84.79934113706383 27.417713545031916,3.452349775058688 5.361475799987527 -9.187285292400743,52.02275268547331 45.074851260698146 48.47981494114459,26.018420176400685 -122.34915292537997 -45.63150823246705
-1.1309165492727415 -11.00059101652397 -2.2018541332968646,-0.6543397354533528 -10.545262427879585 5.252053715511941,-13.445438484853616 3.86796263180687 6.472166183163945,26.676495641574984 2.552589881995141 3.576155232220282,3.7643037760196423 -1.9232272124857985 7.783675692530966,72.51101547434402 -35.90230336929426 -44.31501879206259,29.905768066021466 84.36567840043284 27.223421880310802,3.779966184556863 5.323694181659002 -9.112089736514118,52.28186998033911 45.087914126325344 48.561122066439246,26.137306325591084 -121.86397593785905 -45.423090982172994
-1.2094519789113347 -10.863171683622305 -2.2045383835786745,-0.7286287043861108 -10.485103427811033 5.176963700158773,-13.356803815123307 3.8860961694014273 6.387315165628073,26.504901797637434 2.516923036650099 3.759167204550566,3.9106963358995266 -1.8962803147889074 7.9098019202454815,72.92744373887736 -35.44825897327213 -44.176597107920635,29.904453708243715 84.69142108874817 27.39624691198844,3.911109670505441 5.292655400963751 -9.109914691933746,52.57911733895834 44.92246704600215 48.266589474318444,26.21398984873433 -121.53859504434702 -45.26768347162579
-1.1729539282473016 -10.76131990564227 -2.244730651884198,-0.8625008426650014 -10.44467572003565 5.080909596425221,-13.117116062821447 3.7460156773019655 6.4107111990811125,25.948269626798115 2.716259999120466 3.9966513521663636,3.7711905647047206 -1.9013812277630149 7.815044140374743,72.59199537493556 -35.7457691483426 -44.21928583540367,29.941953466196555 85.76905533798445 27.92418388096593,3.7980046553356197 5.277745778063046 -9.198182044770194,52.802657375929584 44.54315464354895 47.60882583705874,26.216212269491496 -121.51458583776575 -45.23055194368963
-1.0758339344991317 -10.73758786017467 -2.3200957335609633,-1.009301485619515 -10.417317122960009 4.945321536458282,-12.814985732449873 3.570786824158202 6.506148284462594,25.255422239457232 3.0104100522962587 4.239899185122049,3.432344186277315 -1.9104977989441096 7.654882986740551,72.08681164852936 -36.698888761170814 -44.52668999281464,29.98545725569465 86.79731747202133 28.416177786853147,3.5034489592525158 5.28206113560536 -9.321276259679145,52.91276749282829 44.283955097261085 47.04781421556201,26.1631217588086 -121.72792055104912 -45.295667251289245
-0.98180497145558 -10.835403772459353 -2.4273257966881374,-1.119768643149725 -10.394810399900305 4.74799428948749,-12.545670254456837 3.4998743910408767 6.628111599447732,24.69676387979664 3.2386412883303066 4.439729555157323,2.9960060885277877 -1.891572650033018 7.608265767577431,72.07348035614555 -38.18226065117532 -45.188211439080305,29.9984871047609 86.89697456921233 28.4440120561834,3.1017542094952257 5.3079972430274225 -9.4161895451915,52.87754300644349 44.514908346382015 47.0871290543931,26.079170942713056 -122.0932448850723 -45.43851199266766
-0.9297982831306691 -11.043965371963958 -2.545545110107901,-1.1633728635782308 -10.369818538101407 4.507513595101232,-12.385910116914525 3.5974452000363804 6.729734841796145,24.453507566147728 3.2958796093458353 4.557030039185343,2.569061557329819 -1.8376897718359637 7.755115569224402,72.8070280490337 -39.939304885035696 -46.16214608353724,29.96676564068305 85.75785417087826 27.861878308498593,2.684305160276209 5.350326727116316 -9.440097315999756,52.72181521908034 45.309143296824104 47.857359587209906,25.989597253021678 -122.50565451157863 -45.61860238391926
-0.9079947657274252 -11.241412098544364 -2.617900752825815,-1.1479469422930262 -10.336807129829593 4.326000763329383,-12.37452507861087 3.773463858831588 6.76138402208824,24.5242121690181 3.191032194805163 4.573307892778169,2.268709886121123 -1.7934200060828853 7.972564399730443,73.70988707336488 -41.44471124233053 -47.13829878980919,29.921479957698565 84.23515914458235 27.10231011727772,2.377450514652291 5.388210828997223 -9.391508047157915,52.586604699270055 46.13174662550884 48.72526099113131,25.921245320368158 -122.820208721188 -45.76275718802712
-0.8983662180261015 -11.292590174007968 -2.58329038461213,-1.0860284750092377 -10.290516368912584 4.315570789857203,-12.545496191166684 3.9191391650945793 6.6732691462855405,24.88486413169347 2.9470890557262868 4.472678824123351,2.2131106914093044 -1.809526132890971 8.113106295985471,74.1036104111248 -42.14134474664801 -47.77408663611831,29.8993236145029 83.32525030048164 26.66786589642882,2.3115058757333404 5.398945472539957 -9.274075560115493,52.6267470503898 46.374588243471635 48.96552891466899,25.901084122342294 -122.8874616671685 -45.79398346495467
-0.8842769645529099 -11.147734518023807 -2.4241930709687938,-0.9922741111693778 -10.240761868956314 4.522662862197665,-12.87809605151585 3.960742623586928 6.466766663964961,25.453388584286746 2.6224349993729206 4.26267517181271,2.435772406458757 -1.9053471556835821 8.083113892711939,73.60821463248227 -41.7741333145374 -47.86327037501752,29.92009549513828 83.59495785586489 26.840176662809967,2.5288734524607923 5.372753175181248 -9.115056316346546,52.8819094475908 45.77488138126368 48.26339321366325,25.935814125780507 -122.66906096120479 -45.68897868804861
-0.8523829719882835 -10.958921228559447 -2.2261052849127996,-0.8863495038888684 -10.23299441036957 4.838472173761844,-13.222277812293003 3.9074267091671415 6.264199889186702,26.01046575029173 2.3591207930102778 4.006181333796531,2.770105617886096 -2.0259427848007228 7.916317659380086,72.54922235028748 -40.80201891548864 -47.521898937350684,29.963658975501662 84.59579076009044 27.378646871032764,2.8641464168479165 5.330412241508479 -8.997498524860939,53.11952477930894 44.88615927751892 47.274501494946726,25.984225240322917 -122.38925611792206 -45.5513533363813
-0.7898446318802603 -10.907238768637475 -2.089346543176923,-0.7886407647902764 -10.31774771350862 5.131818217746929,-13.409420066681893 3.780332448436745 6.205254249231778,26.317096594909874 2.311152813432277 3.7740551524020995,3.020732051615895 -2.1056808348507126 7.66486520161174,71.35398824758622 -39.7868145756099 -46.91256065516369,30.00411888231325 85.73278752227627 27.967353952874653,3.1220107672060013 5.297100913156408 -9.012422719299515,53.06793043412898 44.379452980969084 46.79416376821537,25.998224396339474 -122.31003069381555 -45.50296049153235
-0.7034223478679678 -11.075828278972164 -2.0747239688758756,-0.7174226601005943 -10.501700219740433 5.305429292850827,-13.34289300929711 3.611434556448188 6.355600478099217,26.233489664883507 2.5442313401521277 3.6219583750205433,3.071029059841883 -2.1047478937016386 7.394233867916231,70.39450473502504 -39.10622619459518 -46.1865313154985,30.022578170742605 86.54490209003104 28.3656772613208,3.1829313424644328 5.28851590750408 -9.19186503868923,52.61133028432837 44.63881855244797 47.26596374578861,25.955418024548194 -122.55781700544335 -45.60427412829489
