-34.8 -21.9 5.7,-30.3 -14.6 -0.9,-28.7 1.8 19.2,56.8 6.2 -0.7,8.0 -2.6 -5.4,-5.7 -2.4 -48.9,23.0 47.4 10.2,9.1 8.9 -5.0,18.3 1.1 45.4,25.3 -54.9 -13.3
-21.02280609485146 -16.867607950786528 -1.3530086368363383,-19.206279492028635 -7.257295311225762 -6.618650962914416,-24.19527319898632 4.595377075230582 11.29155995150381,42.7016021790495 3.549706369608978 6.509330697766567,3.3486020261685367 -1.7926185937412429 -0.8741526937903197,-6.723239039200615 -15.181632321176316 -51.49365979234217,23.781708555066164 49.92424539342956 11.293652913273256,3.6463997255557317 9.434512361883929 -2.4836020690198004,7.892467597345782 -1.7469001404316977 45.30064601483359,23.543881091811095 -48.99772340909573 -10.820806127056198
-21.214399836529783 -16.480226156575835 -1.1437298873368114,-18.449286391658585 -7.046060059114956 -7.237611395337449,-23.218004167407656 4.439484097380968 11.519234123349934,43.686150050141556 4.387577138585353 7.340104740226308,3.928831594467451 -1.9470226230824816 -0.8574046071726421,-7.943066042767861 -8.930940784722132 -53.79672857830384,24.59838730513078 52.613426626758745 12.385503515735296,4.226055310980761 9.297827921445409 -2.407694908770762,5.369287290917376 -1.6625418169432304 46.81743045174336,23.76062864296777 -49.727699889359315 -11.106150450372864
-21.43964244312081 -16.605606509657957 -0.8302222728290466,-17.924841439668686 -7.034333086038343 -7.67822598739643,-22.78763069978891 4.414826400166156 11.760717569405934,44.91157737359852 4.853990251139443 7.738504526787367,4.203499400884944 -1.987775497848733 -0.7703313091423851,-9.331607759975881 -3.639224991459123 -55.03935137606384,25.04999550118588 54.04508729506528 12.954707675414369,4.5051282064627625 9.182989090180442 -2.572919593141336,4.24429586109873 -0.3412723604312116 47.57471161767354,23.942414279456944 -50.339697407377756 -11.358631862431233
-21.441621826980757 -17.406771316732105 -0.5862950253939143,-17.794443201790873 -7.3885707642410035 -7.813482863955554,-23.119036839884725 4.57809804167298 12.054539713536494,46.06138082413956 4.8050369638026345 7.6125561484038755,3.830928729281043 -1.8256677206941379 -0.586776382922359,-10.659579808674735 -1.677703869862733 -54.772584890223875,24.946005391151978 53.584898897342974 12.742986871914283,4.140916509388012 9.158301050315906 -3.064482507226741,5.112370642484617 2.3000933241626114 47.35053907619652,24.116684430905593 -50.89240574843778 -11.595324239578092
-21.04328543348973 -18.083172586765958 -0.46978696662339214,-17.505326441907084 -7.823060181907094 -7.557951362643768,-23.270598967526514 4.73471173943848 12.364787692830022,45.79817769605583 4.656402275172394 7.306474106274791,3.103075925977679 -1.6641239211252545 -0.3642100253348404,-11.34842689485453 -3.2392625629819274 -53.81586222133852,24.600333463220792 52.322233634631466 12.204865922293852,3.4148135905352297 9.122756684435235 -3.5873836396724172,6.495802665293114 4.655033216135057 46.81790341902106,24.220173830309704 -51.1946932946966 -11.731526059373163
-20.07832835223367 -17.718422297422954 -0.5240671482430942,-16.419065731933358 -7.997442327185659 -6.831658581850357,-22.161861287240196 4.659736027299083 12.64625253785368,42.6642544603289 4.891154515768463 7.2169936102350984,2.38910416711351 -1.7418991953805163 -0.17038588380531838,-10.778513250450018 -8.247528365120443 -53.14221225114052,24.388109238493374 51.55559286856754 11.881345265346482,2.684304800745379 8.954915687266109 -3.8007605106642823,6.666618284660473 4.91426339998829 46.7578503779752,24.17861586356798 -51.02518319827458 -11.670233280494527
-18.651641892851618 -15.995796289883774 -0.7169949356142828,-14.400028822222502 -7.772604932857553 -5.6571400564727785,-19.488816962841494 4.246782735353273 12.80305838320527,36.5083825526212 5.674658480432943 7.492424208432258,1.9524972108534373 -2.157629730627465 -0.08533289624345361,-8.801810812394761 -15.917173901582538 -53.24644551934279,24.529708815736512 52.04417233148923 12.088803216553806,2.2160229634244577 8.616735307900509 -3.5572220821020255,4.879158445748675 2.4247046349598547 47.52476277105257,23.947331671671343 -50.25871366226098 -11.359001109182698
-17.509169002686686 -14.016051451725628 -0.8379404507860957,-12.501082293974601 -7.485141311978921 -4.299240012470589,-16.782823518493238 3.6696754687484283 12.619563326064448,30.26759299451554 6.421293674424507 7.693848690317366,1.8069345815481368 -2.6787396635278884 -0.21809624225515972,-6.385074354876306 -23.78704994613221 -53.492963553055205,24.87970328799742 53.272361061093896 12.612657962287424,2.061844363372125 8.267307323320534 -3.1667036920984315,2.7097521234689874 -0.733694181949375 48.46448074700321,23.55158171428611 -48.99755532218576 -10.850713574547385
-17.48864272450854 -13.083819755202947 -0.6506823042113923,-11.945771464422801 -7.5400675227605225 -3.0576853227488554,-15.838971240985048 3.142655980700841 11.863093775035528,27.32249652610279 6.437456024609229 7.297953513625314,1.9299570118453926 -3.024993806083072 -0.6817196811859255,-4.655481979088718 -29.155257738695816 -53.08350510830274,25.239874471333735 54.540589561242946 13.161704341266649,2.2425197116340665 8.094054867664976 -3.004930429277601,2.0686850470547826 -2.087957764259999 48.777684435857424,23.026745471030413 -47.376865984049196 -10.21347351963984
-18.877051681414603 -13.902838199888278 -0.049161947427439005,-13.276296401112738 -8.142378549273841 -2.1508890227561843,-17.507567232427988 2.839446679736619 10.483283658216774,29.336690229737574 5.368216322840634 6.073712224092971,2.2629609778035533 -3.0420797642502313 -1.4585233941363078,-4.325266013605099 -30.221686074351137 -51.64683618733283,25.44793754700931 55.28038683336826 13.496518311916953,2.709057881287359 8.185702240358518 -3.262491066787698,3.8732434362162573 -0.36617104527239364 48.0233615981782,22.419004188823966 -45.55446235823706 -9.517789976264664
-20.453861148237642 -15.532046001090063 0.7163913601048558,-15.169847131643758 -8.949562349392274 -1.5746881142602005,-20.05281393535561 2.822858531623752 8.928787560810692,33.273881210011325 3.785682019360524 4.590160236121232,2.6484072082124483 -2.920366896877028 -2.1730048783379607,-4.970849837972753 -27.65463876248344 -49.98060171523076,25.439966181812636 55.28213080945907 13.519413531981325,3.2215671292010497 8.360810680677897 -3.6232106081907016,6.32262887475869 2.4159829121353837 46.74127637572347,21.804106216545215 -43.750184166512476 -8.840758308464087
-20.743163440229797 -16.75161828859171 1.335361059867448,-15.987629216849998 -9.526302246523505 -1.287192151185178,-21.300735794179168 3.136874709991693 7.732822012808148,35.301423242438474 2.4190732268929085 3.551917093152852,2.912015133871464 -2.9086322847854373 -2.3890518127184346,-5.97611074607752 -22.54100333940915 -49.08051277200703,25.168734981406693 54.39712304304077 13.156770606733993,3.507835564539139 8.392167902183537 -3.6850362715170224,7.155504514950526 3.6857469049967877 45.63741684815388,21.262816813305534 -42.19439582564305 -8.260594274728655
-18.930883036824213 -16.68852337943227 1.5645037335067968,-14.762715416624465 -9.520132327888383 -1.2804152664229507,-19.953957218880102 3.765930344271021 7.287176856316219,33.11124837564385 1.7922108837734707 3.4615312843320076,2.973134181752151 -3.156322476911041 -1.8413138270811538,-6.836744619640571 -16.080467430339365 -49.59139639996498,24.650995939590292 52.68893768220292 12.42816249072446,3.429403160650635 8.148778956910537 -3.1793287722871537,5.036426827134832 1.8800001810943512 45.21020509079452,20.885587338887095 -41.13971248426413 -7.865435171432177
-16.307522390632403 -15.57250661275227 1.3748176306450246,-12.664667142465932 -8.842046062132617 -1.6541856791954246,-17.50262652455401 4.505102129912498 7.5339153890874595,29.24333628365748 1.7757615464234773 4.178980095845415,3.0488503323472407 -3.4970201811944968 -0.8074510906388053,-7.4040222877587585 -9.8314147095867 -51.04229401347253,24.106944474551717 50.8961602313987 11.649507006836348,3.2731310560830513 7.8056130100800285 -2.2616940098285427,1.5742254496779768 -1.3538077944987237 45.29801843598648,20.793670246190505 -40.90950499420955 -7.77496806121739
-14.58096466467287 -13.852021722165578 0.7797918530372863,-11.286755824195193 -7.455290134304222 -2.5297113507017226,-15.98971609952217 5.1119133438161 8.325908213186983,27.199134553440413 2.1108554023687063 5.436802112602388,3.415295651180394 -3.701665830179588 0.32718464652001406,-7.59973485636092 -5.4233598752472565 -52.740960686834285,23.797122278114134 49.89124224584994 11.195492230152372,3.4102293789802562 7.598318110829463 -1.1718762849034159,-1.0383584334508875 -3.731504479366271 45.60833150287362,21.11442487525398 -41.84117205123453 -8.115135341702429
-14.925796379313816 -12.030953235509637 -0.11018800721821886,-11.730143006479043 -5.502792220114827 -3.8735952856590528,-16.832722290102403 5.4058640368224165 9.453676065097582,29.331561013890564 2.5414853936584194 6.891402348959031,4.2000473841298405 -3.618847843679734 1.2174029422974812,-7.416646868370959 -4.029240191235046 -54.06628011267808,23.885447845766333 50.21814659891514 11.303272709753506,4.048652647408525 7.68268853056862 -0.16588208668182783,-1.2162812732422636 -3.682565561435948 45.86313085183148,21.865174766368625 -43.96912812263118 -8.89977827687597
-16.54124149074668 -10.8185046476937 -0.8258259799783149,-13.273185875487698 -3.7930290988427355 -5.079774511078904,-19.132340886691402 5.436019926044245 10.476792061342055,33.73931078467233 2.822248275799286 7.917182534194532,4.980426866972337 -3.3847674164057424 1.6667732341613442,-7.110412709398199 -5.130802880122119 -54.66060062721009,24.17794159225638 51.20409449896887 11.700570613461068,4.791646864982502 7.918735386424861 0.44004598011004004,0.3745522031861456 -2.27986232776465 45.838156138886205,22.65566429626754 -46.20551602690065 -9.727508847315352
-18.169260167183815 -10.971407401321137 -0.8147442740781676,-14.772292532789635 -3.2885411681125563 -5.409623344239752,-21.452966639358095 5.304587386442843 10.901368761154743,37.53629673524007 2.7101954118705365 7.823265297591316,5.206380286044305 -3.2022033472539846 1.513300413233824,-6.997541419011472 -7.8183126191894985 -54.2272582775033,24.397776441406968 51.89465156729888 11.997182931917033,5.102478007874848 8.098000883539282 0.31572164548079484,2.5471799428601805 -1.2081684608000731 45.321589973362045,23.001290001135587 -47.20269124295684 -10.10082031673256
-18.815434447988654 -12.890233149344594 0.2624579631310413,-15.322526279679566 -4.573732378168857 -4.395173670856998,-22.642708865938122 5.117955914799871 10.395961923746695,38.482648728391844 2.052808113029323 6.212545708489345,4.520437213218274 -3.227827468696188 0.7141517319028161,-7.2961193993716025 -11.176219460587294 -52.658471998693294,24.327385161133485 51.55238004324049 11.889634744709392,4.6153255132004185 8.061496141235116 -0.6882625136801663,4.291049460407085 -1.7299365005569156 44.209053949160435,22.566234457725898 -46.02674716445679 -9.674644676349622
-18.624183055113267 -15.436956494531367 1.8251291278442934,-15.049932007682209 -6.599471284715952 -2.737688009940541,-22.77531326924045 5.000585938643428 9.33087589300749,37.1301300134825 1.0882217041763111 3.957004855572632,3.397080286127273 -3.4191312323881564 -0.25872858692647044,-7.799050918137594 -14.263854492072658 -50.662427780164926,24.005200842702934 50.377259488717506 11.449113251345343,3.7027086152209736 7.863936148975297 -1.940356022851455,5.35769104403753 -3.283207352554466 42.86030207925079,21.65743040656349 -43.531109595035076 -8.762443552951643
-18.04738106832764 -17.058170754138963 3.0442273232606256,-14.35889288944345 -7.875614268094808 -1.454090816454722,-22.255415577566072 5.0818165679629494 8.265868924215225,34.78417242686987 0.1600379586229438 2.2712441270208426,2.535397885602502 -3.67983255478901 -0.7944198939098496,-8.184452097765721 -16.133767332714143 -49.16760154614135,23.538770022902 48.82234782198427 10.847954703311034,2.9364791376146995 7.617730396733026 -2.5981700366670797,5.70437755901824 -4.813478114338093 41.760392088094754,20.75533645659816 -41.05173771768008 -7.855464489742538
-17.505313368716287 -16.57677880040078 3.270978600324888,-13.605103378382452 -7.275255795563623 -1.3321437294939917,-21.443853259738262 5.442650532823814 7.688352599461662,32.54977564879628 -0.426459366204102 2.0990115868904238,2.5086272555494378 -3.92248787364325 -0.4480012212890768,-8.186409002940259 -16.152388276420943 -48.88164863966223,23.020818541981573 47.26853820588088 10.232683158905642,2.7972205062286792 7.424929709189355 -2.0263840183075073,5.333552277811696 -5.509523905300328 41.29802805409147,20.25791344273768 -39.69351336596884 -7.359845891034417
-17.25895507980379 -14.71316134484801 2.765583805602465,-12.898735528532734 -5.503060643833831 -2.00408836976546,-20.48059614267046 5.92036629100742 7.720933895827914,30.521251866703096 -0.5592036607771307 3.0183193845720906,3.2554156306656887 -4.104223856544744 0.3884263227807429,-7.821230924583352 -15.268811530977748 -49.39877549396617,22.46933720625023 45.7328314593099 9.61966329529759,3.3053027850687156 7.335349433162528 -0.633783263028835,4.475402538981502 -5.786826131735922 41.37606545718263,20.147134508555794 -39.39613165940248 -7.252570991832166
-17.519182767130786 -12.78440394001677 2.0740914776133224,-12.272751319978916 -3.8396723165653115 -2.738786942117025,-19.436157225681345 6.275597688099819 8.371498727875982,28.475079716984453 -0.1868898196707237 4.177693108434635,4.514849058316214 -4.196183288358938 1.0595410989838772,-7.193978633003313 -14.929835782996195 -49.96303933847508,21.878814699555633 44.11779421979108 8.984328227128232,4.33637153321177 7.382378287518988 0.8425042299202875,3.4317349558665327 -6.446631748672809 41.744573692175834,20.274156055487474 -39.73286839043428 -7.375665473611259
-18.43081799701834 -11.899520267341085 1.642266464353594,-11.774210904887228 -3.3544680489020573 -2.937842987953241,-18.41870182027976 6.312214820331451 9.551424218902548,26.304552179262384 0.6755043883950804 4.858688835457981,6.020541392078584 -4.170421584620931 1.029426090834459,-6.403590227290585 -16.293941668364166 -49.95138113837581,21.246564168159818 42.3507319230226 8.310631828965349,5.738908015942867 7.591876533465982 1.7693674501466752,2.473053855660185 -8.071577034063102 42.16806127470808,20.486587000509548 -40.274063262820924 -7.571456995098202
-19.7492212989734 -11.939105822584677 1.3238208418651212,-11.53348662437157 -3.8696120829609115 -2.7865033434043633,-17.75860467186263 6.089244770140242 10.603159926363599,24.592575757099784 1.622219183885404 5.128353543888717,7.47426297509518 -4.004346363025418 0.4669368023364737,-5.512703440441436 -18.8181413279105 -49.525196496380964,20.586607018703695 40.50509694045953 7.632868486191694,7.201499672712669 7.945339626106492 2.127857291057327,1.6850996702003649 -9.954179985279335 42.49652237538485,20.61139603335152 -40.57352866447108 -7.684344655331714
-21.087471165576577 -12.334977340266551 0.7561716877204787,-11.711387312092697 -4.751623581236566 -2.756303725021991,-17.867420433158582 5.758931276579018 10.661308754829,24.173993881257566 2.1047301581056814 5.340698079613605,8.566150741516624 -3.677320564530067 -0.20159628989961342,-4.570694370677842 -21.337848384616553 -49.13246630398205,19.91906869673192 38.70773359228733 7.003723513555556,8.354319834547116 8.408055199006368 2.1233967870828074,1.0861129253095667 -10.915638905332935 42.6111816910189,20.46801133699698 -40.17903904896501 -7.559484313896846
-22.09861868955043 -12.606367190601482 -0.33792110884803545,-12.450022989794864 -5.437289375287216 -3.2528827939623195,-19.08721825390666 5.460550503662212 9.071286759327107,25.776806564048268 1.680234333043441 5.780961292605872,9.018830936899015 -3.182809503853378 -0.6038811719190036,-3.6664700116817377 -22.758352500958495 -49.14895599585105,19.280601809887482 37.111947685766445 6.481130181187123,8.867244767580152 8.938758821300063 1.9349004342178782,0.7261523892578201 -10.006465797990266 42.40097869827829,19.935741194808898 -38.792503096315194 -7.0948049551579135
-22.713882235303654 -12.882234937222805 -1.6426953257309367,-13.761748708082628 -5.854485534069577 -4.2227764068623985,-21.2782190292418 5.24265706902426 6.64000407001615,29.38680768285695 0.6392522694008633 6.2553703343008324,8.779958436629043 -2.611883282628206 -0.7443421864130593,-3.1627285317250244 -22.47501724439151 -49.44758555359618,18.822207143865374 36.0536811352628 6.1591632108608705,8.685594249403774 9.450994507753906 1.5554826423352335,0.8762307913967642 -7.869430457224051 41.80793990941793,19.308495540831583 -37.18289721970629 -6.5535538454768405
-22.982158538512977 -13.549484590658858 -2.591519728557935,-15.604026813702506 -6.138842911113135 -5.418297462521888,-24.096798257762934 5.115425935668744 4.79265434601434,34.67580159152035 -0.41746372154255873 6.367506961653591,7.89238624090019 -2.0969036047755956 -0.7867731339229244,-3.5379951670809433 -20.09053143163295 -49.688546719599515,18.7432603606322 35.94613986786615 6.147186927398343,7.871214144982743 9.839188033663099 0.8996552905936304,1.9008352015628756 -5.820905657884865 40.796550251176335,19.05558110069272 -36.57061971280259 -6.3535257655918915
-22.952211259776348 -14.906410968252622 -2.7020602647259175,-17.864427847185844 -6.4118997593389535 -6.598202589890543,-27.137765415809184 5.08153881463404 4.77249739440728,41.150108649668525 -0.9337182892351505 5.810332389936924,6.441680918133362 -1.7569325383352263 -0.8751775870675648,-5.146685276433454 -15.431140089520035 -49.59278724725416,19.207750604700585 37.12766827708973 6.534753870334884,6.524459029265373 10.011562725245764 -0.08540454094529912,4.037849850404005 -5.002854047323305 39.41310468238775,19.568902513994185 -37.972785192659195 -6.843039906546388
-22.668282091244595 -16.520107961337896 -2.187761071680274,-19.86131833826382 -6.674035501510711 -7.579543916069533,-29.499070718133883 5.083600367007633 6.318890964806665,46.9737070909339 -0.7262687430883962 5.012685283505684,4.859471824092561 -1.6012086837157549 -0.9872801800302254,-7.3262277452303755 -10.14281979049727 -49.38365897276946,20.089253223601688 39.322961201251616 7.24916741062787,5.056782603626695 9.989584586814214 -1.1834485933499816,6.488464975458385 -5.113167645930483 38.3713851114001,20.603101583559436 -40.733113052750404 -7.798496928494427
-22.172404618032104 -17.600619223349003 -1.6018193690157578,-20.635118741600692 -6.8664669040106014 -8.207839644641913,-30.036044722920657 5.03487923389365 8.43682750681111,49.655100629727556 0.2060123622390928 4.7627381216945075,3.746373057522713 -1.5853431172763122 -1.0196104439597793,-8.917450252201427 -6.760134030467552 -49.52984096172564,21.11953259114779 41.957064350946325 8.138503579417224,4.031550326046453 9.85001676976535 -2.04683937524929,7.947646295527589 -5.144589256476023 38.71111172924307,21.601640463249957 -43.37819275491822 -8.717025898448595
-21.50622959641672 -17.44444091243469 -1.4454951151055386,-19.367187692322503 -6.933337270059564 -8.347410732489417,-27.797356512135977 4.860305259962593 10.173416578716719,47.07674311430524 1.8116012247903004 5.733384996242876,3.6318403731908764 -1.6676066520751152 -0.8822733092057118,-8.896602073270397 -7.49190943493792 -50.43625100448779,22.041482298705468 44.46734468015749 9.048885080385508,3.944686970325576 9.664448230791157 -2.3628057552131287,7.280822195716151 -4.155619553717661 41.285344708586514,22.057983310715258 -44.567504398204754 -9.140354741989732
-20.70783900858066 -16.21019008787436 -1.6938936675439171,-16.624371478970595 -6.851065763308468 -8.043112882716466,-23.723175142875217 4.599859649438099 11.032575131782446,40.791806107756635 3.5401685676474837 7.455611001669598,4.343928171131733 -1.8355942114116062 -0.6224005796375858,-7.586265015760597 -11.328658371302472 -51.87314999515699,22.715273705213015 46.43037723222986 9.812689030344321,4.6279020701822375 9.450641555972295 -2.1654424427584638,5.0403168892530825 -1.8889853293983756 45.11495978525573,21.9710984147117 -44.303359730022564 -9.061204267725856
-19.81330926459629 -14.540976687554293 -2.026433135432232,-13.75212980799228 -6.614209867113339 -7.441258332854722,-19.81665082329187 4.358179925981648 10.774935768743914,34.41632334236471 4.5610674692195055 8.818673632054855,5.316518803158658 -2.093380219969212 -0.3641301313721177,-6.0656299923358805 -15.452271774474259 -53.2541356890618,23.066985681110758 47.500968917815136 10.25456783029967,5.539630885088125 9.196110101602478 -1.6837750782617749,2.7264527351102212 1.5280666802606562 48.1911855646312,21.624036205266567 -43.342712184292566 -8.725743309759393
-18.869619967084567 -13.064432367305658 -2.1352745526493604,-12.005448811340617 -6.238433273488543 -6.676146629112858,-17.925102637258313 4.22620247458812 9.238390396414651,31.291702758213088 4.145236596277044 8.807125297151432,6.007862853558876 -2.4401231467506137 -0.22967601219417036,-5.333196739810074 -17.257761032121373 -54.020642661012644,23.04540797000283 47.41180316856049 10.23220300260076,6.16384957734497 8.891559680285805 -1.1518861290674747,1.732524301926562 5.864115225574679 48.69189245420639,21.293300468466402 -42.42570782233144 -8.3766541972578
-18.05075963187482 -12.165613811648873 -1.8989447713961103,-11.486892616643527 -5.982414252057571 -5.729312495439202,-17.946880327090973 4.127228546643928 7.125779640097697,31.300120615201834 2.780789266501225 7.596290574973992,6.210453997832386 -2.8157028460608187 -0.30893167299675556,-5.35160830603954 -16.851498930645125 -53.98382138508004,22.854823053157148 46.790763397464374 9.988238331455559,6.329707826279436 8.56871932329695 -0.8374411130453736,2.0850616930246977 9.726424808881639 47.0977845870591,21.142561357717838 -41.99953959623428 -8.183320418510302
-17.61265800912437 -12.073077723613569 -1.3162066556938927,-11.555527284222395 -6.261614670901423 -4.48373270593671,-18.522934059908916 3.876407694433246 5.69797555637967,32.091990798919085 1.7411127659025272 6.129734152093282,5.932426615487437 -3.121754904657953 -0.6709385666781409,-5.415213100843565 -16.089123674984464 -53.1933487219539,22.86434743614087 46.843281392590654 10.013680350658355,6.0890479028471916 8.285784654601299 -1.029772032275219,2.9288114857166283 10.973024933824462 45.375265274063665,21.262693134376025 -42.32239845214682 -8.267835887045987
-17.784211769808753 -12.971595617653026 -0.4018981646982292,-11.589653112642154 -7.4418329310316205 -2.849544827208332,-18.358814269777326 3.3093995412195936 6.119738611245113,31.440286481011732 2.2117154894585656 5.30600808684272,5.199647788459797 -3.2668539702731243 -1.3653747412820207,-4.864805151741429 -16.722682933132603 -51.73097431924279,23.411744575102816 48.671744529858415 10.757807449101122,5.5053698990160855 8.097065669896852 -1.9795834351544994,3.446664828550433 7.706442491241332 45.37708397344386,21.728773363447146 -43.608624471778136 -8.734684139526687
-18.394238869685104 -14.465843970929019 0.6309097567945303,-11.413112235966649 -9.15240143821176 -1.1426659268464658,-17.365388013966452 2.5762011687323247 8.07079493166088,29.368596387372854 3.9556967307546254 5.209150077153331,4.237168926763846 -3.2663111069688866 -2.174024726250769,-3.8524136311863315 -18.63412788729862 -50.074280177939485,24.35437686679899 51.791254471729594 12.023721353449346,4.7541201995351505 7.995917751123919 -3.3883132764861603,3.5659305820749507 1.649575832777478 47.00600763953247,22.410429822289643 -45.49916888130374 -9.451359155391788
-18.975810736083492 -15.731680913336172 1.422608207598683,-11.179100603160617 -10.478241578288424 0.021026259419121673,-16.34451752996684 2.0591744623247394 10.13310229638332,27.56421118972112 5.684681316632081 5.321091822111532,3.4172826489700205 -3.2143391633467315 -2.680640576164441,-3.129749646025962 -20.322995403567756 -48.99345582825394,25.194484227924086 54.543558184402016 13.136856528065529,4.0934982229963275 7.930637358753787 -4.5513701921981085,3.7642067015830145 -2.7984226168563304 48.72333550023115,23.025417521349787 -47.211121909019646 -10.110167291855543
-19.077179845135404 -15.977112005877327 1.6284659323852335,-11.0395869434459 -10.543236399690699 0.056437495218095726,-16.079501853804025 2.1233996180253247 10.928380133768464,27.655693513610885 6.1487868039531675 5.1385298059656055,3.0983520368842314 -3.2025434598822002 -2.491115343842446,-3.418132277380336 -20.338965836252928 -49.218478486953444,25.45012014682176 55.324755037580694 13.44487623692153,3.7727658273669045 7.852075064035737 -4.790875466865142,4.490964980722198 -1.455759071358727 49.0311286396978,23.30019908720146 -47.98551816350859 -10.41262215014808
-18.629547705049596 -15.140917117173004 1.2208735346396093,-10.991582918738096 -9.366970148608221 -0.9666825412608676,-16.67047387617125 2.7403621424619984 10.212545064112003,29.579223701691042 5.191560729399966 4.658271922157173,3.3377510089112885 -3.245344110538094 -1.6751466538590756,-4.6691398994225555 -18.661252509189314 -50.664189927121825,25.057344859400974 53.94849165558625 12.874290230151592,3.8528204614776875 7.773602666218645 -4.056360287386455,5.485225643556796 5.008948935379394 47.722495040320524,23.173679737982795 -47.650103688926514 -10.290796842851563
-17.88803028118198 -13.779995874144358 0.4404566730193897,-10.901030962065233 -7.72664895544027 -2.424689545304277,-17.639715722853843 3.5486285387555805 8.70086557166954,31.83949371947816 3.5814198646557553 4.300141405734086,3.9382641430902847 -3.2918747233112815 -0.6947376166320229,-6.183271702544337 -16.478228078160143 -52.55595595343575,24.3057863544046 51.42743597105435 11.84122105132038,4.235233005293844 7.761475058465498 -2.828045621538245,5.885078985584456 11.824401219512618 45.68256465128378,22.76445760383174 -46.52888982908267 -9.87178145009243
-17.111597669840886 -12.457449813653174 -0.4711987915911502,-10.636910707078583 -6.401643539366131 -3.6946624232094556,-18.50291281342855 4.186098197759583 7.124054206274585,32.94971598538542 2.098995024466153 4.480507543762496,4.694084761388616 -3.2896778038243877 -0.008881884858397058,-7.2610237758091 -14.987504617524005 -54.12055933962249,23.492298272485314 48.795476427654016 10.770238901730037,4.813314436507259 7.880963369983379 -1.593929298965641,4.8592016913964 14.279420447263337 43.80464610395354,22.19921981150005 -44.96870480253386 -9.291288172194315
-16.421612246375656 -11.448801200229372 -1.4348207873658132,-10.22350589543838 -5.701009126313137 -4.5474967749751105,-19.02728208835614 4.5034958850506905 5.892585084450503,32.58503623982762 1.1582175677997388 5.252092456648966,5.387021006144831 -3.1963838856887676 0.25647532540028917,-7.647315733534119 -14.761443164846757 -55.08619610713083,22.828951141353006 46.72783037376871 9.934736902282218,5.410136032149644 8.13991502327822 -0.6482511343469934,2.649404060378021 11.766729253038113 42.413777811613116,21.657285186318365 -43.47207315136318 -8.738753253576135
-15.806355031303058 -10.751452444974735 -2.5281120023634345,-9.835295918880758 -5.478955657332601 -5.134950980596831,-19.223298318029236 4.557371221188513 5.107227574488658,31.544313773879992 0.8183813372772437 6.315932637839402,5.78690322896477 -2.9793797024075617 0.29748218690881195,-7.516872178071364 -15.767720263924762 -55.66598241032627,22.4458211684954 45.552841923000734 9.461903800031486,5.7808397811157635 8.490642586895435 -0.09786625956993844,0.535331146955569 7.647959603199881 41.285420227774374,21.368873024210192 -42.69209438200128 -8.455569823964243
-15.251951253849983 -10.349359075665575 -3.827540331982201,-9.647983741883362 -5.567968854745997 -5.621504114357307,-19.115763247059864 4.415195124583216 4.848761349303728,30.658854311478024 1.1144568343866013 7.358565250294103,5.674950311974748 -2.6096114963888697 0.3203149454191769,-7.064963470886907 -17.935931590302843 -56.08787217794293,22.463663969979216 45.568709012423795 9.466674283009867,5.689044407718982 8.88305238524056 -0.032962839970987014,-0.19008709049193903 5.387837622402864 40.18914425487897,21.557675118912726 -43.26374920544714 -8.676272814652506
-14.83578532933744 -10.169023508200047 -5.197082983052551,-9.70070924539411 -5.713990122344804 -6.092285262873055,-18.85093852335534 4.21387422525577 4.994779189223398,30.384707138148716 1.808962833005659 8.063386112927567,5.162064429908609 -2.1457417728071877 0.44379029972257256,-6.5691257928184275 -20.82527396196817 -56.441087814131755,22.837636900884522 46.63075212454213 9.889867612173425,5.21076001883572 9.263317181076255 -0.29388858658651323,0.9565032260239281 6.806374372263133 39.35501545832018,22.208425598802222 -45.148184334300694 -9.386061751528922
-14.736136733208482 -10.073428687996193 -6.265790009139307,-9.881629805334232 -5.567278504751741 -6.544695119390845,-18.709370405171782 4.167082442060545 5.198232886407501,30.763042527947587 2.363198749114107 8.110318012404733,4.723641646307938 -1.7434110834784948 0.6901412826791977,-6.397847426587659 -23.585435668485484 -56.66147181563113,23.33981386778098 48.10465174705003 10.479803123430791,4.767372882080956 9.573481956252875 -0.4447706047646403,3.56339838302745 11.90520369374379 39.52221677230583,23.041669867315377 -47.56156370528373 -10.294473930785076
-15.13003380031883 -9.926372551411541 -6.662151120740698,-10.070548600295343 -4.786935910825541 -6.972510065251616,-18.97295717402238 4.485028415881116 5.112295894688537,31.81339929414463 2.2401576415745765 7.195304865174879,4.840307688900269 -1.5582937031870234 1.0758756949145742,-6.9118168185723246 -25.35512605214719 -56.67936907516502,23.736246048473287 49.33957043852533 10.978290124797182,4.786411344869309 9.75711259996215 -0.05023796241675104,7.162812191513573 20.54835932254969 41.43135596301386,23.769967971588873 -49.69911442772198 -11.103735230092806
-15.957489967231904 -9.741868622902192 -6.439331689826239,-10.12746421419657 -3.5372014476414924 -7.403036416428453,-19.718632886988242 5.105549554554209 4.823960853363788,33.549405617841394 1.5356726520116493 5.607548192997006,5.493464716958084 -1.5635221654072937 1.590878925070862,-8.013743742970593 -25.647049867870404 -56.51446834332761,23.91938819276775 50.00768657402457 11.253541677665767,5.265820572635219 9.82129123266298 0.7832516788981121,10.929444143296017 31.006996583271583 44.91042214348325,24.314111485422607 -51.40114735189868 -11.770724586536712
