-7.5 8.6 -1.5,-8.9 15.7 -2.6,-21.5 6.9 -8.5,28.9 -11.7 12.8,6.7 -5.2 10.3,-15.1 26.3 -36.1,25.8 56.9 14.2,4.8 5.9 8.8,-9.9 -37.5 15.9,29.7 -81.4 -25.7
-11.576305966826098 -0.3683621227430354 -0.9427032529883076,-13.188336511385614 7.926216942095983 -2.4071169563839776,-19.862861473647527 5.075335516952016 -4.717557826267879,29.234686748752125 -7.178821640684636 10.925751994801773,7.218946021839484 -4.6432436495674505 5.321098599346841,-16.067390825766736 27.6325874155572 -30.467142554289495,28.169627088686305 67.83564763420013 19.124939952093484,6.318928790626842 6.443091905632395 3.8526598972614994,-13.481034157559494 -41.755673872424445 22.02920278654865,29.203302847873996 -75.18640926642425 -22.69466873101253
-11.938026274475058 -1.2366614909706803 0.33795853840658097,-12.623877691823262 6.296713827233587 -1.4001226848185517,-19.484115695074948 5.410670128989543 -2.950833334309532,27.84632403403357 -6.851800829376297 9.823669611783032,6.211616957042223 -5.115027592524108 5.370613845401231,-14.31170368774313 25.33035804725158 -33.791051670873,27.47355536420931 64.45198118307604 17.593463367750505,5.3469444225560485 5.8960112321017 3.375519272447249,-12.579624645390956 -39.01945318774812 21.7289808777704,29.007610572349787 -73.59438765034021 -21.93349753622736
-11.990833899446194 -1.6757988203270886 1.771954689472644,-11.6107568348094 4.5304300148887435 -0.07177119001164098,-18.991034795081536 5.585589605457002 -0.865848167257825,25.722599472821337 -6.436078855313917 8.910921192318698,4.825737776228614 -5.738270369202772 5.433534249991103,-12.278023559101145 22.853407148186 -38.01026057872754,26.473430271769715 59.658329156046065 15.424863513509843,4.012555539404426 5.201169916932127 2.8414891629701042,-12.414855071967056 -35.970349240270906 21.5389052924953,28.7017019754403 -71.33999225079349 -20.853717102615313
-11.338372277922847 -0.9959477342799197 2.4087626252430323,-10.684250775135657 4.205449744103944 0.7646439729006146,-18.674190220791907 5.454194216318667 -0.008675877220209348,24.277575065639542 -6.315736455401456 9.014256196234369,3.927635534886156 -6.1301505354109525 5.648220023748897,-10.990957818996547 21.11735644155932 -39.782344648366816,25.9919764465687 57.36279380906609 14.382011455552403,3.1241469842493284 4.766003861140481 2.7287313715831467,-12.513881224830829 -34.56838754711769 21.507295782172243,28.61344413935221 -70.96392037890712 -20.680294893601275
-9.88429305229956 0.926250121692273 1.722487187444342,-10.217343672549248 6.011385146616715 0.6118566405701917,-18.72592180461214 4.97801424852651 -1.1947305188799833,24.40145228072285 -6.672164389489133 10.457267109006295,4.020420875310205 -6.051169174644463 6.024037964390512,-11.098112967371062 20.779556717556286 -37.38683903540087,26.475596653565646 59.678068226816485 15.418870503242617,3.161543720052841 4.846171119472998 3.2368526181932333,-12.638390753345151 -35.84618459944444 21.631151780138225,28.914529967601144 -73.73982956295919 -22.026844421517865
-8.295056645346223 2.7738365639439433 0.26690209064033904,-10.170370049382463 8.378795733137817 -0.22385976608545735,-19.088803083672286 4.391734384603921 -3.381632031423636,25.652450975638423 -7.1713885341017125 12.284206218094132,4.683680804697772 -5.626243010647642 6.2423728146541375,-12.288523122078425 21.840672277991622 -33.22731663798224,27.413847741759458 64.15179076593583 17.432653761655107,3.7691656900401873 5.311415390319289 3.8571981198077174,-13.146398206504559 -38.47830223069348 21.77698432488995,29.379559776543175 -77.71976855043712 -23.95253451300082
-7.356360518275065 3.004815973505046 -1.235303886966507,-10.43906477500329 9.385067613890312 -1.3104781922935274,-19.666301252075712 3.97274080780431 -5.236389226726275,27.38033590565574 -7.398840878161798 13.339320845877864,5.352524988961167 -5.037325613836183 5.933395583490925,-14.101127306055862 24.198336017945287 -30.352311678797626,28.146624047719808 67.61757695256578 18.998875116876658,4.460727752510813 5.9710728814105 3.9703975731412258,-14.48903216130585 -40.77044332864632 21.790913835965423,29.721024265016155 -80.45195102636237 -25.27343115467927
-7.594055014088722 0.6953377175205528 -2.245180285159079,-10.939502430024323 7.8105220637644655 -2.3041527267854574,-20.36698576568034 3.910173669110511 -5.794496829428057,29.080430603398813 -7.071448168528502 12.868882377122361,5.629969943584025 -4.4337348086678885 4.906084141500473,-16.082372083935287 27.500009721561792 -30.801805378612286,28.222226509623823 67.913342422932 19.143374855355912,4.885554211250113 6.661917212499048 3.192231484495384,-16.790821793893112 -41.50464881460356 21.571476001660955,29.73860255713651 -80.2659204969392 -25.183169667362943
-8.76765935244227 -3.2554394270811233 -2.765650621749691,-11.647742688885767 4.508549699699039 -3.121097893926149,-21.11447347439994 4.132921316418852 -5.178174040517695,30.677334947259055 -6.293936432876968 11.304796093412072,5.614216604552067 -3.868540333289159 3.4967466760218517,-17.800844973460293 30.655360158004434 -33.641393249227654,27.803580796618636 65.83884605724776 18.220078557079567,5.092903529066828 7.301639363209921 1.8319780803256553,-19.213101893400836 -40.86775741110757 21.17178760420553,29.489106526258144 -77.79548831516442 -23.988898325162094
-10.496114776772913 -7.613938615716927 -2.8990413291337065,-12.550849063450826 0.7128309164920146 -3.7252344492667597,-21.835141565213096 4.522130761445648 -3.708991911557458,32.17439649804284 -5.24217070970279 9.296463354295868,5.494303956271486 -3.3771559012165104 2.1384263580938025,-18.829195092230044 32.438710865671325 -37.39104096865886,27.16636109892895 62.737175743812756 16.82653957222672,5.20539923640556 7.822774025429273 0.32613279521167154,-20.740516111797156 -39.30430797302879 20.67332222445544,29.076517213743184 -74.0971673278106 -22.202031407701067
-12.398362530517915 -11.14658300380397 -2.7476788397065133,-13.635885065582734 -2.3429538910587615 -4.080483148358485,-22.455367225098417 4.958949015907222 -1.7085214941095994,33.574962816556635 -4.092016037501524 7.493285519322566,5.459270983148482 -2.994995225966435 1.2641663587550078,-18.740071557843773 31.624385382960757 -40.57071421492116,26.586241606779474 59.95141937092667 15.56031125097645,5.345664863710924 8.157855891043287 -0.8888089362669945,-20.35770810105033 -37.25883935523765 20.157553443266963,28.60481566095375 -70.22747038165024 -20.333983194604162
-14.093343857114547 -12.619795746759326 -2.413889585863482,-14.889914207144727 -3.425124328155409 -4.150764746752505,-22.901527641034523 5.324523091519903 0.5016661602636598,34.88238146360689 -3.0193374547687277 6.544663948040989,5.698156669589257 -2.7574720210554293 1.307009849044173,-17.106123487900675 26.986707248270868 -41.70037866602982,26.338896510394918 58.82466482688919 15.018946943507846,5.636323941427538 8.239419651938139 -1.3763516795307544,-17.04932151312851 -35.17589041260456 19.705954841496386,28.177982909251977 -67.24291032345585 -18.896167965495685
-15.2 -10.8 -2.0,-16.3 -1.3 -3.9,-23.1 5.5 2.6,36.1 -2.2 7.1,6.4 -2.7 2.7,-13.5 17.3 -39.3,26.7 60.7 15.8,6.2 8.0 -0.7,-9.8 -33.5 19.4,27.9 -66.2 -18.4
