-0.9 -12.0 -2.5,-1.3 -11.1 4.6,-11.9 4.0 6.6,23.6 2.9 4.2,2.0 -1.7 7.9,73.1 -39.1 -44.2,29.9 84.3 27.2,2.1 5.4 -9.6,53.2 47.9 49.7,26.0 -122.3 -45.5
-0.8485229943532595 -11.327118387768806 -2.6741504454530536,-0.8951286510253292 -10.56520036142045 4.306175928638445,-12.556805404329156 3.996334468861025 6.577370102106822,25.05294008693897 2.88973403910578 4.531495212324638,3.364461798698829 -1.6943913019059915 8.063907112326909,74.64576615296593 -33.188754530396416 -41.09803455672885,29.89150220038575 84.10943207939293 27.050844143815393,3.4228697255733107 5.475439150962722 -9.28311266999321,52.821146754357706 44.68474446646896 47.8536915196858,25.97113786356928 -122.50602335840564 -45.688502933102306
-0.8787105340263235 -11.2695006333829 -2.6344312346377863,-0.9404701624711187 -10.461781971629877 4.273809701677127,-12.46336737062961 4.034952841641241 6.53192880416535,24.859652050122886 2.8068939897847818 4.562469495900705,3.0717264575811063 -1.6941164833173887 8.180934215639072,74.72622237871171 -35.62459149211915 -42.92820281132406,29.88950097547597 83.74567800159471 26.871626253461933,3.0911632077084312 5.432682329468353 -9.210435753047992,52.86930526816958 45.158753821004204 48.132217354374355,25.97444706478973 -122.62494899555887 -45.727368302553145
-0.9028935431776407 -11.187145494824463 -2.595638019952289,-1.00944439495505 -10.394176487534958 4.309092646758479,-12.395193150366635 3.987636347632343 6.497304161898827,24.68353056083806 2.8070176571894927 4.60669436572521,2.892298446250103 -1.7014889885550772 8.192914022539274,74.4365270246132 -37.571356237167706 -44.56612819332111,29.902926492470687 84.10272324216008 27.05117224983659,2.8914632979512276 5.396624349572628 -9.204296988610873,52.901885722864066 45.40442239751928 48.18497765516404,26.00562177406783 -122.5818590164509 -45.6894515616779
-0.9211109567989515 -11.075697210804762 -2.5669727410191823,-1.0788310276772108 -10.380156695444994 4.424117298291076,-12.403777957769027 3.8385405347870094 6.497978137231115,24.634873774523065 2.922283678966955 4.653105913849383,2.977739895281303 -1.7199317345606129 8.056374966468267,73.70650119148965 -38.09219636015898 -45.35786408448876,29.93552891418086 85.36310721334978 27.67756172390912,2.988972415009264 5.384132354518329 -9.282289085925362,52.88187928645988 45.19659362067831 47.893817214634176,26.05796413580251 -122.34549034689181 -45.56626564133191
-0.9230617656643246 -10.99265248159176 -2.538241026697132,-1.1180628804977526 -10.419408613063325 4.601178374048707,-12.481670686496457 3.648345312117844 6.5352860257626295,24.718027996604462 3.083919601553374 4.636261844036651,3.1804145118684493 -1.7531046929046425 7.8281601508411764,72.72575746740645 -37.73042168024164 -45.4870834168818,29.973814220429652 86.87296879280157 28.430248163602375,3.2299490875832753 5.388960651417834 -9.400939492169842,52.782853172368064 44.83475788689761 47.55057054510257,26.100313417374778 -122.08530969080817 -45.43866855316968
-0.8966960098209071 -11.005979934919209 -2.4959619578530448,-1.0953342609459933 -10.508546104870033 4.817515371248568,-12.611423207607055 3.4906990132207927 6.606633670154612,24.919366673389145 3.206043890368099 4.481517538809536,3.301980747778742 -1.804706373380647 7.5821192538164635,71.72794808212855 -37.28023861942816 -45.27947462554079,30.001366740433543 87.83673354770069 28.919450061160195,3.4065973611482443 5.40094488482748 -9.506424442730113,52.580180307119996 44.70730150617146 47.51652425290413,26.097367792466386 -122.00478694416348 -45.402651924333085
-0.8416972154508432 -11.140552008038732 -2.43288976968456,-0.9986099770770103 -10.629456650708644 5.042899661817767,-12.769752181748949 3.4201043308015726 6.696488831010236,25.204043071891533 3.2249927943903827 4.163648728327487,3.2169812069082613 -1.8738962607191585 7.384693387300398,70.91821864187106 -37.32057146867306 -45.03160996665436,30.007962796896425 87.74960547317082 28.896039274912884,3.3807130401904413 5.4108310197923 -9.55305048479129,52.28333830088816 45.03047009155012 47.97363520808961,26.032493025295622 -122.21862865838447 -45.511277132155264
-0.7950605381867228 -11.284198398176072 -2.3616060330402764,-0.8787235855155578 -10.717198902197044 5.22335452437954,-12.914818726394229 3.430182217027009 6.74817711237354,25.469731837894287 3.147753492583942 3.814584240910717,3.0317247769118 -1.9454000712662298 7.278764963288516,70.41106577073631 -37.745763056190604 -44.947474372930536,30.003068799841824 87.03144274047679 28.558155100676636,3.23538864316159 5.412259774064624 -9.520977963606896,52.01025516843073 45.473114404816315 48.53360480908792,25.948416455389218 -122.55928042834687 -45.681090493172256
-0.8011807042982805 -11.297570767674866 -2.298624486658764,-0.7989767209667178 -10.697544791920041 5.300193826214206,-13.001104216198014 3.502479285825515 6.696865129814726,25.600725737607792 2.9953250281832378 3.597419295192123,2.898484609005614 -2.0010810201085993 7.30254380119752,70.30300736740107 -38.31438719256623 -45.21268853641145,30.00005610054738 86.28548233373033 28.192639641458445,3.097604785381372 5.399446015815425 -9.39549496052059,51.900366517606216 45.59552625502206 48.69504209269214,25.899638016652187 -122.8032095371198 -45.80156451638979
-0.8894928962751887 -11.097412481603552 -2.255631959576176,-0.8018613778340079 -10.533227476382486 5.241203862984149,-13.000566772564092 3.6180910275403315 6.509889821676747,25.53082777042279 2.7928664256029307 3.6179969835947277,2.9290640853890437 -2.0270498409699083 7.473191523838546,70.63772557403675 -38.79469101036396 -45.88996419246169,30.007024321843478 85.94735063932568 28.008678081431114,3.066918317734036 5.36983577158004 -9.180997215778103,52.044334666789695 45.13536066447508 48.1600684390869,25.924592062408227 -122.78492365541061 -45.791110902597815
-1.0340212544272123 -10.80823391660006 -2.2264361194684272,-0.8527894019915837 -10.32388668943982 5.112226383596148,-12.94989942896943 3.75644194385528 6.273748920128206,25.377229791662113 2.58094552760352 3.7700951091887505,3.0853641506619307 -2.025150329879001 7.729905978718565,71.26319574019023 -38.99075220356453 -46.58675097200778,30.012546290045368 85.8318343953051 27.92780974682231,3.1413068323908133 5.332843471145253 -8.952656377563772,52.35216276182034 44.48723657332454 47.384627083561114,26.002205077537642 -122.55391551061277 -45.67533384456198
-1.1959631785444025 -10.602640078840333 -2.2007059036346734,-0.8993298587862633 -10.200853775031552 5.001801353879616,-12.900780281201023 3.8965697301949516 6.1025239118096355,25.29957514603968 2.4036970637402963 3.898401865234601,3.2945858124671736 -2.00086822677753 7.9938376878220145,71.9820903272441 -38.71494264896654 -46.80511285264152,30.000674700782646 85.61000622136032 27.804988701495326,3.2952340018701243 5.300654031855962 -8.802027547078888,52.69203433574061 44.19784921145274 46.999158562900405,26.097628458826797 -122.20944331781399 -45.50465082543453
-1.3367896535112744 -10.603533005862012 -2.1735280872557246,-0.9001722015293072 -10.254508800950308 4.978338909992076,-12.894861910501755 4.013722748929735 6.081193829390592,25.41415102696394 2.300558505834916 3.8868290451986622,3.490522041824825 -1.9615129193081051 8.192185304738468,72.60080944376672 -37.889854301369766 -46.22650081039859,29.96243770180286 85.07441882479078 27.549731179834716,3.496759128143166 5.283463797161451 -8.794688325137603,52.943867802028755 44.626325023699216 47.43056280911789,26.178193647558057 -121.8543003873239 -45.330448149496284
-1.4191535416492216 -10.71909975851383 -2.1633943037398304,-0.8620455461109123 -10.398323844497337 5.023289072283839,-12.930487048006773 4.066779584513504 6.169016186340425,25.649947666074056 2.2906753469316814 3.788732937204404,3.635442846471963 -1.9222718853829255 8.278275186737687,72.94185649558415 -36.91422575483985 -45.30731098544443,29.91899713467356 84.54241437504284 27.30725996439553,3.6862748705151476 5.282878545211981 -8.883994476658263,53.03827582137266 45.32150027684402 48.226451908726155,26.22064979618788 -121.60655150938497 -45.208297392285196
-1.4060267815244483 -10.79955992459855 -2.195114890990685,-0.8046484709554002 -10.498010415320122 5.094624885968848,-12.99430588897198 4.010199406067413 6.291306947718955,25.885389974646397 2.387714772269054 3.7032154467900296,3.699306295238465 -1.9004594828943315 8.212487493214422,72.832082360991 -36.31534284268582 -44.71315460674041,29.899650156491873 84.47301458097337 27.2864324904642,3.7967046125670385 5.298184824404492 -8.993004782400142,52.91955718597289 45.613453912116746 48.69705304258421,26.204288594852507 -121.58838437761139 -45.19490004399408
-1.275894302901611 -10.740223270952079 -2.284130110441435,-0.7499473839477087 -10.456858078347132 5.15241566735375,-13.063869617905118 3.822732587193606 6.3852289195387195,26.00505619690941 2.5906004014698976 3.7097007063805414,3.653617813691567 -1.906859739495697 7.980432464596362,72.19062701783555 -36.49605753207307 -44.935223174310124,29.92488788217572 85.1671705281463 27.62252519092264,3.769522874512952 5.32753950024072 -9.061057266219217,52.571955851512044 45.039109971024615 48.34209153643103,26.11823709205996 -121.87595544761263 -45.325333226785965
-1.0854613184563264 -10.663759878146964 -2.398633500970782,-0.7313426237072924 -10.36763793683034 5.167302495708415,-13.070850895748977 3.6056120630349526 6.447682261014419,25.92455517572314 2.82391561032499 3.788389083724106,3.4776843740013184 -1.9193289878490714 7.694936044824432,71.40197438638849 -37.23178557644867 -45.58522463338039,29.970798560251836 86.12879127070275 28.07979601615629,3.5893216941711255 5.363403482606148 -9.109576277208538,52.181128010977794 44.17837348022439 47.616807563278556,26.00121442620776 -122.31332005343221 -45.525638604212006
-0.9160311787244215 -10.76433842191683 -2.491960800493451,-0.7858301870898732 -10.382707851166948 5.113250980374943,-12.932494843613012 3.4985881816370643 6.494352893758781,25.569254027820076 2.9888658028473154 3.8882777886193334,3.1532663211934615 -1.9053687018679406 7.508830034332877,70.9969463190032 -38.10063121478851 -45.99829342520203,29.999506953201788 86.6111379612461 28.30582775965396,3.2542523883951766 5.396446459259723 -9.185800066808183,51.99606849275509 43.93913843679754 47.27692456040229,25.907535090484775 -122.67154407965987 -45.68756917270567
-0.8360965233116724 -11.178121480138055 -2.5264772494468484,-0.9371331888583838 -10.613128191831759 4.97391399568948,-12.59688553976168 3.606600532469754 6.538183878881748,24.90749440773456 3.009372603363512 3.9685793171668218,2.687174893598477 -1.8415137815032414 7.541588282068744,71.38401674263714 -38.73177447750406 -45.65152011155338,29.981483796000287 86.05179698889634 28.035743874062877,2.7848907828092955 5.417903680017005 -9.324049712704237,52.20908521918241 45.000284731476036 47.89804373004527,25.88247179216892 -122.75995988810176 -45.72139450476308
-0.8385440336559873 -11.699018420014413 -2.5178328599953104,-1.130688270878851 -10.926273179393192 4.790069300510902,-12.194015307461424 3.8292043375188483 6.575901427749323,24.161045491314535 2.9433801360919016 4.048819449944227,2.23395729958219 -1.7575973456815692 7.7158652047497025,72.24978009402858 -39.05604692840463 -44.859797221188806,29.936451453621782 84.97597886977883 27.52120259027429,2.3340352874403436 5.422349733837529 -9.482409837737853,52.67803058930062 46.689342611858564 48.99282268708192,25.917938436230617 -122.61373900484075 -45.64666215048013
-0.8886392206158301 -11.995903035596008 -2.501144202294394,-1.2833316303652034 -11.1004910253918 4.623364122427396,-11.920333119517522 3.9909216231583735 6.598307240169245,23.644261284563672 2.8977950464686875 4.170558256348736,2.0021332190980163 -1.7029239840122787 7.882411056475877,73.01710613767676 -39.114482669055015 -44.24409198388377,29.902125418917233 84.30623650236986 27.202568103177963,2.1027892693151866 5.405579172476791 -9.5911135544371,53.138570162857725 47.84015294034233 49.68559322055886,25.986355324012163 -122.350558914897 -45.52284224982536
-0.952350908704323 -11.802097663771631 -2.505508195802683,-1.3234196704552623 -10.957340530305814 4.530870235555597,-11.94008498966921 3.945235646400586 6.598987814721811,23.621234737269184 2.960836093539678 4.358993991853506,2.1565125459381003 -1.7187765483602984 7.911550606457635,73.1835032877883 -38.958440975842855 -44.32543183013993,29.910139276989334 84.80007511094271 27.441481182195837,2.25044634610135 5.3661825141654536 -9.592581994111466,53.35502624718912 47.492437865137994 49.262775459211056,26.06004402834167 -122.08618350359443 -45.40758369121864
-1.0007989052676702 -11.298352280095418 -2.5181513509748505,-1.2593505521845636 -10.6184188094527 4.53777223607632,-12.193910400449333 3.7468827183945344 6.590868171781701,24.007176717513715 3.090853394450242 4.525833844921375,2.558769313623272 -1.790707829832408 7.809849444685833,72.76586655530649 -38.70963186505734 -44.92987569698663,29.949840280585857 86.06838455922453 28.052685385441286,2.6463753381469575 5.322093104197924 -9.513893379035355,53.29134822405682 46.11619320922552 48.13682653814685,26.11084185679157 -121.92228654884755 -45.34551967024847
-1.0072821355136135 -10.854700651342911 -2.5085869458423455,-1.1333840179520516 -10.33225387118519 4.655764883134267,-12.52785232690882 3.535739042843812 6.595054472997685,24.56970389622378 3.191256274192129 4.534772727666845,2.942336249306962 -1.8806940760371589 7.641509696867729,72.00081690380698 -38.51952715939619 -45.589476832362834,29.99268649409579 87.23698029049672 28.6195599818798,3.0372926856981364 5.299427250482382 -9.417940024638906,52.995937498773735 44.78649056705949 47.19657236186421,26.110381249027938 -121.95458102347342 -45.375777107361614
-0.9514614092634193 -10.792065479296086 -2.4519821266261426,-0.9877510263820333 -10.313472091688046 4.885795945103951,-12.799185850793293 3.4361676299716466 6.628568256301309,25.089120978061544 3.179433972856922 4.278718323561427,3.0743762172516695 -1.9533282427488805 7.469055010965934,71.13079356980528 -38.509527674234484 -45.88107153621853,30.01325257768429 87.53834059297748 28.775867474025038,3.200784251385682 5.319538926986951 -9.3619518116622,52.531908079503474 44.44474067165829 47.208636517385884,26.038341889767953 -122.24954811002574 -45.52452262098779
-0.8648914374411601 -11.024754022919149 -2.3701962472575193,-0.8634590070449374 -10.49611998298635 5.1414362979928905,-12.959680031808533 3.443349923902361 6.674833122382145,25.453664255074326 3.088553471459219 3.8905605440448885,3.0012695979527253 -1.9952621631998535 7.339618441565215,70.43933961407518 -38.55457553253125 -45.75582160171343,30.012088631748885 87.09021899604387 28.57360397780032,3.1701268108126106 5.36464925788132 -9.355868069077324,52.08006656650076 44.92308325984792 47.92771060463792,25.940131294351083 -122.63510696158191 -45.71223677642443
-0.8044670653651852 -11.268520536896 -2.307888774848694,-0.8009179321992304 -10.677235057684491 5.293590104601837,-13.007245962733101 3.4893871574706488 6.7008665774371865,25.6042737257491 3.0083167860082414 3.6203742062919892,2.9057405278423625 -2.0039191660677296 7.292817714930197,70.23006936605009 -38.409265451177866 -45.34767443078906,30.002428735583518 86.44265477190928 28.268991842786175,3.103452699877433 5.397870538512336 -9.386535837323164,51.87868962947796 45.511993720124 48.614353155768676,25.893252311595667 -122.8226853177811 -45.80779294172507
-0.8204210895741499 -11.269113927468648 -2.304451034615786,-0.8332750260456919 -10.675697404729187 5.231212498229878,-12.944960911268199 3.5118650747407822 6.678569164378471,25.49778040226478 3.0187211406364747 3.68655473171481,2.9521136512307242 -1.9786153873735586 7.359861137281461,70.74661573796709 -37.87051193739529 -44.79728946491283,29.996552128843167 86.10245393734928 28.09850743418423,3.143296271396074 5.38677808838107 -9.439560635782813,52.12500919003279 45.57101402033364 48.60873214723425,25.963628065612717 -122.56717595221873 -45.699611484167704
-0.8966938829963884 -11.076300005863285 -2.346670957444606,-0.9232612812043982 -10.531279128576083 5.021172245390882,-12.822988356368326 3.5057173308479097 6.628288990083996,25.241711548416237 3.1019050422764427 3.992481161006708,3.117266436991006 -1.9363215163440544 7.490871343428992,71.64941735983602 -37.15367539935166 -44.298434166874024,29.996642147601623 86.12862753813127 28.093659292858877,3.2726764953546326 5.343497786153741 -9.490020728397232,52.61431005575493 45.1652723920285 48.055755725811,26.10273951514237 -122.0527742220186 -45.469126483191964
-0.9799709427038785 -10.910695359859314 -2.3917745300549402,-0.994035325567411 -10.407888760851122 4.830321639487565,-12.717953186290185 3.4981058385652637 6.597600620848947,25.02828238840496 3.1850125631696535 4.26450029622424,3.2727351872353703 -1.9039297106356066 7.590402614250084,72.27117057376628 -36.70927358663356 -44.074721532836264,29.999208453414667 86.32853575035341 28.170768575741818,3.3849682246461845 5.305191939407132 -9.50707829438388,52.91599164616596 44.756420941264714 47.55257821527628,26.19775365314362 -121.70493404121238 -45.306241455520684
-1.0207137887860223 -10.975880273798042 -2.3998736581122215,-0.9749722923360666 -10.456759755702896 4.812401419383591,-12.700385774486177 3.5141728996370536 6.630452030435143,25.034016498194312 3.2009667379171547 4.250323709926582,3.2993084899867715 -1.9060707794706477 7.570681655117437,72.00085308459374 -36.947035229803234 -44.324630216507295,30.000917223889623 86.52038853682366 28.251045908258394,3.381885049215425 5.306056626719742 -9.46394553786986,52.63786126616967 44.77446955536297 47.651956352166515,26.145761935345636 -121.91147548271213 -45.38431702838897
-1.0180968809013176 -11.255298757675718 -2.3684511101306955,-0.8728304883812085 -10.665728229282779 4.955803661508901,-12.76654657194766 3.551416055601141 6.725111953437386,25.242072761374068 3.1569812529088352 3.9689168780656296,3.1989522855885917 -1.9398046127784832 7.439018625300649,70.92408714329082 -37.7721132894447 -44.950593420273286,30.00098768344966 86.68106049810751 28.327434530215058,3.2736684388840027 5.3425685620015235 -9.381681091418393,51.86342254392263 45.230320873206985 48.33205414553067,25.96754283098566 -122.59153296822852 -45.67037875694807
-1.002722381656067 -11.59037141868533 -2.3190998887206202,-0.7442928487475589 -10.917212660324608 5.142243885884586,-12.864779950658882 3.5894975188300107 6.850378647568548,25.510858647099468 3.1081992473015903 3.6142477949111633,3.0518114513651367 -1.9844034106218884 7.264067847873779,69.57594309511163 -38.76412797131733 -45.664047281151745,30.000286183496 86.88979051719485 28.43915678747062,3.1405778504909585 5.386869385182739 -9.312212251099883,50.983079961293065 45.86448576049546 49.20033061894204,25.763672882532013 -123.36186307998753 -45.99833279500496
-1.0033990059683964 -11.826358788409426 -2.273678505932374,-0.6452691098585734 -11.096325563555578 5.25696769218323,-12.944088541725215 3.6090800691358287 6.973932468471414,25.701515281475793 3.1066537513010535 3.3753588308863116,2.9351141764765822 -2.0194160978242417 7.113904791500098,68.48202032715312 -39.51642812733971 -46.187571109473566,29.99967096571401 87.21939469730518 28.62173932106658,3.058969191417947 5.4122688843123115 -9.30391872775509,50.37666218000816 46.418243886018686 49.86945245308418,25.631342631747984 -123.85276320540127 -46.20790367022247
-1.0162904065216585 -11.895964669320186 -2.2521249027538595,-0.6090540588431337 -11.150884607215152 5.259999517087504,-12.97399906675746 3.6091100737596533 7.054624503945582,25.74298665542488 3.149309172237379 3.3308104341166564,2.8666423943501864 -2.032466584524721 7.034046589380009,67.92896281064937 -39.89220477236438 -46.44557378520116,29.9994992805873 87.6281707758329 28.84777783705788,3.033765495526966 5.414247421378353 -9.347954333606104,50.202947103382954 46.707193227875976 50.11249208724864,25.601304570679055 -123.95628987981965 -46.25204071753022
-1.0134283253052077 -11.79653275303211 -2.272957293997303,-0.6522250407618089 -11.075060416499328 5.16664187282948,-12.939210083020763 3.602049509005462 7.044779062899763,25.614338051314785 3.192422043162045 3.477492512080241,2.820234126647227 -2.0171479783814026 7.053334782770453,68.02677369091137 -39.95412187462863 -46.51166081456552,29.999758035456864 87.98976212630447 29.04334818216929,3.017085127110223 5.404674308908798 -9.3931703033851,50.457307304931454 46.60186940803685 49.82109724214909,25.65519879970349 -123.75799745875103 -46.16739141026716
-0.9683521325623416 -11.531275996102748 -2.352501222659077,-0.7880894044836346 -10.867758152115046 4.99523409068386,-12.82731706674381 3.6000148746040512 6.901510803979273,25.30180008957372 3.1937796521475317 3.8058735748865518,2.770959955050171 -1.9681278989118858 7.19640708267375,68.86188489515403 -39.76902612513757 -46.460761932200874,30.000401972564923 88.18186224375941 29.137141632173744,2.963456363242797 5.395447558417366 -9.39049741529527,51.121348799839936 45.991057605517064 48.90983387327651,25.772752043672163 -123.34927592395418 -45.993089099649715
-0.8905051264926386 -11.17880265777449 -2.4696885882203232,-0.9801153857413333 -10.591052249787515 4.794262534932613,-12.669921573158005 3.6036532887823713 6.667537418393073,24.895336516117553 3.154202930079688 4.228379498539964,2.733074041555492 -1.8962577682175668 7.421874104752094,70.18426061834118 -39.39521676554597 -46.330169871769826,30.00097918418281 88.18666622854826 29.122025612658252,2.8905761549639806 5.392308841807579 -9.344050726497978,52.00462181312327 45.05726376741077 47.64200058796933,25.920495369127313 -122.84401644756593 -45.77733614252869
-0.8196996632100483 -10.88149352703902 -2.5718221679411832,-1.1496151944678779 -10.360448384681128 4.637713203002541,-12.535847356788551 3.6039105827227886 6.457983255940151,24.57265293339138 3.1109124795587593 4.591424404625865,2.753973674485495 -1.8260779518085033 7.6324979601602445,71.45926644384518 -38.88376324402596 -46.12534240270431,30.000693800870156 88.07476105022629 29.045150445855587,2.8695721843553508 5.395792539056851 -9.302930802419393,52.77114451930385 44.231435265585745 46.57586879190388,26.053798397772045 -122.37514265841088 -45.57600584355959
-0.7951378874971518 -10.777031101013039 -2.607504216747798,-1.2199799300429257 -10.287667224637431 4.5968190057060045,-12.491832586715855 3.591716935431517 6.38525480466016,24.505299507531443 3.1008671766427427 4.746031789212074,2.878691424053183 -1.7817933503809418 7.733121697706456,72.16356336725568 -38.28824908796237 -45.85277330917043,29.99883027039565 87.91937895799973 28.954894426498385,2.9690247551721396 5.405951947390476 -9.315523421486153,53.09507930600929 43.93344884510492 46.25366789061221,26.129375231759752 -122.07148954785775 -45.443260792402924
-0.8220643070897558 -10.857737327323168 -2.5750929090194976,-1.1884350162653174 -10.365921915991501 4.665738368754311,-12.534004305042798 3.5642863595453425 6.453424121001819,24.671522252755963 3.130503662784423 4.688187361954277,3.0783840424364355 -1.770993125175001 7.711814913879469,72.21290581963261 -37.72167966089798 -45.56314295534795,29.99664852732315 87.79073670307496 28.889190081358027,3.165829356467731 5.415969168261017 -9.38401169423456,52.96979225415958 44.17364390409302 46.66858157960269,26.140697958642438 -121.96028819474462 -45.39095137778568
-0.8728827699583277 -10.975354986013475 -2.5210657043445104,-1.1236115499468398 -10.473816181929596 4.764090463601896,-12.590201056839284 3.5249100055772615 6.561792302119814,24.86262143450736 3.176740320537504 4.554070766753726,3.2527624800444137 -1.785197243762331 7.637136160629036,71.94769845429994 -37.35452758480722 -45.349864844899386,29.997319012816895 87.75613472820906 28.875867764574465,3.348212474763784 5.412381123356543 -9.46589581953816,52.69735348885839 44.56629351092779 47.282807745987355,26.11678756151133 -121.97050784898259 -45.390007573599604
-0.9193184684644727 -10.980936962939925 -2.4925095020909045,-1.0949330133536206 -10.489176299341816 4.810594450299688,-12.588385567327595 3.477683135421082 6.6085914408966815,24.870096580116584 3.2156111292287126 4.48171135118824,3.301778425005793 -1.8152617022909006 7.579440549380273,71.71846272373396 -37.35327576024649 -45.30473000038652,30.003837381485003 87.87570169357765 28.938951602992127,3.404190043260211 5.382226055941065 -9.517575680175483,52.58402511989923 44.721712245010984 47.552600386040986,26.08774376379453 -122.02759838818899 -45.40990048034574
-0.9515460226143163 -10.86599331605649 -2.4987943038382077,-1.1127456497035448 -10.398371292314165 4.783617284762721,-12.537497690078098 3.442119216421775 6.581334307779838,24.7032243475577 3.232116997546904 4.501308743739695,3.2131803152679814 -1.8518581888830767 7.567563831019827,71.67438638224152 -37.708429061197215 -45.42598150735015,30.012179080265586 88.01382708705047 29.008294679280255,3.3166034907828963 5.334000731827742 -9.515642519485926,52.70193267830763 44.590017610688264 47.3720915951465,26.073246300602875 -122.07089124487672 -45.42606922694885
-0.9801375180399798 -10.777321865896848 -2.5075907619511915,-1.1220806162408972 -10.307773742633103 4.727471809642835,-12.53600461922678 3.4547778986983415 6.566241318070728,24.61205317493856 3.2211725635907933 4.523847330493304,3.0717836209382643 -1.8854546229216547 7.584438450070862,71.74206506545265 -38.21593316895712 -45.60843697567215,30.010558098809476 87.81849351842465 28.909635700662996,3.173132175266787 5.299926201643018 -9.459010906546544,52.86434310560534 44.49700914508715 47.11952623614089,26.081454693107712 -122.0550651319332 -45.42055112288271
-1.0166276446125946 -10.866265472121915 -2.4851093254293883,-1.0659077520729205 -10.327612921970104 4.68906975147266,-12.684367250634782 3.551878015315799 6.652538506554198,24.85279566797366 3.1785050686355336 4.456284576441649,2.9661190426816497 -1.906676510581086 7.61067018665176,71.83588610109729 -38.66592085023104 -45.74488245440672,29.987207623579195 86.93980579339296 28.46994440317724,3.065525172132863 5.312656860866576 -9.348256769027195,52.87440332521725 44.78046569815009 47.19067113324384,26.11938942244321 -121.93780355501467 -45.37660658244533
-1.0691467181843595 -11.156325812223388 -2.423111067662979,-0.9354879714410977 -10.481935077553107 4.685521437447937,-12.986396335065377 3.7248549689140207 6.852460091144112,25.451118878425152 3.1108115370288942 4.284033408205409,2.9368196546479437 -1.9123061610178043 7.628653237440909,71.84500155712918 -39.004358525878885 -45.849705209599094,29.945772028028184 85.51567945528627 27.758569660278617,3.0358887410135664 5.375757402762802 -9.20248970465799,52.6552220430902 45.504905329098165 47.70551812836757,26.17419177092661 -121.75773860594346 -45.309780996243134
-1.1415203058130068 -11.509352473832836 -2.3456652100105573,-0.7831450877605973 -10.685810101922394 4.696254044453832,-13.32369084711355 3.9085165950493064 7.080885995244994,26.141170568480465 3.0386600190972275 4.091711790390113,2.9639531380975757 -1.906911012186391 7.623043208699761,71.62665412447839 -39.37426051194806 -46.091054311766186,29.90938275966568 84.30085495359961 27.151342915729316,3.06355699892977 5.456009294121469 -9.064254689715966,52.28159674431854 46.38931442146385 48.43534825314631,26.20786625368504 -121.6558599103426 -45.276443328341394
-1.236745680254948 -11.778262506540116 -2.278660249643297,-0.6645418690880739 -10.848201160841088 4.698795605657576,-13.571150224234303 4.034611252448567 7.247314602932422,26.641154682902492 2.9833678260070475 3.968993966515046,3.023601645925275 -1.895599014351726 7.578888093720107,71.03983370349854 -39.9275839332784 -46.642235597729595,29.902063980724304 84.07745576508997 27.03771230876017,3.1237455228017525 5.51813374251521 -8.977204241051108,51.83813164329641 47.13286223242479 49.13075700603182,26.18145917953496 -121.77730970441009 -45.334583228196706
-1.3300721812532594 -11.888225676083563 -2.235252719728459,-0.6062768159347897 -10.92251157890576 4.696721168819208,-13.66099271089586 4.063697475020077 7.304659910489169,26.80786079808793 2.959186942260686 3.9398257114820914,3.0868137888272953 -1.8855427898450408 7.493664761071786,70.13421191196481 -40.63043432483362 -47.439987066201425,29.929877894803166 85.01512682331304 27.503348570648292,3.18706627675378 5.54190070756778 -8.965095872632206,51.41323254836363 47.552783047598666 49.62701216010247,26.08890195011853 -122.1459239280553 -45.49202464573222
-1.356577515723738 -11.86901447960118 -2.210166653149797,-0.5928710934059384 -10.926482220470863 4.731314936682184,-13.60841895131232 3.9980432738616085 7.268690182720328,26.698713655094387 2.970140637002766 3.932995445361391,3.1173509460898785 -1.886904057450932 7.3828437876807085,69.23551681969337 -41.17985351058737 -48.07855935560241,29.97288256289601 86.39680690103634 28.19413347658265,3.217466417018617 5.52886674257881 -9.02288442146989,51.10080896559777 47.63723793731023 49.881964439942045,25.971734842083194 -122.60991924202177 -45.68396492977577
-1.2492152444370281 -11.75859276427483 -2.196719651393573,-0.605632814167113 -10.88288520785351 4.846157800202344,-13.435518028132165 3.8435859589624104 7.160136861643992,26.387267239833427 3.0191666800388406 3.870696670918059,3.079105734175358 -1.9099040575196946 7.263480778426667,68.68919811082661 -41.25370551669231 -48.128677148958,30.00920835437559 87.4409157935987 28.723913715355717,3.179071607024813 5.4823870710116385 -9.143028755229349,50.99444889258167 47.38848226532223 49.86373475586695,25.87503544030673 -123.00440336756606 -45.84021410356295
-1.0151496056110498 -11.595265604211992 -2.190861650813391,-0.6316987049459143 -10.814196127151648 5.037198796058195,-13.193039812810898 3.6357282191644433 7.002928072456897,25.97812259552885 3.0884678408595163 3.737156128863706,2.9870207538946456 -1.9520723950996444 7.165493592101869,68.7036329655161 -40.66667470027892 -47.39963317606343,30.024808283080286 87.72085813033044 28.880059652718817,3.086952455346666 5.412624681351853 -9.300396819564213,51.13300226884066 46.860931723075105 49.58965654241863,25.830145541325095 -123.21074712255995 -45.91217504496933
