-16.6 5.2 -9.8,-11.1 9.6 -5.9,-22.0 6.1 -6.9,43.8 -3.2 12.1,29.9 1.2 7.4,-2.5 69.1 -43.9,29.4 102.9 36.4,28.1 13.9 11.2,-3.8 -62.4 41.6,28.6 -109.2 -39.5
-19.517630697751947 8.801349213639988 -14.497989894089539,-14.77281550454536 11.377467805464244 -7.611555458844968,-13.267880108578185 6.017818813431723 -13.777658489237657,26.795758636674893 -9.477203446764346 19.37644332184062,25.698152128851692 2.404144427486945 9.314428242171989,-5.02639521713347 65.66025478774516 -38.098041740865725,28.899536950178064 107.41364001101987 38.70719105217562,23.59419667876439 14.506376030377096 12.120205883826209,-6.779808740163775 -65.1743079546998 39.145080343005375,27.71021119626602 -114.6466541507086 -42.07434711198639
-19.515610258933012 9.169872945247073 -14.473115205096661,-14.223535475326171 11.465173899517142 -7.738838017230324,-13.69831295753937 6.252094377463532 -13.870256797676038,27.509743285161147 -9.656712847938058 19.068819425433098,25.603787581370813 2.456383924415548 9.699099629045758,-4.565308646816473 65.12182761551084 -37.9164281712757,28.906024667667445 107.5535353488318 38.76605736734217,23.425688550833563 14.568750282062208 12.489458096692983,-6.673148709897333 -63.70218558019773 39.575741696774564,27.796787257300785 -114.26773576332054 -41.88203053829257
-19.11877341608097 9.886220721956727 -14.373875661219778,-13.525853770893747 12.047899770739123 -7.785257476655447,-13.548163338705924 6.438173002113232 -14.224069883286196,27.44076174242583 -10.254939035007157 18.746125491952856,25.417291979920993 2.470671465772752 10.256627070337386,-4.594131983321437 64.5105183167857 -37.51288626968692,28.961927450901452 107.22388671680069 38.576683239531334,23.157250043981726 14.551291119850712 12.871262554578243,-6.713941729492668 -62.62842471389038 39.699585872532104,27.863466321913016 -114.02446279341744 -41.74971191944705
-18.377086479238233 10.511277993408768 -14.089485212530608,-12.990870866144542 12.819633518450253 -7.695545284590672,-13.191341751421785 6.499379839807037 -14.188896759056165,26.881962733041146 -10.600172662446585 18.390314690209344,25.1942829004642 2.396582185225704 10.707952671987378,-4.490578440438276 63.77937016487219 -36.98574872356339,29.10507066540673 105.84686315483225 37.87336431724821,22.894187404100528 14.393714299067032 12.997858276846937,-6.697166242304578 -62.09420039948562 39.49025476251489,28.005359143492864 -113.26890465424088 -41.38536014224862
-17.41485092785359 10.690747789047625 -13.571014972939162,-12.821949141466233 13.486374957120555 -7.447427137600227,-12.91943357708667 6.403023075514811 -13.324165569627748,26.09995050256697 -10.223838386306383 17.98987377866443,24.987925085447234 2.2133225261470577 10.843146445910715,-3.84418002579138 62.92098712163933 -36.47355337565659,29.344593140423193 103.20895311285838 36.564912416641725,22.72261549842584 14.079462456935818 12.704214735150229,-6.486001217871214 -62.11141735497984 38.97991529416538,28.277204611208894 -111.62076379246909 -40.61882984581726
-16.631710141368547 10.38450251147834 -12.998658679676293,-12.823382650900541 13.798616010378815 -7.140841398297192,-12.719087051292934 6.279326669400367 -11.96578326320659,25.263006963488078 -9.409781317092682 17.557490321442106,24.8422978357174 2.0098550699359596 10.708332289760904,-3.0290581898530626 62.07450829836036 -36.263760361285115,29.58337706424293 100.44610585945067 35.20655764499023,22.657563183295032 13.753945208618433 12.205821122093525,-6.19624444142444 -62.213155303708874 38.417514615100686,28.58420182182992 -109.69107136924704 -39.731447763762866
-16.491044598663102 9.625139581104545 -12.605648170699972,-12.707087726102069 13.517147789829787 -6.904016641749804,-12.506362499891129 6.296226891173972 -10.629398798625633,24.516654033096355 -8.61601946571832 17.111453969225018,24.799377322541318 1.9005491300710684 10.408906344091498,-2.6009538726775627 61.4129932716974 -36.67830286534773,29.699707968818142 99.00664854096917 34.503165261002614,22.69760407831816 13.60006484793784 11.806250657062801,-6.002170779150134 -61.82165389599706 38.102180911312146,28.796933881538337 -108.32033476002574 -39.10904895836227
-17.237858504125615 8.513877294459062 -12.563448294745788,-12.254891598173566 12.559444180667715 -6.856260843701843,-12.21740402658217 6.565893454655018 -9.725526408837199,23.963007831512094 -8.197590826463337 16.70758080767663,24.873232032009092 1.968228294501914 10.057628819642,-2.9752643837120956 61.087534479395956 -37.889755172969934,29.611021693708718 99.8911386140466 34.94050107569737,22.81966363201602 13.7439181889869 11.74008077454842,-6.046958479079562 -60.659024514178846 38.259561116927806,28.825496054926795 -108.0940981694099 -39.01857070844235
-18.173778675009398 7.448373581804908 -12.776692803446586,-11.550633984726154 11.51984282493049 -7.078345322460388,-11.875116908717251 6.959586625471551 -9.210502219628337,23.51667304879029 -8.064663550286436 16.563799726441143,24.957370287784137 2.1594397896812114 9.79907243657793,-3.9611077657971188 61.154327135763126 -39.425466675036745,29.403881951831796 102.16578512261967 36.05782943162507,22.907147998627057 14.06620448530609 11.943829683377745,-6.339449554908423 -59.74281327441149 38.797865889870394,28.75067466195968 -108.49647438282307 -39.21331628864002
-18.345744509440188 6.906317383551688 -13.07797797500109,-10.759690139183093 11.175417018152034 -7.64063749863663,-11.525829689562988 7.283527368500894 -8.91804605124852,23.04163115374753 -8.007302472348922 16.94180586631144,24.91275229754069 2.3839397600715397 9.786398467252065,-5.203922389365869 61.64394666683302 -40.63859278098733,29.21051259398284 104.37457322478525 37.13888383130132,22.818215549239287 14.381372015789252 12.273547334429075,-6.852218722340311 -60.44030006165446 39.539606329193916,28.699338179067727 -108.71421827853227 -39.307921118408046
-17.08222243313368 7.244602369925742 -13.334750554491887,-10.032179408628334 12.085526328624292 -8.558879883099303,-11.19650896469449 7.3852535380839175 -8.72326830577937,22.413797612594937 -7.876519085169988 18.006893732855485,24.636132128145466 2.565186039591621 10.122242908793265,-6.378562344921373 62.52763017458679 -41.025950647340096,29.13949519869688 105.31375788188335 37.592519982743106,22.451575893299637 14.540600214804856 12.606615305825384,-7.54189622888364 -63.64164658396334 40.30689224912044,28.768158066292784 -108.13544432641868 -39.01381629769626
-15.131227290128896 8.21103651366536 -13.590187568134983,-9.441290692850139 13.7117498936437 -9.573383608184454,-10.816491793058644 7.320638007624111 -8.709990515862302,21.569266023260173 -7.830642345112352 19.438278726634064,24.204747831732426 2.6957266411562824 10.654480246553756,-7.308215897627296 63.4774183898466 -40.808748934467665,29.180197609095934 105.05164144876402 37.458510588663884,21.910409923405865 14.580281235276304 12.927980814501144,-8.284719258607366 -67.83124007525369 40.91981683955478,28.901541386777087 -107.16359489379091 -38.530511423954195
-13.687183044883291 9.361887008085306 -13.942728405317004,-9.036020371771004 15.170444954382788 -10.337844177032732,-10.284413416735442 7.211069311288378 -9.027668151672737,20.4630543588463 -8.124644138750064 20.762317675073632,23.752594733433586 2.7898365477766798 11.150869443991144,-7.862718350242868 64.07126297457484 -40.435997602015135,29.284498211739205 104.05655036592154 36.97503447658702,21.36219915373651 14.59505156030498 13.256417526414534,-8.931643577719306 -70.73691755032667 41.197839117254766,28.996012218754714 -106.52140517923856 -38.211003421975455
-13.705195280218696 10.294044022340735 -14.468948484911909,-8.850365208961456 15.709453486553903 -10.572768177742145,-9.547424687314459 7.155644274614509 -9.789595762530135,19.108700440472614 -8.94489111316055 21.59569384464612,23.39236329905769 2.8615457148412307 11.411175533594587,-7.936641392405089 63.99081271655914 -40.27821165377532,29.406908736798634 102.78071024800718 36.36987216474513,20.94893544323837 14.664120443210678 13.590579381466897,-9.344309567377383 -70.50660762335764 41.02139617406344,28.96555535980908 -106.80200005656285 -38.34459122273147
-14.727994097978998 10.844389852673448 -15.116358363076737,-8.829911643106016 15.35281068654699 -10.392876626753957,-8.83887033334485 7.121850143832639 -10.895662387511084,17.864830586830504 -10.072932619302817 22.088132700203012,23.110973352769946 2.9233922463781807 11.424096391661001,-7.570342713301893 63.52948765576526 -40.242480462510734,29.517552130855425 101.58052874888071 35.809051590645524,20.662143336219398 14.775587461525397 13.810388528895755,-9.447426080404615 -67.76741802888495 40.63055344583881,28.82723577885459 -107.83342159068454 -38.84457529582023
-15.782325608432886 10.93748326475462 -15.78531725134828,-8.887947115246225 14.408118891100173 -10.056909136847743,-8.496650466124107 7.029093157696289 -12.167793501128594,17.216142506848726 -11.14242585967885 22.584096336410063,22.849396853899204 2.987369227453024 11.247352844970761,-6.857440089808349 63.204206594974806 -40.066589833966574,29.592254595655362 100.77740828863847 35.43604058400413,20.438377061618457 14.884267039635066 13.752390760802228,-9.188742812650942 -64.05217651399566 40.39675960960075,28.635776786352885 -109.16420367966057 -39.486892364769
-16.042004889372038 10.532706238878738 -16.387671577067035,-8.945917028436758 13.177418155761302 -9.798723253742255,-8.798092541172291 6.81682984106022 -13.431895761707827,17.55873313208954 -11.832903435203592 23.359913943912634,22.563403408559186 3.066411493293534 10.943256727930976,-5.903259537697822 63.459362863027884 -39.54616103090823,29.61268410029024 100.61636517599857 35.35881212013629,20.225987210451002 14.95508825457192 13.299388515789957,-8.547969923666614 -60.72471053200997 40.622756969125746,28.445824970412147 -110.36142889974926 -40.05772986298464
-15.704215708888356 9.829611236717277 -16.91527070652373,-8.982070944318478 11.921345657412225 -9.678456882656818,-9.600136773262703 6.56380766992635 -14.542232529721392,18.674065470284972 -12.142985118970604 24.21826957838537,22.3116699774123 3.179978786189433 10.605196184687783,-4.893634032146717 64.23500285210005 -38.87891570095233,29.60089042028623 100.81398468140422 35.43985383983857,20.055547297713392 15.023339760121956 12.654842655585544,-7.725830903816217 -57.96967513409707 41.13432016905726,28.311111000475613 -111.1234405622965 -40.41564016816222
-15.399076881498532 9.129354589094973 -17.39380916505762,-8.99868936398517 10.88302312872852 -9.68275601789205,-10.581878997802566 6.4077010104516585 -15.365063438614634,20.083582295140047 -12.206280176140202 24.76147222008669,22.19640836906114 3.350291203489726 10.339706159486925,-4.048454932701647 65.25780951408501 -38.43268363595808,29.59600681184368 100.86329988120028 35.43780107173123,19.992415159779235 15.154075754900717 12.157868250039266,-7.016548700252042 -55.472877728824905 41.55544318827551,28.284978067560093 -111.20411169435818 -40.449789571449344
-15.669456912925414 8.704912267640605 -17.83726129519996,-8.997413925333447 10.274867149974096 -9.786728919958335,-11.445995911605037 6.4610425726104355 -15.790865218937125,21.34233157520596 -12.149848598436817 24.656797257210634,22.301662813153722 3.588634800552016 10.237395032651332,-3.5612642449909138 66.24632396595015 -38.50893643984799,29.630603088309982 100.34305168821555 35.15327516481833,20.090065571281812 15.395979302138835 12.098951254914377,-6.674207957396375 -52.98269503887155 41.56321570607426,28.407595133696624 -110.42899792034258 -40.08282956176746
-16.3330132486372 8.596145336251453 -18.162894733905706,-8.973967184407657 10.0590366142456 -9.873400476714433,-12.092940554220757 6.6293130280147095 -15.907545450599587,22.28740514481943 -12.043321988971877 24.107949871776622,22.561832098140613 3.816916734384195 10.258415169269574,-3.4094146043573694 66.85882124183566 -38.86223277613661,29.68314674210176 99.53848261833286 34.732828844960046,20.303908953990334 15.663161517638088 12.367463775065623,-6.622354462650436 -50.77306921534955 41.27425015776662,28.611548543655257 -109.20746567168993 -39.509991588824974
-16.853277987182107 8.729083310883924 -18.240754595558702,-8.921181370519365 10.075487934362625 -9.780830657427893,-12.519741458629667 6.716888171456534 -15.899418500246277,22.893618719393828 -11.928289289685223 23.580577454421256,22.838242155916063 3.913399856053333 10.299216401216729,-3.4646919498418827 66.72414804989734 -38.98007011005925,29.705686745264458 99.07982458292693 34.49193541238938,20.541470258972215 15.804021147132195 12.656911374705755,-6.623129698064668 -49.37457947666647 41.019780841161925,28.77689134018126 -108.23396004990849 -39.05960969613695
-16.757380801711246 9.023015995417158 -17.968727974972662,-8.835242354022252 10.170613666658005 -9.37810927938672,-12.72899561207771 6.554743648753343 -15.935222438724086,23.14771981563689 -11.843349400816004 23.4915675449354,23.003577871781747 3.776681973595435 10.26698095017812,-3.6022124754324647 65.5593895794785 -38.422795850664855,29.657307856172018 99.51013810599476 34.702257662728066,20.716292388211134 15.689842459506693 12.691770924759629,-6.464446055178576 -49.233490547920496 41.0935163285846,28.79759091551871 -108.12120735422711 -39.020927749027244
-16.21266589503525 9.339327932413571 -17.517896802634386,-8.745059302419298 10.261269058930813 -8.838298026963153,-12.770976312759233 6.238539025709779 -16.026258810126865,23.143160139811794 -11.799936808477394 23.767587435987988,23.045515944523874 3.505495547041029 10.177189168898988,-3.7363324217269165 63.93955989587444 -37.47501036921737,29.567083688384372 100.50418111042596 35.19936095672581,20.8034430545232 15.418236655562596 12.509834230082804,-6.194818702869543 -49.96128194335227 41.41103442663686,28.70604721104532 -108.67046131374023 -39.295236240387005
-15.746263875785417 9.506862188286409 -17.21287246433352,-8.697931152458814 10.303907833136199 -8.50528405077901,-12.722749891147973 6.012680377056754 -16.095353312591826,23.033356792698115 -11.794220198848588 24.059811483737533,23.016355928792883 3.311044284393697 10.106182564512732,-3.8034600676319315 62.92181011755337 -36.828328183190315,29.50342004410803 101.2487446618391 35.57373354205327,20.81256555364666 15.214005666085766 12.324969158704258,-6.009215807036335 -50.700302351935996 41.67541181483501,28.612456198990884 -109.22694602074866 -39.56580444830018
-15.837966081339188 9.376152452221744 -17.344425143266832,-8.7352019848837 10.261495931666614 -8.685034486090219,-12.658337626741986 6.097198400343047 -16.072425837750213,22.962663656254282 -11.821142002093397 24.047821288597337,22.96706964757534 3.383339862413858 10.123355450278138,-3.7486980646777934 63.44771551894154 -37.103324994717454,29.527839532718154 101.00951926154346 35.45548412664558,20.755794390751056 15.280050225630317 12.333686230345482,-6.083136754581416 -50.66493601975875 41.61667007756574,28.617870292114702 -109.19051302909797 -39.54264657720384
-16.37072814168157 9.054093181062917 -17.790071264164716,-8.826613071492508 10.167584184368234 -9.220610315009095,-12.612898018148025 6.4095286407876495 -15.981305292820037,22.9623217853428 -11.863363133000451 23.777051066541546,22.924838973150855 3.6514952199403523 10.209472289830329,-3.6153700445675367 65.05294682903774 -38.04212753781423,29.616762399771083 100.03249044285639 34.966995217205714,20.669754113651827 15.548225210316762 12.507951967999011,-6.34682151147037 -49.96763433138461 41.305539526835624,28.706989798279746 -108.65501807131159 -39.274874499416825
-16.842450391705707 8.812972875303126 -18.160711923714757,-8.895710323474535 10.101262058154166 -9.656423388587571,-12.596516802107502 6.67188396468712 -15.906407046688216,22.990596217344958 -11.89562094805183 23.52896897906747,22.901497422504267 3.876301529411007 10.28811699866013,-3.5101680133092024 66.36613958624241 -38.82012127674244,29.69170413997233 99.19609214684246 34.548245319641794,20.60686929767794 15.775517200502 12.674865799993574,-6.572278159193388 -49.300246825233884 41.032562556986676,28.789449151222406 -108.16206151131802 -39.03037277621407
-16.783365931868993 8.904053091965 -18.093744219721888,-8.87185917937916 10.135108065322667 -9.568544976617131,-12.617260754168685 6.625276186874399 -15.926164758074668,23.00689227940484 -11.894326556658667 23.566906603935756,22.907596344117497 3.8348047494545607 10.287391724172961,-3.532219458540965 66.11067508481916 -38.66927689586386,29.679448269251285 99.32064273263575 34.610139072482184,20.615768852376 15.735283986226802 12.671651342661683,-6.546342623637424 -49.31406040476744 41.06940307696155,28.78054761467312 -108.21908108440364 -39.060024139880674
-16.26961860886601 9.243535888330307 -17.66243880873937,-8.777256529154533 10.23928271272346 -9.049183048903815,-12.660640784195067 6.321392582164394 -16.020516816360473,23.003814212000847 -11.861331153476428 23.84326897077493,22.939227802684815 3.572568132604562 10.212476859274357,-3.659204981703979 64.55767267411858 -37.75180128831681,29.59388514576244 100.25923686428644 35.07942068890228,20.68789894524387 15.472577926032264 12.512175195346703,-6.301896438786968 -49.95287837834455 41.370155481996846,28.69301528813418 -108.74710552682966 -39.32382398690592
-15.780900875926282 9.49994035306602 -17.26227317045173,-8.70272220727373 10.308236982036203 -8.57208458599504,-12.695494035818168 6.041578203359502 -16.096591854082842,22.998507584586655 -11.817291774630512 24.080617721629945,22.98179525883064 3.333648513967747 10.125530643120566,-3.779029113644283 63.12237194607013 -36.91755134934643,29.513296321718816 101.14997728262448 35.52493290031084,20.772435068525795 15.233293668663771 12.34088213365899,-6.05370318248843 -50.63751742891449 41.654160161079304,28.611605176464188 -109.23367781542242 -39.56673772979687
-15.778738144487958 9.360511813765715 -17.27303881611355,-8.734224003796886 10.243257391343196 -8.591845510090074,-12.692170070937332 6.055771539520161 -16.066348603617694,23.007327473349978 -11.783437580529139 24.014729972960062,23.01979867651063 3.351957629535851 10.087918841291069,-3.7837685837689787 63.16359028420283 -36.9809959256658,29.51296758602971 101.16344037872075 35.53175492106565,20.81868141815607 15.253069763914601 12.298568059627536,-6.01009142727619 -50.80357898783639 41.651566068485565,28.617624130470503 -109.18759925508002 -39.54430526956017
-16.246235336926322 8.937323838848405 -17.672092736102723,-8.845849555437253 10.094735184903314 -9.076536352352694,-12.653977593603107 6.343153560200057 -15.954945633873363,23.02297728157153 -11.783270595373374 23.70354020710283,23.02643155449449 3.6051457140120617 10.124153216311328,-3.6741949326133194 64.59862359278057 -37.86463635134034,29.590167308680268 100.3228019005291 35.11142434498623,20.795331268039952 15.508407612052963 12.40983220415383,-6.194118773049998 -50.355002027981655 41.374993156439864,28.70346407248951 -108.66177613006815 -39.282476820121126
-16.761829129917615 8.701787656528996 -18.096395814662788,-8.91705354229684 10.039180678684719 -9.58270393001872,-12.612103541635264 6.636970250911801 -15.883290714116916,23.018154829155286 -11.842215327507022 23.47747720601156,22.965323906006404 3.854106206482872 10.22757285916829,-3.5430183604091354 66.12546805649573 -38.736510184708266,29.676173433301194 99.37240212369719 34.63619526576131,20.687477992721444 15.75661947305929 12.600989748571717,-6.472132810023641 -49.591865185240934 41.07598727146547,28.786308924900762 -108.16934168505732 -39.0359270531767
-16.90623752614448 9.103255271156646 -18.18614365827958,-8.832316932711405 10.24300335638594 -9.671590068765509,-12.597617522324912 6.673833295896837 -15.96730412093928,22.967668651477332 -11.980519506989529 23.65520382491324,22.80615850073566 3.8635603701575483 10.386168815163394,-3.4833640390952954 66.45358023210939 -38.7777188332094,29.70255086511173 99.05461794816082 34.47733931035485,20.48731136479031 15.759137351367233 12.792977724456405,-6.704803439387095 -48.83527551809903 41.004229057465096,28.784806340965183 -108.21316228698609 -39.05434325493332
-16.585886658145085 9.867683658060708 -17.8840238750882,-8.649658069647737 10.56760238434234 -9.287135172406765,-12.620013885243393 6.43119649256328 -16.149447490317055,22.905729281563087 -12.104925306698798 24.1143559115021,22.656324692861475 3.629167032736832 10.493308811990198,-3.534584184170474 65.37320416517608 -37.96755957825949,29.652135209142397 99.57693736631181 34.73857512929762,20.329620633429318 15.516317980668886 12.857274251617882,-6.736737234691553 -48.591632018044834 41.205861454102184,28.700670882209717 -108.7594004538996 -39.3231743941114
-16.022197187100954 10.021429582130226 -17.42526612773174,-8.594924461246205 10.579399394273285 -8.743390020220321,-12.667921402738646 6.119433669968624 -16.2044294372517,22.92399532491415 -12.01240290979095 24.306049120628618,22.756388802983125 3.3699262977603777 10.350849728835716,-3.6840268223673096 63.719820769446194 -37.05727031325616,29.5573463099311 100.62955370128353 35.264869085493864,20.4871039631871 15.259583811399079 12.61752540279502,-6.397005817013208 -49.546530754404664 41.53018471480939,28.61595167726811 -109.25516879256752 -39.57232278082343
-15.446393054731564 8.607020117857832 -17.05193663843548,-8.890708448061183 9.853498864904996 -8.361820227510622,-12.728899308908874 5.9525417537346295 -15.910164525534087,23.11165351858789 -11.506479365592753 23.687838279204783,23.339385429944745 3.3069267953695647 9.768379652422684,-3.915518703103579 62.35386320276179 -36.805854219070795,29.452354445828924 101.88220360209182 35.89096449366645,21.22280000575566 15.222124165669205 11.907134755305183,-5.526911654955669 -52.34727089657259 41.82132500212605,28.613157011879352 -109.14639709913573 -39.53093355488651
-15.004159233314402 5.910066290156426 -16.863713575113085,-9.478713500979717 8.540893805359952 -8.249486908982977,-12.784511691299228 5.980632312409392 -15.324003689719282,23.4240618027387 -10.697293472714904 22.38023981095663,24.27810809839351 3.465655507152366 8.873959253220269,-4.174197181519664 61.64160734345307 -37.311423320934985,29.363617645307908 103.02416081577248 36.46163916555179,22.375077921246547 15.42382944920304 10.884627372818064,-4.32485728867384 -56.37478601344288 42.00328656622344,28.696331986825204 -108.43548400426462 -39.197268814194324
-14.746609837835635 3.590517810074824 -16.80285258291301,-9.99009573006233 7.429272667540631 -8.276408138480143,-12.809694475427506 6.072627232024882 -14.812239359846059,23.668618606949984 -10.033970297366702 21.23673251887335,25.047072127842654 3.655344581233545 8.147748665429264,-4.362425083102782 61.402994716455 -37.94141631971325,29.30906736599796 103.76629907029107 36.83276493226988,23.31279738016402 15.648769347487969 10.067978729602698,-3.3840508086548837 -59.60993107505857 42.08838591162203,28.782773747942198 -107.74005339885827 -38.86712313339304
-14.71898398335417 3.3397412797052817 -16.804895457518313,-10.0487162057955 7.320271525147832 -8.303273428476789,-12.780157113723964 6.0911925009398935 -14.748521063858776,23.650402492593578 -9.9723242698105 21.128013449467133,25.112974979820343 3.6786554545927936 8.076601609857711,-4.382621395592838 61.433762222114055 -38.04044136673812,29.30576320235253 103.82737984506731 36.864148361209715,23.395830817318057 15.674060671820525 9.98147056013697,-3.3037548715940446 -60.00810310931202 42.09314968618723,28.787380849066842 -107.69411601941265 -38.84430242274863
-14.930599705677263 5.395137444313519 -16.85785117740389,-9.599797326275887 8.319713829594484 -8.298375152287429,-12.71249534909461 6.013270541557483 -15.190452678198927,23.369929224178662 -10.570736644788333 22.16630452365836,24.41098329193808 3.5074475091647814 8.725243312180533,-4.22032086957679 61.67862197558114 -37.50172745062635,29.354996218104088 103.17407268782262 36.538658182414245,22.544684186796772 15.469101798725669 10.699142348508579,-4.156773955946465 -57.24565312835221 42.020920667911284,28.701608325437526 -108.36587837713401 -39.16214487591966
-15.345353702726147 8.155602309509602 -17.016072207575878,-8.994915133449076 9.653584762376646 -8.366066904145717,-12.675004652106685 5.960303569473851 -15.79600597962186,23.074840193398934 -11.385044017234828 23.504754169159646,23.46863167012527 3.3275268452883457 9.624627702548654,-3.9661561320579968 62.270661656139865 -36.91222136972539,29.438118550405886 102.08652091626543 35.99477226093431,21.388770998916925 15.246426503927122 11.725713118184332,-5.350218877980853 -53.17503692830904 41.85837094947762,28.61371503560659 -109.10810119402491 -39.51198878569222
-15.922445533866355 9.922605791498952 -17.33609011332411,-8.607288501737616 10.501643402457923 -8.617145366414976,-12.737058115264897 6.060676125502697 -16.201576744747175,23.023436374137855 -11.944492039198106 24.247008377295874,22.844449867967995 3.3352209914885886 10.277092273035542,-3.7169606658113654 63.349598029041296 -36.89396991944266,29.535185201503506 100.86474248513771 35.38089418999633,20.59488328904307 15.230550297212533 12.534669836903648,-6.255564427748672 -49.771447749379284 41.592342145174555,28.616503205040065 -109.23910195975496 -39.56869262641509
-16.53145492639805 10.028709432269649 -17.77005871230652,-8.587734753847707 10.557107181903525 -9.047550247352362,-12.855506823148817 6.3257994603162215 -16.24765093174786,23.212995263541313 -12.062175323350735 24.10096983521952,22.744866339384966 3.56585883151097 10.46770502560281,-3.5423623911490227 64.78097838999865 -37.59646080987926,29.62534556650514 99.79693429162369 34.84257038882365,20.42279119827453 15.464274948456339 12.86539035966838,-6.599557057999822 -48.16260853021132 41.271941055637406,28.719011404224457 -108.65281363364204 -39.28151152892443
-16.91221590778705 9.2992214292928 -18.119020582608982,-8.765092870117757 10.256544773499364 -9.486938880624173,-12.82429989624633 6.5977385867999985 -16.070182843522847,23.26290173295993 -11.962126342822527 23.649344340878585,22.86656042936316 3.8216859977946536 10.390852603237988,-3.4726028039748833 66.0334255049797 -38.485041780962824,29.68643796205456 99.15417948307972 34.52121084799404,20.543005333271555 15.727329023631432 12.842191884172813,-6.623282173542341 -48.24933043301752 41.03641792399324,28.80901069191873 -108.07650740186614 -38.99695406012855
-16.798185925807378 8.66995743079572 -18.17466555672357,-8.944192449796214 10.09092868206346 -9.753600748359682,-12.427857634977478 6.706980066913012 -15.827610329590456,22.768259551979625 -11.898683918030295 23.537648654831177,22.869133687639373 3.8888273189641946 10.27164692079144,-3.5341189550987533 66.5505755400293 -38.97657730650857,29.69652769243888 99.20180485726888 34.55560184953068,20.58278598408644 15.781232792347108 12.61937679185525,-6.606284072160195 -49.830853198099796 41.03023694721619,28.766149400804924 -108.29408268513147 -39.08854467233112
-16.197722085173165 8.616757051329527 -17.9086962639829,-9.016456504382202 10.276611013983386 -9.78560656375707,-11.684948571351041 6.60591584967718 -15.631722678274567,21.709423108132246 -11.991176000048833 23.999917229882527,22.61719515452939 3.7077650624697363 10.239893708433994,-3.700818845733455 66.21836503402902 -38.856160626215484,29.657663487906035 99.88373481078078 34.917170643052046,20.378061571289248 15.560757587549514 12.340927225756737,-6.697457066415193 -52.30271158909113 41.26389640264864,28.569633217653895 -109.46420702460019 -39.633296565136746
-15.575596381614409 8.851763385714927 -17.591689919326477,-9.017078769772974 10.573992636508974 -9.71989937813453,-11.003428745781303 6.449336950631655 -15.516858743036414,20.70637697532673 -12.134772489329654 24.587001954194154,22.31572705419199 3.475260584659752 10.267162187867036,-3.8593966889269007 65.65708021080206 -38.52025384768324,29.611713672762153 100.61027051369108 35.29947889119925,20.1112114463419 15.288322846483844 12.133690675002164,-6.828777778137402 -54.39017047922172 41.52547144317674,28.36396253866625 -110.70747776761422 -40.21592639405092
-15.436621376174987 9.01675246505376 -17.520637473607074,-8.994615712896554 10.701878723548765 -9.711212658644339,-10.825353533563982 6.410105086572164 -15.509821717740031,20.435636481362508 -12.204083919984361 24.788056605128823,22.200623846118884 3.4109875637357305 10.310193996511401,-3.8890647203555817 65.55205451494425 -38.420370597854365,29.60401924261247 100.74530253266425 35.37191172126728,19.996263353141465 15.212063791158771 12.122011390496601,-6.912045503256865 -54.7635466576526 41.58344358008102,28.308324194984138 -111.05206899015697 -40.37731215063483
-15.945591509933479 8.939534064893323 -17.791916068677214,-8.975749135083777 10.53738568951497 -9.805180958897878,-11.310338257266862 6.5460475298518634 -15.61089346761122,21.144599131580637 -12.139073386637376 24.400761376977243,22.373749317084012 3.5924940007434403 10.336130463955284,-3.7532313073632135 66.11245075833763 -38.71361954512232,29.647910897098438 100.09609579431306 35.03360752593585,20.131753453230683 15.420474659419135 12.329344777591242,-6.890248525633622 -53.03045490623787 41.362810410955234,28.459833631775588 -110.14549826867632 -39.95117982735393
-16.61844580257807 8.802925522311172 -18.11907219727898,-8.945417487736693 10.259734750406045 -9.839245747014363,-12.079018847862269 6.695471713908223 -15.769745296676371,22.261778350833172 -12.004416052772303 23.81155637566739,22.681196977164323 3.826109950606602 10.331958616964076,-3.575976008869877 66.6387569546658 -38.99529737721841,29.695634196991342 99.31600500772211 34.62214207246417,20.395825714515066 15.697407342221355 12.586620400949306,-6.765892968671439 -50.5871525770551 41.08724864834585,28.680823815660442 -108.81717427418994 -39.33009626036014
-16.899699851353905 8.828977434607099 -18.173599164060512,-8.883967287418189 10.081601327874617 -9.62818501253431,-12.69233463488045 6.6726030806993695 -15.930417266010949,23.125023594022245 -11.878669899580164 23.471941489154712,22.940662637733713 3.8883219396729847 10.28697639101605,-3.499054951280188 66.33204444300695 -38.79913999844115,29.69274066534834 99.15128757280011 34.52324635491944,20.642098958196858 15.793167830659577 12.703640378983481,-6.548330348484497 -49.027157126288756 41.01326741510436,28.81212421985192 -108.02699957471697 -38.96832016504482
-16.5408322978342 9.102690440031317 -17.825451965158546,-8.792090884049339 10.112438426772206 -9.135677522904926,-12.89307748978966 6.411794167787762 -16.048919245994128,23.35533152043951 -11.812206317880523 23.604863677386497,23.04243526381616 3.6861245345528895 10.206213447780005,-3.5863293113447523 64.94384961033046 -37.980572888275255,29.619637886752965 99.90191102114032 34.89412047204954,20.775729562978007 15.599781701447668 12.59421473206028,-6.277177639658194 -49.17204186139944 41.24713089229913,28.774266527410873 -108.25446548307322 -39.09089636553575
