index,上半身_x,上半身_y,上半身_z,下半身_x,下半身_y,下半身_z,首_x,首_y,首_z,頭_x,頭_y,頭_z,左肩_x,左肩_y,左肩_z,左腕_x,左腕_y,左腕_z,左ひじ_x,左ひじ_y,左ひじ_z,右肩_x,右肩_y,右肩_z,右腕_x,右腕_y,右腕_z,右ひじ_x,右ひじ_y,右ひじ_z
209.0,-5.543441295623779,-20.10713768005371,-12.150805473327637,-2.3080215454101562,-16.40525245666504,5.38291072845459,-16.70448875427246,1.385254144668579,15.126625061035156,18.645097732543945,12.326788902282715,-1.44585382938385,-3.0167627334594727,2.0492920875549316,-0.8938724398612976,-7.292196750640869,-18.1865291595459,-37.2102165222168,21.295574188232422,42.40330505371094,8.3423490524292,-2.047797918319702,11.27029800415039,-11.089726448059082,46.977806091308594,76.76484680175781,76.82400512695312,27.09796905517578,-117.72281646728516,-43.49160385131836
210.0,-3.889969825744629,-21.724855422973633,-12.505620002746582,-2.706773042678833,-17.278888702392578,4.961443901062012,-18.75761604309082,1.1569660902023315,17.20941734313965,22.156333923339844,12.68859577178955,-1.2609325647354126,-4.552002906799316,2.311082124710083,-1.5091304779052734,-6.562617301940918,-19.413055419921875,-36.212501525878906,21.226232528686523,42.21649169921875,8.274648666381836,-3.446192741394043,11.423050880432129,-12.333969116210938,53.23925018310547,81.364990234375,78.6102066040039,28.18218421936035,-112.03941345214844,-40.85318374633789
211.0,-2.828244686126709,-22.877506256103516,-12.686406135559082,-3.151949882507324,-17.928258895874023,4.53410530090332,-20.597871780395508,0.8008052706718445,18.643386840820312,25.19880485534668,12.615467071533203,-0.7828890681266785,-5.388084411621094,2.4627838134765625,-2.1964027881622314,-6.137935161590576,-19.967546463012695,-35.28511428833008,21.143016815185547,41.993350982666016,8.193994522094727,-4.155422687530518,11.516085624694824,-13.331864356994629,58.803558349609375,84.31038665771484,79.1491470336914,28.917695999145508,-107.1164779663086,-38.49922180175781
212.0,-2.1505374908447266,-23.813562393188477,-12.879417419433594,-3.458676815032959,-18.42980194091797,4.266072750091553,-22.06005859375,0.5930110812187195,19.610227584838867,27.75843048095703,12.297389030456543,-0.30746936798095703,-5.95173454284668,2.619335651397705,-2.6353683471679688,-5.810526371002197,-19.824867248535156,-34.51521301269531,20.957727432250977,41.500038146972656,8.01679515838623,-4.6348419189453125,11.60771656036377,-14.070765495300293,63.84584426879883,86.57341003417969,79.42076873779297,29.41105842590332,-102.77528381347656,-36.38288879394531
213.0,-1.528946042060852,-24.482322692871094,-12.956205368041992,-3.7588021755218506,-18.76374626159668,3.8580336570739746,-23.38976287841797,0.35593122243881226,20.470252990722656,30.181102752685547,11.942132949829102,0.03276291489601135,-6.502328872680664,2.718831777572632,-3.0366766452789307,-5.517824172973633,-19.491430282592773,-33.92940902709961,20.70108985900879,40.82492446899414,7.776731491088867,-5.1109442710876465,11.661433219909668,-14.704412460327148,68.4843978881836,88.27361297607422,79.30755615234375,29.738866806030273,-98.76214599609375,-34.40156936645508
214.0,-1.0968292951583862,-24.877029418945312,-12.970077514648438,-4.1168317794799805,-18.912199020385742,3.4494142532348633,-24.41661834716797,0.1109505146741867,21.209863662719727,32.000885009765625,11.670644760131836,0.2994740903377533,-6.976223468780518,2.7892472743988037,-3.3776679039001465,-5.339766502380371,-18.889230728149414,-33.33566665649414,20.347610473632812,39.909793853759766,7.455875396728516,-5.523700714111328,11.706035614013672,-15.197635650634766,72.57698822021484,88.62976837158203,78.15390014648438,29.923120498657227,-95.30057525634766,-32.67919921875
215.0,-0.736109733581543,-25.0667724609375,-13.013611793518066,-4.39486026763916,-18.93539047241211,3.114426374435425,-25.258686065673828,0.004846189171075821,21.68553924560547,33.414955139160156,11.292764663696289,0.5816882848739624,-7.224137306213379,2.808213472366333,-3.5621464252471924,-5.408779144287109,-18.38518524169922,-32.92393112182617,20.04803466796875,39.14699172973633,7.192508697509766,-5.740865230560303,11.7290678024292,-15.399703025817871,75.72460174560547,87.24584197998047,75.51110076904297,29.99701690673828,-92.92587280273438,-31.4931583404541
216.0,-0.5005044937133789,-25.143667221069336,-13.083142280578613,-4.603827476501465,-18.906253814697266,2.8517627716064453,-25.91238784790039,-0.0563950315117836,22.02143096923828,34.5168571472168,10.971284866333008,0.8192750215530396,-7.309667587280273,2.8105366230010986,-3.689337730407715,-5.554503917694092,-18.000717163085938,-32.64439010620117,19.839290618896484,38.621910095214844,7.013394355773926,-5.8080830574035645,11.750324249267578,-15.464661598205566,77.87723541259766,84.70006561279297,72.10740661621094,30.021888732910156,-91.40963745117188,-30.73480987548828
217.0,-0.3545055389404297,-25.198366165161133,-13.144948959350586,-4.70041036605835,-18.895471572875977,2.7043004035949707,-26.23888397216797,-0.12308625131845474,22.284196853637695,35.181312561035156,10.84337043762207,0.9768057465553284,-7.260858058929443,2.805079936981201,-3.802983283996582,-5.750086784362793,-17.740341186523438,-32.477657318115234,19.745573043823242,38.387935638427734,6.934214115142822,-5.744010925292969,11.75599479675293,-15.516467094421387,78.98062896728516,82.36544799804688,69.44146728515625,30.027273178100586,-90.75157928466797,-30.4055233001709
218.0,-0.26841503381729126,-25.236635208129883,-13.194757461547852,-4.70071268081665,-18.902576446533203,2.6483335494995117,-26.31049346923828,-0.199868842959404,22.50678253173828,35.46342468261719,10.89496898651123,1.0393657684326172,-7.137818813323975,2.797791004180908,-3.901218891143799,-5.912466049194336,-17.637710571289062,-32.35972213745117,19.726303100585938,38.33997344970703,6.917982578277588,-5.607717514038086,11.747902870178223,-15.580527305603027,79.2463150024414,81.09132385253906,68.23924255371094,30.027677536010742,-90.67616271972656,-30.367795944213867
219.0,-0.2229415625333786,-25.256900787353516,-13.223126411437988,-4.655312538146973,-18.911130905151367,2.643742799758911,-26.176700592041016,-0.2844444811344147,22.71109390258789,35.446388244628906,11.091776847839355,1.0322778224945068,-7.004385948181152,2.7901837825775146,-3.9867281913757324,-5.947491645812988,-17.786705017089844,-32.27153396606445,19.769466400146484,38.447513580322266,6.954349994659424,-5.462400436401367,11.732994079589844,-15.653983116149902,78.87379455566406,81.041748046875,68.50347900390625,30.025272369384766,-91.04560852050781,-30.552642822265625
