index,上半身_x,上半身_y,上半身_z,下半身_x,下半身_y,下半身_z,首_x,首_y,首_z,頭_x,頭_y,頭_z,左肩_x,左肩_y,左肩_z,左腕_x,左腕_y,左腕_z,左ひじ_x,左ひじ_y,左ひじ_z,右肩_x,右肩_y,右肩_z,右腕_x,右腕_y,右腕_z,右ひじ_x,右ひじ_y,右ひじ_z
0.0,-32.43439865112305,-22.069650650024414,8.17724609375,-32.14564514160156,-10.525690078735352,-3.1519904136657715,-40.71520233154297,0.05861827731132507,14.274435997009277,71.4642105102539,-1.5580235719680786,-6.851557731628418,9.040620803833008,-4.135319709777832,-7.309764385223389,-8.77998161315918,-4.80843448638916,-47.2739372253418,19.717668533325195,38.318485260009766,6.910755157470703,10.49716854095459,7.204549312591553,-7.493370056152344,22.628650665283203,8.422165870666504,44.18555450439453,20.963403701782227,-41.514976501464844,-8.022132873535156
1.0,-33.45420455932617,-22.033985137939453,8.37682819366455,-33.42362976074219,-9.685916900634766,-3.2728631496429443,-40.25853729248047,-0.2043856680393219,14.645997047424316,71.56637573242188,-1.1164228916168213,-6.762312889099121,8.228738784790039,-4.004992961883545,-7.314298629760742,-9.138021469116211,-5.651591777801514,-47.6553955078125,20.09971809387207,39.277793884277344,7.237403392791748,9.707475662231445,7.28423547744751,-7.74439811706543,23.8355655670166,9.094419479370117,45.01535415649414,21.13873863220215,-41.98183059692383,-8.189833641052246
2.0,-33.556453704833984,-21.9985408782959,8.78688907623291,-33.172847747802734,-9.034497261047363,-3.0602033138275146,-38.88840866088867,-0.3960479497909546,14.649669647216797,69.35712432861328,-0.2546502649784088,-6.630181312561035,8.090773582458496,-4.153879165649414,-7.44366979598999,-8.925623893737793,-4.538523197174072,-47.67881393432617,19.942150115966797,38.87993240356445,7.10120153427124,9.602193832397461,7.10723352432251,-7.977384567260742,24.01869773864746,6.505459308624268,44.1380729675293,21.668664932250977,-43.421138763427734,-8.715131759643555
3.0,-33.69192886352539,-19.967283248901367,7.026101589202881,-32.33169937133789,-7.9040093421936035,-3.4299182891845703,-37.54813766479492,-0.2529352009296417,13.656828880310059,66.43428039550781,1.0909066200256348,-3.8503944873809814,8.46617603302002,-3.9990181922912598,-6.800296306610107,-8.068720817565918,-4.020116329193115,-47.845672607421875,20.393648147583008,40.02809143066406,7.4970598220825195,9.819783210754395,7.389999866485596,-6.882936954498291,21.458696365356445,4.381604194641113,44.06264114379883,22.832855224609375,-46.75189971923828,-9.976696014404297
4.0,-33.0960693359375,-19.851238250732422,7.369288444519043,-31.82990074157715,-7.49602746963501,-3.3098816871643066,-38.215328216552734,-0.2285122573375702,13.382695198059082,66.96187591552734,0.48233628273010254,-4.665842056274414,8.959765434265137,-4.28751277923584,-6.897557258605957,-8.884592056274414,-2.159533977508545,-47.61518096923828,20.288671493530273,39.758888244628906,7.40345573425293,10.32141399383545,7.121272087097168,-6.862568378448486,21.59466552734375,3.6110455989837646,43.35298538208008,22.461368560791016,-45.661376953125,-9.556792259216309
5.0,-32.418392181396484,-20.793466567993164,8.58072566986084,-31.15639305114746,-7.601431369781494,-3.0834462642669678,-38.785221099853516,-0.1368679404258728,14.134466171264648,67.77688598632812,-0.37760016322135925,-6.428574562072754,8.992437362670898,-4.52095365524292,-6.883769512176514,-9.988436698913574,-0.7257030606269836,-47.89485549926758,19.885459899902344,38.73755645751953,7.052706718444824,10.401183128356934,6.692234992980957,-7.597010135650635,23.38988494873047,3.78536057472229,42.66357421875,21.661569595336914,-43.4015007019043,-8.707892417907715
6.0,-31.507171630859375,-21.58256721496582,9.455053329467773,-29.487712860107422,-7.83644437789917,-2.9093587398529053,-37.45460510253906,0.08990254253149033,15.347681045532227,65.59258270263672,-0.10779962688684464,-6.950672149658203,8.496182441711426,-4.498840808868408,-6.26367712020874,-10.294198036193848,-0.3030358552932739,-48.90196990966797,19.02605628967285,36.6243896484375,6.3487868309021,9.891120910644531,6.318969249725342,-8.576420783996582,24.375730514526367,2.595294237136841,41.11178207397461,20.635353088378906,-40.65346908569336,-7.716245174407959
7.0,-30.684608459472656,-22.248201370239258,10.025938034057617,-28.661983489990234,-8.14737319946289,-2.89445424079895,-38.28860855102539,0.6415312886238098,15.55861759185791,66.6767578125,-1.3113256692886353,-7.901471138000488,8.5110502243042,-4.548807144165039,-5.910070896148682,-10.81447696685791,-0.29819199442863464,-49.43871307373047,19.055917739868164,36.69648742675781,6.3722710609436035,9.858551025390625,6.198160171508789,-8.524876594543457,24.546682357788086,3.8172526359558105,41.34246826171875,20.538639068603516,-40.402278900146484,-7.62791109085083
8.0,-29.89948081970215,-21.543582916259766,9.099000930786133,-27.308868408203125,-8.247153282165527,-3.0281002521514893,-37.926414489746094,1.1110528707504272,14.74086856842041,64.96701049804688,-1.0822499990463257,-6.58761739730835,8.640449523925781,-4.450636863708496,-5.541985511779785,-10.214936256408691,-1.7739328145980835,-49.36962890625,19.126602172851562,36.8674430847168,6.428197383880615,9.882083892822266,6.4539971351623535,-7.580215930938721,21.625581741333008,3.834606647491455,41.69713592529297,20.841981887817383,-41.19445037841797,-7.9077982902526855
9.0,-29.252471923828125,-20.595760345458984,8.031850814819336,-26.252748489379883,-8.301836967468262,-3.0726969242095947,-37.42740249633789,1.3838757276535034,13.742774963378906,63.12418746948242,-0.7829943895339966,-5.114500999450684,8.903589248657227,-4.406013488769531,-5.408275127410889,-9.511503219604492,-3.04191255569458,-48.94620895385742,19.19367790222168,37.03019714355469,6.4816060066223145,10.058714866638184,6.727753639221191,-6.563092231750488,18.430252075195312,3.194899559020996,41.66334533691406,21.140003204345703,-41.98541259765625,-8.191129684448242
