-14.7 3.1 -16.8,-10.1 7.2 -8.3,-12.8 6.1 -14.7,23.7 -9.9 21.0,25.2 3.7 8.0,-4.4 61.4 -38.1,29.3 103.9 36.9,23.5 15.7 9.9,-3.2 -60.3 42.1,28.8 -107.6 -38.8
-16.889232375449364 8.759380183250677 -18.224045391253124,-8.920493378613921 10.119304078515984 -9.778905102034749,-12.486848801612187 6.7284658249635205 -15.861730261170736,22.84663027128709 -11.922489814916604 23.534414641214482,22.85410496852868 3.9103196124347113 10.311107626108422,-3.504519299398976 66.67657098085584 -39.01008794539684,29.707060620786372 99.05828135453491 34.482103403970015,20.553932847592385 15.804493024718179 12.688442114180638,-6.654559537640995 -49.44167263995766 40.98980486369473,28.783754269920248 -108.19698005203564 -39.04261400545699
-16.50876390574168 8.700618892788508 -18.126087992159757,-8.998871370821348 10.315659952127945 -9.995282434185022,-11.754511682480384 6.73600607047978 -15.664275906666134,21.815916122953826 -12.056151144225346 23.936367583605417,22.56222415254657 3.820962668663779 10.343388539672244,-3.6101999428051155 66.92713478048083 -39.19330715297363,29.703126390718175 99.34044260506549 34.643030089618165,20.284597202213284 15.675626958978034 12.518145195051128,-6.8768835985075105 -51.432517302948106 41.1022559744582,28.62178355197519 -109.1678893657234 -39.4884680409334
-15.865574104913232 8.81814183387925 -17.806624932591497,-9.027849470690231 10.565079276047271 -9.943102251837296,-11.048343683838455 6.586894643297005 -15.51689578521065,20.788889840932498 -12.172560136201925 24.479535059463764,22.287570614909917 3.596910568937891 10.33727644036606,-3.7804265140090663 66.37704637878282 -38.90259162172541,29.65517078843392 100.10425802863944 35.044671471669574,20.053154891257044 15.41198245754174 12.266865851997878,-6.972572180821755 -53.74018197379531 41.369144117319905,28.41545834284932 -110.40646592638639 -40.06822645014526
-15.342442678746924 9.037348981827423 -17.450043622396546,-8.988873543988257 10.709055140269813 -9.637088773170879,-10.811452328615253 6.364294959984923 -15.512164271967324,20.408850182374948 -12.19410760920849 24.827617714133027,22.20721433572464 3.370171063720887 10.289940595507053,-3.9142307343636116 65.31491113505417 -38.29129509309964,29.58989507288829 100.9089961534186 35.454325107383376,20.012011417055493 15.170496399147975 12.081585964879405,-6.868062857698641 -54.96226076819581 41.63456420793566,28.291196414596655 -111.152924528544 -40.42679790131146
-15.196896067196134 9.280472280654681 -17.202778519753434,-8.88372594900509 10.65513052264596 -9.148184423586377,-11.263639209749819 6.147561310053679 -15.68589378895142,21.002834727690857 -12.085838626143994 24.776674072370938,22.406757833446136 3.239742012245334 10.209614201318104,-3.944706171071841 64.07730863700313 -37.54909142060165,29.531365015297247 101.41543887890377 35.69611614979246,20.22916555922448 15.062871972335763 12.057088732437919,-6.556541193003624 -54.30590457195522 41.78243585584781,28.323884855658964 -110.9570739621883 -40.35170525079878
-15.367988451897956 9.461688554459194 -17.114763906594117,-8.765897146464344 10.478788588511469 -8.690273525397618,-12.056922370999727 6.006362796053634 -15.929572318526327,22.093747045232167 -11.921252057434359 24.459299295196296,22.739236045306416 3.220689453383049 10.132661891562682,-3.891552939266145 63.12279901123546 -36.95800293290626,29.496945326218793 101.54247868083857 35.73866109625417,20.558001337258414 15.085799991519897 12.155435609625952,-6.200907952929258 -52.528139396792234 41.79793798798884,28.457387478766183 -110.15590487836984 -39.993085952418454
-15.744901572865416 9.493948032653119 -17.220792971080844,-8.696956630698468 10.281792555755215 -8.49954509335573,-12.754508184083667 6.008821277065646 -16.11212118274239,23.07870289738683 -11.790807560807792 24.06075991096677,23.021308410832162 3.314922603055069 10.09983999734828,-3.7880323794466233 62.928857997046954 -36.8144008145607,29.50294333093654 101.24948402666372 35.57322904442505,20.818340070304373 15.21795261433051 12.317908943891078,-5.990584749767786 -50.62850420312447 41.68212127680262,28.6150633760383 -109.20959937646111 -39.55782766277508
-16.212566463221933 9.33322226069837 -17.518136691126468,-8.716374133418713 10.144353035400595 -8.715196124868122,-13.039163006665001 6.1850959777252275 -16.14313851997158,23.515945141905483 -11.75796617094175 23.73374205848407,23.121456381802762 3.5069063984580797 10.135367621934089,-3.666983402673464 63.74374684123298 -37.276178889402345,29.555663378483608 100.56877399419855 35.22446822153424,20.883802381294736 15.426768065662882 12.49019463999348,-6.047434275026696 -49.38455813665816 41.45551194925801,28.735110047302825 -108.48921913580955 -39.214459177072214
-16.643378134879054 9.062359594096053 -17.893406985851712,-8.798443616707235 10.08311851954473 -9.190378491581766,-12.946254906857908 6.453388181782559 -16.05218497023204,23.438906466781255 -11.806565622190526 23.53484704520925,23.060992894669837 3.7296597811474377 10.214692912482652,-3.559999107355732 65.13973622838559 -38.092838877010834,29.631909425201915 99.7478107946 34.815467299476786,20.78667172994522 15.64655388821875 12.630965404491798,-6.294077050379689 -48.91920601427589 41.19607278840261,28.799485853487155 -108.10299532195268 -39.0183828123352
-16.907431956111086 8.787483033785616 -18.21291615967913,-8.905503012786829 10.103077483132179 -9.725771127974213,-12.575834220475123 6.711361287638165 -15.890827438444443,22.96818974352136 -11.90583732263742 23.50305010193286,22.889266731178243 3.90676429188472 10.304317332278744,-3.4984440564614743 66.56509119817164 -38.93896587963047,29.703073790902074 99.07352311162445 34.487373147273686,20.588337141198394 15.805540037464244 12.701276280063825,-6.616584043190133 -49.235260987698325 40.99230290364274,28.798176773220163 -108.11094471816688 -39.00424864041174
-16.874823295192364 8.614715580706498 -18.34297651703127,-8.999890253880288 10.2092184011075 -10.122052968523024,-12.027951283329386 6.856678693692585 -15.710632829529457,22.224397843633042 -12.025012680365757 23.67732645944548,22.655626673072828 3.961801471431518 10.370742344607146,-3.513682812958735 67.46807679025811 -39.48914499950563,29.740548795394716 98.8328396290283 34.38133263394587,20.350187639996864 15.83195646886552 12.662182309387342,-6.9010262208214135 -50.33553620864605 40.93270140438478,28.721168785130725 -108.57308410772858 -39.20670673314957
-16.415647520397226 8.650180235798146 -18.14990036233071,-9.043943272210415 10.406529748415256 -10.179902947705767,-11.402656431233428 6.787003798346351 -15.56316804840775,21.328133638623505 -12.133323103458848 24.096651348537677,22.40942150209846 3.818352860549415 10.380469412752639,-3.637079939815563 67.29695804431192 -39.417961338880694,29.71572675849049 99.31268903056804 34.63849262851433,20.133612251283203 15.654033137888725 12.474738535140137,-7.033474550636912 -52.222844828839754 41.10576740003509,28.55844786784771 -109.54943027391417 -39.660407162396424
-15.4 9.0 -17.5,-9.0 10.7 -9.7,-10.8 6.4 -15.5,20.4 -12.2 24.8,22.2 3.4 10.3,-3.9 65.5 -38.4,29.6 100.8 35.4,20.0 15.2 12.1,-6.9 -54.9 41.6,28.3 -111.1 -40.4
